# File: FAO_GDP_Deflators.csv
# Title: FAO GDP deflators by country (2015 = 100)
# Units: Unitless
# Description:  FAOSTAT (domain:PD) & Taiwan Statistics (access:4-12-2021)
# Data source: FAOSTAT (main domain:PD FAO.udpate:2024-06-12T00:00:00)
# Date of CSV last update: 2024-10-17
# Column types: cicicinnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
# ----------
area,area_code,item,item_code,element,element_code,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Romania,183,GDP Deflator,22024,"Value US$, 2015 prices",6179,33.2288675803,30.986965558,30.2579079489,30.6067515093,30.5147880186,33.5321115339,34.0295437605,33.6360318496,40.7623603379,45.7359092255,39.7969311353,32.1854038825,40.0594131198,42.6162710333,47.2619029072,49.1117741913,46.442853522,35.098311199,30.4081989476,22.6171935195,29.9943210894,32.9232523492,36.1046973702,34.2755174817,34.7078338349,41.5223444927,35.938687851,36.3442103797,37.4543561712,40.407760484,49.5466053729,58.1923587931,73.009388426,83.7622247988,111.7604396474,125.5102444552,107.9131378605,109.667037698,118.8644096699,108.4576303007,114.6002284132,115.8202025806,100,101.2682448239,106.1542507838,115.9205076602,115.1521819353,119.7131817657,128.7680020066,129.5201334612,148.3699975426
Russian Federation,185,GDP Deflator,22024,"Value US$, 2015 prices",6179,,,,,,,,,,,,,,,,,,,,52.1124140301,53.3476552143,54.486853691,55.629388925,56.6479451615,57.7076104187,40.7935755291,27.7336839428,33.4106118034,37.5330344562,40.3758575154,46.9974329681,60.2144800599,73.1839115925,87.6755013021,106.0588742211,128.7712706108,102.8388555786,122.7356960706,156.8425454438,162.7412118342,166.030114103,148.0487007509,100,93.4605502031,113.1639603209,115.8876848725,115.8436330565,104.9416823792,122.2437603234,152.2496074592,123.6108216927
Rwanda,184,GDP Deflator,22024,"Value US$, 2015 prices",6179,34.3346361694,44.6799916102,54.9837471269,51.311005778,57.1181561841,63.0903876621,70.6512841375,73.3469307425,78.0086895039,76.6322017753,76.0315286687,85.1790249542,88.175573372,94.8798502382,105.9519800069,114.2529153742,112.8432472563,112.2664331658,86.7361022966,85.9159594847,91.0592500219,109.5194382534,88.3831746302,83.2645801778,97.9643851815,96.4375525617,85.5146641352,75.6916321912,66.324318421,58.6228002193,62.3650858831,64.479307073,72.7680501362,75.3999498922,85.848730232,98.2860048327,101.3552298124,101.9067063924,106.1218796554,108.603560583,105.9482419489,105.2119724626,100,96.1915541405,98.4964928454,94.5342973537,92.7518625017,94.3828671136,92.5256028372,102.9296286767,99.5207725636
Saint Kitts and Nevis,188,GDP Deflator,22024,"Value US$, 2015 prices",6179,23.2647729011,28.7154014605,29.6309595462,23.5938885542,22.9910096723,24.58086336,27.192709337,29.1753820077,33.9474018228,35.9050903296,35.8353816874,37.3614373366,38.7482601197,41.1493999751,43.662071278,46.7231864413,49.3812388954,53.1357074966,54.9631607259,57.8747322548,59.0269315349,62.729170108,63.2206571985,63.6289462654,66.7564074253,68.6257080531,70.5335172824,66.8359279148,69.7176612653,71.5268184061,71.8921692761,75.418751425599993,74.4872239047,84.2825077399,89.1072502152,90.8275670412,93.6156853605,94.2041060143,99.5357320116,98.7799359301,99.0501760837,100.3071052891,100,101.3523732983,106.4561772756,106.0865709396,104.8878128699,97.9814768996,96.2053142768,101.6484259596,105.0730050143
Saint Lucia,189,GDP Deflator,22024,"Value US$, 2015 prices",6179,15.7462940051,20.2302629156,22.4714683994,19.6761509955,19.6842947842,21.4341404154,25.3141446112,31.4756258085,35.1464874332,36.9182173753,37.9073509578,39.1195867305,40.4346992762,41.97325708,44.7430362095,44.6274704023,47.0549924646,49.8211339368,53.2964323608,55.182283232,55.0621424822,56.3860853248,59.4189702925,59.0769257626,60.4084422727,62.3427623078,64.1786096376,65.1009009701,63.6014351049,63.6574029571,66.3204546784,67.9191968346,72.0682787473,76.8274457188,79.1430838833,80.8650127667,80.5819245965,84.9780454635,86.1587412255,87.8875827039,93.1898605269,96.8988384401,100,99.7904444214,103.3685803681,103.5410561692,105.7959319997,96.082112671,107.7330108728,113.9878737225,120.1133139954
Saint Vincent and the Grenadines,191,GDP Deflator,22024,"Value US$, 2015 prices",6179,15.8710050066,18.998171216,20.7585483669,18.2631075382,20.3498594225,23.4489122937,26.3417408994,28.8171734216,33.8247232386,37.5264749252,41.1740307152,42.0404101068,43.4923435816,46.4454008048,51.6546462738,52.2797904412,55.8613790322,59.7812907384,63.3084196482,65.4333639355,65.4093745884,68.0138642109,68.7966458049,71.4079746651,72.7405776618,74.7353599046,74.5488736449,74.3680893843,78.9192424456,79.0822154308,77.3634027062,80.2623129046,82.5927523123,85.6504112272,91.9257304694,94.001462984,92.9260547214,98.1121663068,97.7990009315,98.8681705127,101.084546775,100.7392693689,100,99.402901907,101.3411092721,103.0333851297,105.4156838955,104.5022665519,104.092125109,107.090080127,110.8703438289
Samoa,244,GDP Deflator,22024,"Value US$, 2015 prices",6179,18.4733822251,23.3685569983,24.2775092927,20.1920425913,23.5317013046,24.382574025,24.4255284264,26.7049051121,27.6000544602,28.5966142312,26.2757608678,25.3248605018,21.3285657429,21.352983526,23.5168200712,28.3905788129,25.291100306,27.0955770856,27.6758819074,29.2341700863,28.2536963502,48.4390192768,45.1637235582,47.2827739933,50.7706411575,46.5338274656,46.0313062841,43.2624506558,41.4888465363,44.3650741713,51.1305745787,58.6062217103,62.9573791699,64.9378059446,87.3570102372,91.0595838563,84.2008935292,92.5274771929,101.4386979088,104.9501739088,105.332714821,105.1488518026,100,100.9044850439,102.7437029807,101.2145786878,100.4838364237,101.5227662305,107.4083235493,107.3718498186,113.8615709287
Sao Tome and Principe,193,GDP Deflator,22024,"Value US$, 2015 prices",6179,57.5002623106,56.1625151077,55.401687524,47.1961478922,36.1601606477,39.3104384338,40.3633716602,50.6752198198,57.7739387249,53.8987358878,52.4420286055,58.1133976824,56.2409135416,83.6878057958,86.2318345243,72.1821287097,69.665709917,86.1921708504,76.7291544182,67.2529974154,88.1759940624,90.1177011815,69.7552743606,89.5964591059,60.3195127397,46.2778644604,48.2826088625,47.3807359007,45.8227505432,50.4103246123,56.0189897652,59.0009626189,65.9860883268,64.4257869183,67.6801669521,80.6598179127,78.6652524871,77.5272479127,87.7101571653,92.0927566597,105.3837232521,113.9160607078,100,104.8370558556,109.970892666,117.1958839327,118.890895005,127.5883170465,138.8420577786,143.5905294981,
Saudi Arabia,194,GDP Deflator,22024,"Value US$, 2015 prices",6179,6.5047992421,17.0033003533,19.2294942028,22.3340191247,24.1727637635,27.5932791323,34.3583076358,47.8358588796,52.5570363431,55.1301567872,55.3605042247,53.7748432875,51.771605016,37.0012665073,39.0348994778,35.5418052453,38.5904198343,41.3309984209,40.3958813897,40.2760572725,39.6057390691,40.0394020286,42.3689834108,45.6919496162,47.272782204,40.6858855715,46.580635579,51.6802466295,50.829257128,53.8570780377,55.1047088415,61.1973520572,73.5856147879,82.1468807911,89.0168745441,104.6939360189,88.2431366098,103.4132839847,119.3514086526,124.1183465399,122.6330310128,119.8774609454,100,97.183017402,104.4051323257,120.2971660871,118.1741374219,108.1728494804,123.1312256819,144.4600213448,134.3222798024
Senegal,195,GDP Deflator,22024,"Value US$, 2015 prices",6179,36.6280472289,39.6405123881,49.6601833144,46.2152732415,48.6389456601,57.7786219696,65.7576545527,73.801776897,61.9625669397,55.9696889778,52.5726629182,51.6333003324,54.8764372669,76.620534751,90.0437755225,92.8022633168,87.4427090153,103.6563591415,100.4383289437,107.691681438,99.2338747175,64.6899139352,75.9115161576,74.9961303838,67.0776808277,68.1923312791,65.5639192771,57.4400086904,59.6920438807,63.9752206635,76.0124541376,83.5133798435,87.5913512249,90.9078051476,105.7171596517,122.4411175009,114.1576552399,110.5814909288,120.5452707986,115.0644731042,120.3147887741,118.4011427638,100,100.7936901286,103.484298337,107.2726414006,103.8160548912,107.3720761901,113.265207277,109.7763684556,116.4980898594
Serbia,272,GDP Deflator,22024,"Value US$, 2015 prices",6179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.2863707303,117.7319165361,134.7201348634,119.8451960944,110.1675931905,127.1741681982,112.5826996428,122.2645594917,120.8196322881,100,99.2990788103,105.5881187671,115.8248663464,112.9310348319,118.0357732815,129.7543659842,127.8657103489,147.7454583497
Seychelles,196,GDP Deflator,22024,"Value US$, 2015 prices",6179,18.1991457372,21.0025261906,22.5589383129,19.9998918227,24.1041296597,29.4206066017,38.0763902478,45.4822953238,50.511229905,49.4374787045,49.9247233744,47.8392842938,48.4170762438,59.1343132073,67.6179168275,73.0953694089,71.1827152864,80.103166443,79.1860555383,85.5524010321,87.1880703164,90.4136536023,95.7775027803,92.3961143054,90.5006868944,87.9305511363,88.1986273813,87.7513865669,89.6877322348,99.4442962511,107.2367943287,108.5353305066,109.0312350782,110.2088195683,101.5050700043,97.0545852404,85.9884602397,92.8997425365,92.5671521462,92.8780773313,109.8146484195,106.260050695,100,97.1569205934,97.3936068075,97.7106728607,97.2889508308,78.4510357025,83.1235636829,106.7315986939,
Sierra Leone,197,GDP Deflator,22024,"Value US$, 2015 prices",6179,28.6086378437,31.8309426948,34.0188074219,31.8467270119,35.9782181892,44.7174100647,49.0123724301,53.7464196329,55.4091816491,61.2298731301,53.2825493371,62.5711164045,49.1745674433,34.0003945756,27.7246125265,42.4102823759,38.7110185902,27.111215624,35.3786825269,34.1348574128,38.5765230419,44.2029705404,46.9136509354,67.4578838563,73.9106214423,58.9420390928,63.8680630312,58.4442371499,62.6642357759,56.9722476582,57.6268648391,56.508030696,61.6107837669,67.5169035928,71.5430191561,78.7868435447,74.7839443896,74.5790708746,80.0677152545,89.8137902682,96.2896375214,93.8660043026,100,85.49899266,79.7586484257,84.2278016784,79.8559739799,81.1866737094,81.5620766251,64.4040251387,55.7937901854
Singapore,200,GDP Deflator,22024,"Value US$, 2015 prices",6179,20.6854875077,24.2628504198,25.6540624641,25.043986361,25.8758105133,28.8795175069,31.7816151311,35.8680790042,38.488089514,39.718867409,41.5016553948,41.4358119534,39.5840087149,39.4961935097,41.0532955868,45.2950173166,48.6827949904,54.8425497206,60.0925343782,64.6136438039,67.3919088413,73.7584068388,82.0109724794,83.6792362861,80.327900171,70.3192412444,66.9490745954,68.365660275,64.5866780725,64.0479326278,64.6431790016,69.2684521354,71.6803637031,76.4694220329,85.3917443326,89.7021514134,89.8341311278,96.891543942,106.266551657,107.4851340952,106.8827272563,105.272196682,100,99.9807798303,102.9014562584,109.0727384868,107.6306675687,103.5455875497,115.6815852429,122.9333688617,132.9718186043
Slovakia,199,GDP Deflator,22024,"Value US$, 2015 prices",6179,,,,,,,,,,,,,,,,,,,,,38.4034425201,41.8342956215,49.5792884552,50.2395059376,48.0059997183,48.025414267,43.8602761997,43.1483829942,43.1823081066,47.8811724331,62.1618474042,74.9312917683,79.9052369307,85.8791559001,104.4298411247,124.1738836148,120.8949630571,115.872594693,123.6608205167,115.7368301082,120.2084116163,119.8856946792,100,99.2262106208,102.5689536937,109.4060825083,106.2973159995,111.0260406656,117.7103279496,112.4934651062,127.1901766706
Slovenia,198,GDP Deflator,22024,"Value US$, 2015 prices",6179,,,,,,,,,,,,,,,,,,,,55.9472990254,55.0508971597,59.3306500494,80.8631014178,78.9081567055,72.5279958429,74.8923607825,72.9212174355,62.8435444484,62.6424333646,68.0932296146,83.4421516531,92.8513793312,94.1046009376,97.0393309106,110.2955505678,123.3160248194,120.9245642753,114.1001708122,121.0066055989,112.3788365685,117.9876210233,118.4358069524,100,100.6089773391,104.2533913435,111.2875982271,107.914942058,111.3428995141,118.381046435,112.0804538658,123.1896336915
Solomon Islands,25,GDP Deflator,22024,"Value US$, 2015 prices",6179,24.0702025848,28.853813768,28.0796934422,27.4919596561,27.8205062345,30.5698922489,33.2842055249,39.1824736583,41.3447541979,42.2300285111,34.3075667198,45.2647822019,40.4699389701,36.9517882967,36.3949881099,41.6457592647,37.0696852159,43.1275494547,44.5331015462,47.2875801062,50.4427081149,52.7911475869,54.7321797268,59.5601769024,61.386342677,52.2058452463,56.237525696,58.3253893863,62.7013329146,52.7676617627,56.9296931475,59.2386672614,65.1857216741,69.8844734724,75.9547294677,79.8375337483,80.5354394198,81.8446105859,90.2454154173,98.2181536727,101.1543416831,103.8266639345,100,99.9220524231,103.2866246534,110.4902973557,108.8379508388,106.8719015594,110.56804105,116.4972163969,118.8134080319
Somalia,201,GDP Deflator,22024,"Value US$, 2015 prices",6179,43.4866594542,51.0861375422,58.8957935453,69.0668486495,30.9705284535,33.1489430139,35.899163998,39.1419630878,42.845632328,45.4927501033,47.2746043158,48.9801327691,50.5291026088,51.5467089592,52.821361142,54.6845931674,56.8284196213,58.9556947543,36.7794843726,39.7052853894,67.8331750394,97.0549054873,96.7047044122,104.518761278,126.3262206809,160.1741905407,153.469194675,160.5483931811,98.9454763404,89.475845596,107.5505053111,136.6172420096,154.7674916196,156.0002920491,157.9625680888,161.2164230519,75.3406694111,64.368155926,65.2269663972,85.026530373400007,106.385682546,108.372226077,100,95.5862214289,97.45593512,94.9256519619,104.2370010288,104.5259447425,108.1563274711,111.8168678764,
South Africa,202,GDP Deflator,22024,"Value US$, 2015 prices",6179,25.3306099357,29.984163061,30.4899094542,28.6307073435,31.828336815,35.5457815688,42.2626808703,57.075448822,55.6818075285,51.2750116066,58.2532594121,49.0593941099,37.9309811554,43.3075434524,55.6502225896,57.4053311255,58.3500885701,68.3280445767,74.0914364559,82.1878399615,81.1197178758,81.9782551085,88.9522374703,81.0633337513,81.788901566,73.6785526202,71.2622024772,68.4962607281,59.5215778733,54.7096479519,81.1082627724,100.7224775128,108.0385176147,107.6149080138,111.961289167,102.9789620822,109.0945289942,134.0055875449,142.5986284208,132.0272277186,118.8274842842,111.3880054508,100,92.7689644731,107.9426771872,113.0404783415,108.3725075799,100.1371089704,118.7724768368,112.4272391755,104.7270208697
South Sudan,277,GDP Deflator,22024,"Value US$, 2015 prices",6179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.8218782865,279.2875409044,256.3123604638,100,56.324340805,63.6187171951,65.0760888999,66.1684343471,67.0423644645,70.1158935131,75.05300235,
Spain,203,GDP Deflator,22024,"Value US$, 2015 prices",6179,16.6787599674,19.5304884357,22.919132246,22.9089768825,24.8949283276,29.7544692866,39.7386499818,42.1702971439,36.7968541666,35.1228346668,30.0992068945,29.7719662024,30.5659879931,41.1500597219,49.4464327323,55.5255632695,58.4066476181,72.7979757553,76.3650240705,82.7095155722,69.5575710192,68.6436740041,77.3844167195,78.8151306611,69.7888840504,70.1514572058,68.8116207123,61.4879770401,62.1747446701,68.0616009872,84.8315329098,96.9518889758,101.0841425811,106.0271512761,119.6298594989,130.9210354718,124.3395249906,118.7245247813,124.5902603184,115.0233553607,119.3345992681,118.9773316076,100,100.0584113677,103.5144235593,109.5605235734,105.3600291897,108.7214358487,115.5711969347,107.015215936,114.5359246462
Sri Lanka,38,GDP Deflator,22024,"Value US$, 2015 prices",6179,34.4521218208,41.2485305695,41.2746493386,37.835742402,41.1189488258,25.9304071998,29.8536945628,33.855587309,34.0853787391,34.5749153261,35.684021951,38.8358322308,37.0818781097,37.6846028517,38.6376967023,40.3216519189,39.5872796481,42.9377896528,46.1328018145,47.5902169744,47.8359047799,51.3163395181,53.6225011691,55.8100844093,56.7420372594,56.2760178508,53.603470203,52.4702395708,51.064354496,52.3216789608,54.5262399215,56.5855143567,62.9139694491,67.7071178355,72.5232233813,86.1470096784,85.9662969686,93.7749318817,99.7112085296,95.4374815778,100.2535456845,101.0085551789,100,98.3996854083,99.111454343,96.9943409203,91.5723738484,91.0784403617,93.0752279552,86.1264446516,
Sudan,276,GDP Deflator,22024,"Value US$, 2015 prices",6179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.2370518327,84.8058700458,96.7697781614,100,103.1486691961,134.1495107776,51.6917081937,37.0638355307,37.553362032,39.2749801418,42.0404708519,
Sudan (former),206,GDP Deflator,22024,"Value US$, 2015 prices",6179,16.9703420196,18.5513830849,19.9886647622,21.3666730093,23.6351168939,27.0335083773,31.4400668276,34.9112786561,39.1678346421,29.0471909111,27.5617352828,39.6749652563,35.3033238838,41.8943624739,54.4182157289,49.6071605457,51.5519339622,53.4816928382,44.9528160811,45.9772504469,47.0670674195,42.1204179779,42.9569079796,26.4453710533,30.482945277,30.0401995192,28.2657996499,31.8665673083,34.5237575405,37.5898684797,41.2141405683,48.8939153682,59.2069317175,71.4968273237,88.7694415849,,,,,,,,,,,,,,,,
Suriname,207,GDP Deflator,22024,"Value US$, 2015 prices",6179,22.5483984432,29.319753874,30.2509481694,30.1495552832,34.6580010744,37.689303574,42.6135398392,47.3373836561,49.4373657544,53.1200661988,53.3832764774,53.2097247073,47.1812117594,48.9853175407,58.1367117322,63.3863660717,28.7563139742,29.8327576276,30.8416303559,31.5444834536,32.2921948353,32.9817700194,33.6733649964,41.5818614723,42.1297499528,49.3613421119,41.3500728886,41.9348466117,35.5299910632,45.3392057548,49.629474325,53.2616497052,62.2455692693,70.4839751239,74.9797669863,86.618033877,92.2345620779,98.8582576397,94.5489259142,103.6758330313,104.0762562728,105.730755102,100,68.057283991,72.547593046,76.9125552742,80.9447184871,94.1677387404,77.2378819515,82.033836498,78.046091377
Sweden,210,GDP Deflator,22024,"Value US$, 2015 prices",6179,28.2116302802,30.3778900019,37.1928501239,39.6792516475,42.6267175553,46.3165092142,52.693991893,59.6682986646,54.21170801,47.2239985372,42.5483203881,42.4493918561,43.4245079161,55.7646657881,65.6102468527,72.3556672285,74.2168429123,88.4971176398,93.75697704,98.345722863,75.2136413456,77.8347732684,87.4018541348,93.909351579,83.7416903719,81.0776556676,78.7109907505,72.049663259,65.4973719061,70.5548745566,86.4031542229,95.3898165092,94.448309162,97.3435198763,109.2685516516,115.6732559768,101.9619753851,109.3015146081,122.6398731223,118.7218374293,124.6246999503,120.3891246045,100,100.0178922698,102.3103311921,103.0312615675,97.100557348,101.7039177998,112.0433346536,100.6927055862,102.8713120205
Switzerland,211,GDP Deflator,22024,"Value US$, 2015 prices",6179,13.4154347996,15.2390836242,18.84313463,19.9897676526,20.842794451,29.029814858600002,31.8381680907,32.4465683282,29.2474118249,30.3753726457,30.0742092504,27.8775804445,27.2639340352,38.369645928,47.3029870782,49.5496438,45.8539264832,56.4852286299,57.6790550562,60.0679106652,58.4928285298,63.9424752722,74.5041328311,71.4763929104,60.5828066948,60.5306758431,58.4470921068,52.697052398,53.2492267783,57.5128857824,67.3504588158,73.1539123257,73.7306596772,74.795468374,79.9848242951,89.9307918822,89.9228509683,94.1166758343,110.5068610993,104.7231460007,105.8491920893,106.3920618681,100,97.0949138971,96.8067687128,98.2258030623,96.5481791304,101.4896214486,105.5649508941,103.5564903315,112.8011443798
Syrian Arab Republic,212,GDP Deflator,22024,"Value US$, 2015 prices",6179,39.9135861887,51.5747093866,56.0263875635,60.740614409,67.3272871911,74.2581819341,86.1329064175,100.3378554054,117.5521783151,120.3786688808,126.4516826258,135.507923827,66.3943698072,67.7314870101,69.4063580059,71.8546127688,74.671563774,77.4667666288,80.0865079605,81.9116076572,83.8531909274,62.3002520854,63.6066265275,64.7712434213,65.8881601516,66.6297634534,70.4214292292,77.2530021985,79.5110097926,76.4328980206,72.7589492698,80.0961964955,87.2409860394,96.8302946199,111.4543898301,139.2244317906,135.3385824179,145.9664974334,155.5662370306,146.9964696667,115.0443576902,111.2655846247,100,70.48475408,90.3711456104,116.1031714616,134.9049522236,90.3439683693,60.9282430979,96.425373272,
Tajikistan,208,GDP Deflator,22024,"Value US$, 2015 prices",6179,,,,,,,,,,,,,,,,,,,,40.1515581448,41.1032864259,41.9810157473,42.8613159728,43.6460928998,37.9017710121,51.5486185299,40.9193766757,30.2598446972,34.6920331124,35.3650933482,40.5326508306,49.0675896354,51.210047930099996,58.8009258927,71.7144495129,92.4991900052,85.7915370474,91.246228196,103.0028155955,113.0452651539,118.2769068839,121.4237667361,100,79.0440472689,79.5781544664,76.2220328726,75.8370165879,71.182458098,71.4688629686,77.6829068223,83.9980322466
Thailand,216,GDP Deflator,22024,"Value US$, 2015 prices",6179,27.1300986723,32.8683161977,34.0495189162,35.528031504,37.6469563771,41.3731796047,44.7871450324,50.2219110111,51.0741382338,50.905314165,52.7629284711,52.0793971118,46.3171926139,48.6227378944,52.0596805978,56.075823871,58.559482299,62.2487784849,65.7124635724,68.6619947642,70.4468129578,74.2360267923,79.2370646226,81.0928626651,68.4207282681,56.0698462206,59.7470800778,57.0736144923,52.5123954536,55.2295981402,58.4233574213,62.4073952134,65.5886644514,73.1913537138,82.3105214396,89.6660062953,87.292393562,98.3102014643,105.9837266673,105.9522816646,109.0903560624,104.6871101011,100,99.5868160129,105.5350522294,112.441449132,118.2011251585,115.7683958459,115.2312689189,110.0448045102,110.6549704888
Timor-Leste,176,GDP Deflator,22024,"Value US$, 2015 prices",6179,,,,,,,,,,,,,,,,,,27.9717610426,29.1080019115,33.5195097052,35.1138629184,36.1226589876,37.2287289026,39.229851741,35.0626616635,40.8475927219,43.792741989,44.1140183447,49.31547898,51.9721469317,55.5014088691,49.6815452757,50.5811357283,51.7810116194,56.1889313041,60.2954164739,61.4456541391,68.0160814377,75.8824307419,80.5567269203,93.9643543525,93.2801314727,100,100.222527392,100.0704972445,98.7477637232,103.5608252858,83.7270743197,133.1486635579,148.2682175414,156.4435286108
Togo,217,GDP Deflator,22024,"Value US$, 2015 prices",6179,29.1089512915,37.3676134752,41.4774143427,39.7099666981,45.3091753672,50.9953276921,57.4556738838,66.9381215326,59.9240344799,53.7940370367,51.0140858448,45.5280276825,46.5739075418,63.9855138539,77.2544256942,85.0359920454,80.1496834679,91.1428596116,89.8490814293,97.4154810027,88.7391792169,60.3676355809,74.6710336826,75.8069053592,74.3675063575,72.0349066999,70.3230044258,60.2122305721,59.4377957874,65.6551132821,76.4571669362,82.5106483834,87.4943602869,87.8113587823,100.5642588651,117.3961441015,114.8050212076,109.3504401057,118.0119028468,110.9843814925,116.6186689999,117.08943731,100,99.840321474,100.993432237,106.0554331051,100.5537054463,104.5757376988,111.2783166968,102.5477064783,108.1956852342
Tonga,219,GDP Deflator,22024,"Value US$, 2015 prices",6179,24.7231832157,32.2139779495,29.0412390424,26.6763434782,28.9176139753,34.5214146096,36.3739557414,42.4194530911,38.6289937991,35.063609204,33.3237890088,32.6962977242,26.2213354186,30.7218091675,35.8717990813,50.4078637924,52.4481179421,57.2366742937,64.789228729,63.7862589355,60.6932130037,59.5874451339,61.7161293685,65.5641584546,63.874424032,55.6128214216,55.9742549213,52.2391391308,45.0122336605,46.8318942278,53.3668251808,62.9113052441,68.9320945246,78.206691861,83.9607980786,89.0633671521,89.2624181618,102.6579991722,113.7093677235,119.1291222896,112.7496644031,108.3043333465,100,97.9433809229,103.8960693809,107.7416905752,113.3129325987,108.1018766624,107.6221805105,113.6322712856,
Trinidad and Tobago,220,GDP Deflator,22024,"Value US$, 2015 prices",6179,18.4867970792,27.7898223991,32.7624433459,31.51329042,36.2587246485,37.4032667757,46.634023018,57.2514121627,61.380195101,68.8424228923,73.2050301916,77.6048975132,76.9643952646,51.7252384364,54.234294105,52.9075875819,51.2845510999,59.2311956287,60.4147506907,62.9491054803,53.7437806446,56.095236816,58.1263830235,58.6877185637,54.2894065463,52.8711913826,55.1642951937,61.7987767655,64.2002350277,60.7196805312,66.5875723677,72.4585921365,82.1030248613,83.129390979,93.750519331,116.7678404675,84.0287850805,93.8288936448,108.1853716099,107.9006724184,109.4634743707,109.0282301101,100,94.9195314739,101.0408414066,103.8910534728,100.1739952329,96.4210299963,114.7039995994,138.669390594,136.119115889
Tunisia,222,GDP Deflator,22024,"Value US$, 2015 prices",6179,40.6627780533,48.8645788315,55.6772746176,53.7372914802,58.9059897287,64.6348110737,73.0565324424,82.7218400043,75.5729744662,73.2821242587,69.709193358,65.3902435066,64.7954152131,70.8950978297,72.6664778624,74.4531492108,72.0010283476,81.9685339312,83.3450858885,92.0920171303,84.9532535317,88.1100521368,99.2865161948,100.6600570933,92.1033602365,92.2161654439,91.5315643652,82.1366639544,81.3153382162,84.1665365138,95.3659192455,101.9644342702,101.9677333518,103.2049346267,109.4849505648,121.0771975127,113.8243448572,111.4694569189,118.1902155267,111.6471895734,111.4950417097,111.6170947541,100,91.3219068611,84.894735557,83.7768459951,81.026234113,90.0104518513,94.695150343,91.3647253398,101.3194991175
Turkiye,223,GDP Deflator,22024,"Value US$, 2015 prices",6179,27.3905168686,35.7384371094,41.6787700124,43.1987540138,47.630943064,51.7919850247,71.1540682337,54.6879204219,53.8579324555,47.2526913884,43.0166827467,39.2068445897,42.1534407157,44.3657110803,46.6444837534,47.6070411507,56.0022040731,72.0844502592,71.5957648532,71.1551943984,74.6872742136,57.2054693447,69.1622688992,69.2706570099,67.4074707646,68.9770552168,66.2531649935,66.2827210295,51.7275126097,57.8664159887,71.6445111783,84.8055798611,96.3537876421,99.1265752065,115.4139553413,129.4569135743,114.6273348289,126.5070821799,122.8167815355,123.0410801907,123.3657524044,115.2432817141,100,97.3850000215,89.4750533568,78.7668935137,76.3254789733,70.92755582,72.4406165253,75.9475183193,
Turkmenistan,213,GDP Deflator,22024,"Value US$, 2015 prices",6179,,,,,,,,,,,,,,,,,,,,20.2088073055,20.687824667,21.1295973792,21.5726640616,21.9676526092,27.9360159322,27.8425023665,32.2093659567,39.0540670494,51.2492756288,65.8494571348,82.6480493039,84.8666172305,87.5278510481,90.2285854448,92.6670715599,94.4443802593,83.1686115179,79.9651936779,91.7244395211,103.9584194217,116.2745780346,124.3323298335,100,101.3164246292,107.5917339774,111.9904615083,126.0973895476,130.4853856097,150.9198550701,178.2374666455,
Tuvalu,227,GDP Deflator,22024,"Value US$, 2015 prices",6179,36.0805685509,38.925607287,37.8885672416,37.7139433015,36.5863711055,40.496232615,42.1902533507,45.6265120579,48.8714684176,46.6486132552,45.1811250541,45.6837344897,37.6866027439,38.2178854474,41.3664506722,49.1365389207,54.6529085135,55.0550625931,56.5142022517,58.0366421789,49.8608430693,53.9416582002,58.4441036225,66.0097479926,67.0217473049,54.2367076437,57.8904805246,51.270074336,48.5075616405,52.6838293775,64.2557194723,76.9926140561,80.4903235977,82.6088393363,91.6667891422,95.0660298851,88.9859345008,107.319791586,121.6634800049,123.1008446246,117.045346547,114.6691228324,100,106.5916020821,113.1514060709,118.3620502794,117.2956717371,117.0447364736,133.7629809376,130.3680635448,129.3901846426
Uganda,226,GDP Deflator,22024,"Value US$, 2015 prices",6179,47.5087129936,57.5340444505,66.9868351925,70.6733795758,75.0645757895,80.3444910197,87.0103175912,94.8700264886,103.8467658039,110.2626967806,114.5814519732,118.7152132048,122.4695167229,137.4154775024,144.4864032436,153.2338284814,126.6049975521,84.3410153915,64.8030033881,66.5162663319,64.2151784462,91.1367980299,97.4739747517,92.9900413747,94.9241393273,83.4056308195,74.2799178265,67.6149064505,64.6238433961,63.4992257643,63.2186757128,71.5010410448,77.3571892875,79.2518575383,90.2398745344,98.7794335548,126.514388132,129.9719776359,115.1020812684,120.5298084795,92.1314733364,141.25814892,100,102.9894046444,99.6679581033,101.8528017092,104.7621092991,107.0668369049,113.3612642335,120.4943433153,127.7990971742
