Carbon densities by crop type,,,,,,,,,,,,,,,,,,,,,,,,,,
Corn,,,,,,,,,,,,,,,,,,,,,,,,,,
INPUT_TABLE,,,,,,,,,,,,,,,,,,,,,,,,,,
VariableID,,,,,,,,,,,,,,,,,,,,,,,,,,
10006,,,,,,,,,,,,,,,,,,,,,,,,year to use for C contents,,
,,,,,,land-use-history,,land-carbon-densities,,,,,,,,,,,,,,,,2005,,
China,root,AgroForestLandAEZ5,AgroForest_NonPastureAEZ5,CropLandAEZ5,CornAEZ5,0.183979494,6,0.183979494,6,1,0,0,,,0.530,0.422,0.130,0.180,,7,7CropLand,AEZ5,Corn,7Corn2005,,
China,root,AgroForestLandAEZ6,AgroForest_NonPastureAEZ6,CropLandAEZ6,CornAEZ6,0.259695788,6,0.259695788,6,1,0,0,,,0.530,0.596,0.130,0.180,,7,7CropLand,AEZ6,Corn,7Corn2005,,
China,root,AgroForestLandAEZ7,AgroForest_NonPastureAEZ7,CropLandAEZ7,CornAEZ7,0.274669895,6,0.274669895,6,1,0,0,,,0.530,0.630,0.130,0.180,,7,7CropLand,AEZ7,Corn,7Corn2005,,
China,root,AgroForestLandAEZ8,AgroForest_NonPastureAEZ8,CropLandAEZ8,CornAEZ8,0.246639295,7,0.246639295,7,1,0,0,,,0.530,0.566,0.130,0.180,,7,7CropLand,AEZ8,Corn,7Corn2005,,
China,root,AgroForestLandAEZ9,AgroForest_NonPastureAEZ9,CropLandAEZ9,CornAEZ9,0.316342566,8,0.316342566,8,1,0,0,,,0.530,0.726,0.130,0.180,,7,7CropLand,AEZ9,Corn,7Corn2005,,
China,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,CropLandAEZ10,CornAEZ10,0.261206493,9,0.261206493,9,1,0,0,,,0.530,0.599,0.130,0.180,,7,7CropLand,AEZ10,Corn,7Corn2005,,
China,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,CropLandAEZ11,CornAEZ11,0.2831309,9,0.2831309,9,1,0,0,,,0.530,0.650,0.130,0.180,,7,7CropLand,AEZ11,Corn,7Corn2005,,
China,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,CropLandAEZ12,CornAEZ12,0.230298868,9,0.230298868,9,1,0,0,,,0.530,0.528,0.130,0.180,,7,7CropLand,AEZ12,Corn,7Corn2005,,
China,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,CropLandAEZ13,CornAEZ13,0.3031494,9,0.3031494,9,1,0,0,,,0.530,0.696,0.130,0.180,,7,7CropLand,AEZ13,Corn,7Corn2005,,
China,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,CropLandAEZ14,CornAEZ14,0.239514127,10,0.239514127,10,1,0,0,,,0.530,0.550,0.130,0.180,,7,7CropLand,AEZ14,Corn,7Corn2005,,
China,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,CropLandAEZ15,CornAEZ15,0.299831363,11,0.299831363,11,1,0,0,,,0.530,0.688,0.130,0.180,,7,7CropLand,AEZ15,Corn,7Corn2005,,
China,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,CropLandAEZ16,CornAEZ16,0.139532871,12,0.139532871,12,1,0,0,,,0.530,0.320,0.130,0.180,,7,7CropLand,AEZ16,Corn,7Corn2005,,
China,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,CropLandAEZ17,CornAEZ17,0.107658123,12,0.107658123,12,1,0,0,,,0.530,0.247,0.130,0.180,,7,7CropLand,AEZ17,Corn,7Corn2005,,
China,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,CropLandAEZ18,CornAEZ18,0,12,0,12,1,0,0,,,0.530,0.000,0.130,0.180,,7,7CropLand,AEZ18,Corn,7Corn2005,,
Middle East,root,AgroForestLandAEZ1,AgroForest_NonPastureAEZ1,CropLandAEZ1,CornAEZ1,0.127801554,3,0.127801554,3,1,0,0,,,0.530,0.293,0.130,0.180,,8,8CropLand,AEZ1,Corn,8Corn2005,,
Middle East,root,AgroForestLandAEZ2,AgroForest_NonPastureAEZ2,CropLandAEZ2,CornAEZ2,0.444123904,4,0.444123904,4,1,0,0,,,0.530,1.019,0.130,0.180,,8,8CropLand,AEZ2,Corn,8Corn2005,,
Middle East,root,AgroForestLandAEZ3,AgroForest_NonPastureAEZ3,CropLandAEZ3,CornAEZ3,0.479106483,5,0.479106483,5,1,0,0,,,0.530,1.099,0.130,0.180,,8,8CropLand,AEZ3,Corn,8Corn2005,,
Middle East,root,AgroForestLandAEZ4,AgroForest_NonPastureAEZ4,CropLandAEZ4,CornAEZ4,0,6,0,6,1,0,0,,,0.530,0.000,0.130,0.180,,8,8CropLand,AEZ4,Corn,8Corn2005,,
Middle East,root,AgroForestLandAEZ5,AgroForest_NonPastureAEZ5,CropLandAEZ5,CornAEZ5,0,6,0,6,1,0,0,,,0.530,0.000,0.130,0.180,,8,8CropLand,AEZ5,Corn,8Corn2005,,
Middle East,root,AgroForestLandAEZ6,AgroForest_NonPastureAEZ6,CropLandAEZ6,CornAEZ6,0,6,0,6,1,0,0,,,0.530,0.000,0.130,0.180,,8,8CropLand,AEZ6,Corn,8Corn2005,,
Middle East,root,AgroForestLandAEZ7,AgroForest_NonPastureAEZ7,CropLandAEZ7,CornAEZ7,0.269430626,6,0.269430626,6,1,0,0,,,0.530,0.618,0.130,0.180,,8,8CropLand,AEZ7,Corn,8Corn2005,,
Middle East,root,AgroForestLandAEZ8,AgroForest_NonPastureAEZ8,CropLandAEZ8,CornAEZ8,0.330747101,7,0.330747101,7,1,0,0,,,0.530,0.759,0.130,0.180,,8,8CropLand,AEZ8,Corn,8Corn2005,,
Middle East,root,AgroForestLandAEZ9,AgroForest_NonPastureAEZ9,CropLandAEZ9,CornAEZ9,0.21610586,8,0.21610586,8,1,0,0,,,0.530,0.496,0.130,0.180,,8,8CropLand,AEZ9,Corn,8Corn2005,,
Middle East,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,CropLandAEZ10,CornAEZ10,0.162426283,9,0.162426283,9,1,0,0,,,0.530,0.373,0.130,0.180,,8,8CropLand,AEZ10,Corn,8Corn2005,,
Middle East,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,CropLandAEZ11,CornAEZ11,0,9,0,9,1,0,0,,,0.530,0.000,0.130,0.180,,8,8CropLand,AEZ11,Corn,8Corn2005,,
Middle East,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,CropLandAEZ12,CornAEZ12,0,9,0,9,1,0,0,,,0.530,0.000,0.130,0.180,,8,8CropLand,AEZ12,Corn,8Corn2005,,
Middle East,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,CropLandAEZ13,CornAEZ13,0,9,0,9,1,0,0,,,0.530,0.000,0.130,0.180,,8,8CropLand,AEZ13,Corn,8Corn2005,,
Middle East,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,CropLandAEZ14,CornAEZ14,0,10,0,10,1,0,0,,,0.530,0.000,0.130,0.180,,8,8CropLand,AEZ14,Corn,8Corn2005,,
Middle East,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,CropLandAEZ15,CornAEZ15,0,11,0,11,1,0,0,,,0.530,0.000,0.130,0.180,,8,8CropLand,AEZ15,Corn,8Corn2005,,
Middle East,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,CropLandAEZ16,CornAEZ16,0,12,0,12,1,0,0,,,0.530,0.000,0.130,0.180,,8,8CropLand,AEZ16,Corn,8Corn2005,,
Middle East,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,CropLandAEZ17,CornAEZ17,0,12,0,12,1,0,0,,,0.530,0.000,0.130,0.180,,8,8CropLand,AEZ17,Corn,8Corn2005,,
Middle East,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,CropLandAEZ18,CornAEZ18,0,12,0,12,1,0,0,,,0.530,0.000,0.130,0.180,,8,8CropLand,AEZ18,Corn,8Corn2005,,
Africa,root,AgroForestLandAEZ1,AgroForest_NonPastureAEZ1,CropLandAEZ1,CornAEZ1,0.251744285,3,0.251744285,3,1,0,0,,,0.530,0.578,0.130,0.180,,9,9CropLand,AEZ1,Corn,9Corn2005,,
Africa,root,AgroForestLandAEZ2,AgroForest_NonPastureAEZ2,CropLandAEZ2,CornAEZ2,0.065796065,4,0.065796065,4,1,0,0,,,0.530,0.151,0.130,0.180,,9,9CropLand,AEZ2,Corn,9Corn2005,,
Africa,root,AgroForestLandAEZ3,AgroForest_NonPastureAEZ3,CropLandAEZ3,CornAEZ3,0.059725783,5,0.059725783,5,1,0,0,,,0.530,0.137,0.130,0.180,,9,9CropLand,AEZ3,Corn,9Corn2005,,
Africa,root,AgroForestLandAEZ4,AgroForest_NonPastureAEZ4,CropLandAEZ4,CornAEZ4,0.080989763,6,0.080989763,6,1,0,0,,,0.530,0.186,0.130,0.180,,9,9CropLand,AEZ4,Corn,9Corn2005,,
Africa,root,AgroForestLandAEZ5,AgroForest_NonPastureAEZ5,CropLandAEZ5,CornAEZ5,0.098815982,6,0.098815982,6,1,0,0,,,0.530,0.227,0.130,0.180,,9,9CropLand,AEZ5,Corn,9Corn2005,,
Africa,root,AgroForestLandAEZ6,AgroForest_NonPastureAEZ6,CropLandAEZ6,CornAEZ6,0.055834663,6,0.055834663,6,1,0,0,,,0.530,0.128,0.130,0.180,,9,9CropLand,AEZ6,Corn,9Corn2005,,
Africa,root,AgroForestLandAEZ7,AgroForest_NonPastureAEZ7,CropLandAEZ7,CornAEZ7,0.200253597,6,0.200253597,6,1,0,0,,,0.530,0.459,0.130,0.180,,9,9CropLand,AEZ7,Corn,9Corn2005,,
Africa,root,AgroForestLandAEZ8,AgroForest_NonPastureAEZ8,CropLandAEZ8,CornAEZ8,0.076902745,7,0.076902745,7,1,0,0,,,0.530,0.176,0.130,0.180,,9,9CropLand,AEZ8,Corn,9Corn2005,,
Africa,root,AgroForestLandAEZ9,AgroForest_NonPastureAEZ9,CropLandAEZ9,CornAEZ9,0.080284317,8,0.080284317,8,1,0,0,,,0.530,0.184,0.130,0.180,,9,9CropLand,AEZ9,Corn,9Corn2005,,
Africa,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,CropLandAEZ10,CornAEZ10,0.123637471,9,0.123637471,9,1,0,0,,,0.530,0.284,0.130,0.180,,9,9CropLand,AEZ10,Corn,9Corn2005,,
Africa,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,CropLandAEZ11,CornAEZ11,0.087809483,9,0.087809483,9,1,0,0,,,0.530,0.201,0.130,0.180,,9,9CropLand,AEZ11,Corn,9Corn2005,,
Africa,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,CropLandAEZ12,CornAEZ12,0.079309331,9,0.079309331,9,1,0,0,,,0.530,0.182,0.130,0.180,,9,9CropLand,AEZ12,Corn,9Corn2005,,
Africa,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,CropLandAEZ13,CornAEZ13,0,9,0,9,1,0,0,,,0.530,0.000,0.130,0.180,,9,9CropLand,AEZ13,Corn,9Corn2005,,
Africa,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,CropLandAEZ14,CornAEZ14,0,10,0,10,1,0,0,,,0.530,0.000,0.130,0.180,,9,9CropLand,AEZ14,Corn,9Corn2005,,
Africa,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,CropLandAEZ15,CornAEZ15,0,11,0,11,1,0,0,,,0.530,0.000,0.130,0.180,,9,9CropLand,AEZ15,Corn,9Corn2005,,
Africa,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,CropLandAEZ16,CornAEZ16,0,12,0,12,1,0,0,,,0.530,0.000,0.130,0.180,,9,9CropLand,AEZ16,Corn,9Corn2005,,
Africa,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,CropLandAEZ17,CornAEZ17,0,12,0,12,1,0,0,,,0.530,0.000,0.130,0.180,,9,9CropLand,AEZ17,Corn,9Corn2005,,
Africa,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,CropLandAEZ18,CornAEZ18,0,12,0,12,1,0,0,,,0.530,0.000,0.130,0.180,,9,9CropLand,AEZ18,Corn,9Corn2005,,
Latin America,root,AgroForestLandAEZ1,AgroForest_NonPastureAEZ1,CropLandAEZ1,CornAEZ1,0.183345916,3,0.183345916,3,1,0,0,,,0.530,0.421,0.130,0.180,,10,10CropLand,AEZ1,Corn,10Corn2005,,
Latin America,root,AgroForestLandAEZ2,AgroForest_NonPastureAEZ2,CropLandAEZ2,CornAEZ2,0.097322597,4,0.097322597,4,1,0,0,,,0.530,0.223,0.130,0.180,,10,10CropLand,AEZ2,Corn,10Corn2005,,
Latin America,root,AgroForestLandAEZ3,AgroForest_NonPastureAEZ3,CropLandAEZ3,CornAEZ3,0.070801693,5,0.070801693,5,1,0,0,,,0.530,0.162,0.130,0.180,,10,10CropLand,AEZ3,Corn,10Corn2005,,
Latin America,root,AgroForestLandAEZ4,AgroForest_NonPastureAEZ4,CropLandAEZ4,CornAEZ4,0.108932106,6,0.108932106,6,1,0,0,,,0.530,0.250,0.130,0.180,,10,10CropLand,AEZ4,Corn,10Corn2005,,
Latin America,root,AgroForestLandAEZ5,AgroForest_NonPastureAEZ5,CropLandAEZ5,CornAEZ5,0.177929886,6,0.177929886,6,1,0,0,,,0.530,0.408,0.130,0.180,,10,10CropLand,AEZ5,Corn,10Corn2005,,
Latin America,root,AgroForestLandAEZ6,AgroForest_NonPastureAEZ6,CropLandAEZ6,CornAEZ6,0.147851021,6,0.147851021,6,1,0,0,,,0.530,0.339,0.130,0.180,,10,10CropLand,AEZ6,Corn,10Corn2005,,
Latin America,root,AgroForestLandAEZ7,AgroForest_NonPastureAEZ7,CropLandAEZ7,CornAEZ7,0.100962001,6,0.100962001,6,1,0,0,,,0.530,0.232,0.130,0.180,,10,10CropLand,AEZ7,Corn,10Corn2005,,
Latin America,root,AgroForestLandAEZ8,AgroForest_NonPastureAEZ8,CropLandAEZ8,CornAEZ8,0.19269739,7,0.19269739,7,1,0,0,,,0.530,0.442,0.130,0.180,,10,10CropLand,AEZ8,Corn,10Corn2005,,
Latin America,root,AgroForestLandAEZ9,AgroForest_NonPastureAEZ9,CropLandAEZ9,CornAEZ9,0.312862007,8,0.312862007,8,1,0,0,,,0.530,0.718,0.130,0.180,,10,10CropLand,AEZ9,Corn,10Corn2005,,
Latin America,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,CropLandAEZ10,CornAEZ10,0.355349399,9,0.355349399,9,1,0,0,,,0.530,0.815,0.130,0.180,,10,10CropLand,AEZ10,Corn,10Corn2005,,
Latin America,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,CropLandAEZ11,CornAEZ11,0.486710303,9,0.486710303,9,1,0,0,,,0.530,1.117,0.130,0.180,,10,10CropLand,AEZ11,Corn,10Corn2005,,
Latin America,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,CropLandAEZ12,CornAEZ12,0.393053201,9,0.393053201,9,1,0,0,,,0.530,0.902,0.130,0.180,,10,10CropLand,AEZ12,Corn,10Corn2005,,
Latin America,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,CropLandAEZ13,CornAEZ13,0.194367522,9,0.194367522,9,1,0,0,,,0.530,0.446,0.130,0.180,,10,10CropLand,AEZ13,Corn,10Corn2005,,
Latin America,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,CropLandAEZ14,CornAEZ14,0.281546261,10,0.281546261,10,1,0,0,,,0.530,0.646,0.130,0.180,,10,10CropLand,AEZ14,Corn,10Corn2005,,
Latin America,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,CropLandAEZ15,CornAEZ15,0.158569586,11,0.158569586,11,1,0,0,,,0.530,0.364,0.130,0.180,,10,10CropLand,AEZ15,Corn,10Corn2005,,
Latin America,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,CropLandAEZ16,CornAEZ16,0.161800568,12,0.161800568,12,1,0,0,,,0.530,0.371,0.130,0.180,,10,10CropLand,AEZ16,Corn,10Corn2005,,
Latin America,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,CropLandAEZ17,CornAEZ17,0,12,0,12,1,0,0,,,0.530,0.000,0.130,0.180,,10,10CropLand,AEZ17,Corn,10Corn2005,,
Latin America,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,CropLandAEZ18,CornAEZ18,0,12,0,12,1,0,0,,,0.530,0.000,0.130,0.180,,10,10CropLand,AEZ18,Corn,10Corn2005,,
Southeast Asia,root,AgroForestLandAEZ1,AgroForest_NonPastureAEZ1,CropLandAEZ1,CornAEZ1,0.030148754,3,0.030148754,3,1,0,0,,,0.530,0.069,0.130,0.180,,11,11CropLand,AEZ1,Corn,11Corn2005,,
Southeast Asia,root,AgroForestLandAEZ2,AgroForest_NonPastureAEZ2,CropLandAEZ2,CornAEZ2,0,4,0,4,1,0,0,,,0.530,0.000,0.130,0.180,,11,11CropLand,AEZ2,Corn,11Corn2005,,
Southeast Asia,root,AgroForestLandAEZ3,AgroForest_NonPastureAEZ3,CropLandAEZ3,CornAEZ3,0.154986794,5,0.154986794,5,1,0,0,,,0.530,0.356,0.130,0.180,,11,11CropLand,AEZ3,Corn,11Corn2005,,
Southeast Asia,root,AgroForestLandAEZ4,AgroForest_NonPastureAEZ4,CropLandAEZ4,CornAEZ4,0.276772563,6,0.276772563,6,1,0,0,,,0.530,0.635,0.130,0.180,,11,11CropLand,AEZ4,Corn,11Corn2005,,
Southeast Asia,root,AgroForestLandAEZ5,AgroForest_NonPastureAEZ5,CropLandAEZ5,CornAEZ5,0.266533948,6,0.266533948,6,1,0,0,,,0.530,0.612,0.130,0.180,,11,11CropLand,AEZ5,Corn,11Corn2005,,
Southeast Asia,root,AgroForestLandAEZ6,AgroForest_NonPastureAEZ6,CropLandAEZ6,CornAEZ6,0.145186592,6,0.145186592,6,1,0,0,,,0.530,0.333,0.130,0.180,,11,11CropLand,AEZ6,Corn,11Corn2005,,
Southeast Asia,root,AgroForestLandAEZ7,AgroForest_NonPastureAEZ7,CropLandAEZ7,CornAEZ7,0.113732382,6,0.113732382,6,1,0,0,,,0.530,0.261,0.130,0.180,,11,11CropLand,AEZ7,Corn,11Corn2005,,
Southeast Asia,root,AgroForestLandAEZ8,AgroForest_NonPastureAEZ8,CropLandAEZ8,CornAEZ8,0.08468899,7,0.08468899,7,1,0,0,,,0.530,0.194,0.130,0.180,,11,11CropLand,AEZ8,Corn,11Corn2005,,
Southeast Asia,root,AgroForestLandAEZ9,AgroForest_NonPastureAEZ9,CropLandAEZ9,CornAEZ9,0.09720926,8,0.09720926,8,1,0,0,,,0.530,0.223,0.130,0.180,,11,11CropLand,AEZ9,Corn,11Corn2005,,
Southeast Asia,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,CropLandAEZ10,CornAEZ10,0.134517589,9,0.134517589,9,1,0,0,,,0.530,0.309,0.130,0.180,,11,11CropLand,AEZ10,Corn,11Corn2005,,
Southeast Asia,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,CropLandAEZ11,CornAEZ11,0.150114158,9,0.150114158,9,1,0,0,,,0.530,0.344,0.130,0.180,,11,11CropLand,AEZ11,Corn,11Corn2005,,
Southeast Asia,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,CropLandAEZ12,CornAEZ12,0.123578039,9,0.123578039,9,1,0,0,,,0.530,0.284,0.130,0.180,,11,11CropLand,AEZ12,Corn,11Corn2005,,
Southeast Asia,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,CropLandAEZ13,CornAEZ13,0.185264543,9,0.185264543,9,1,0,0,,,0.530,0.425,0.130,0.180,,11,11CropLand,AEZ13,Corn,11Corn2005,,
Southeast Asia,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,CropLandAEZ14,CornAEZ14,0.102998043,10,0.102998043,10,1,0,0,,,0.530,0.236,0.130,0.180,,11,11CropLand,AEZ14,Corn,11Corn2005,,
Southeast Asia,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,CropLandAEZ15,CornAEZ15,0.094851593,11,0.094851593,11,1,0,0,,,0.530,0.218,0.130,0.180,,11,11CropLand,AEZ15,Corn,11Corn2005,,
Southeast Asia,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,CropLandAEZ16,CornAEZ16,0.086416211,12,0.086416211,12,1,0,0,,,0.530,0.198,0.130,0.180,,11,11CropLand,AEZ16,Corn,11Corn2005,,
Southeast Asia,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,CropLandAEZ17,CornAEZ17,0,12,0,12,1,0,0,,,0.530,0.000,0.130,0.180,,11,11CropLand,AEZ17,Corn,11Corn2005,,
Southeast Asia,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,CropLandAEZ18,CornAEZ18,0,12,0,12,1,0,0,,,0.530,0.000,0.130,0.180,,11,11CropLand,AEZ18,Corn,11Corn2005,,
Eastern Europe,root,AgroForestLandAEZ1,AgroForest_NonPastureAEZ1,CropLandAEZ1,CornAEZ1,0,3,0,3,1,0,0,,,0.530,0.000,0.130,0.180,,12,12CropLand,AEZ1,Corn,12Corn2005,,
Eastern Europe,root,AgroForestLandAEZ2,AgroForest_NonPastureAEZ2,CropLandAEZ2,CornAEZ2,0,4,0,4,1,0,0,,,0.530,0.000,0.130,0.180,,12,12CropLand,AEZ2,Corn,12Corn2005,,
Eastern Europe,root,AgroForestLandAEZ3,AgroForest_NonPastureAEZ3,CropLandAEZ3,CornAEZ3,0,5,0,5,1,0,0,,,0.530,0.000,0.130,0.180,,12,12CropLand,AEZ3,Corn,12Corn2005,,
Eastern Europe,root,AgroForestLandAEZ4,AgroForest_NonPastureAEZ4,CropLandAEZ4,CornAEZ4,0,6,0,6,1,0,0,,,0.530,0.000,0.130,0.180,,12,12CropLand,AEZ4,Corn,12Corn2005,,
Eastern Europe,root,AgroForestLandAEZ5,AgroForest_NonPastureAEZ5,CropLandAEZ5,CornAEZ5,0,6,0,6,1,0,0,,,0.530,0.000,0.130,0.180,,12,12CropLand,AEZ5,Corn,12Corn2005,,
Eastern Europe,root,AgroForestLandAEZ6,AgroForest_NonPastureAEZ6,CropLandAEZ6,CornAEZ6,0,6,0,6,1,0,0,,,0.530,0.000,0.130,0.180,,12,12CropLand,AEZ6,Corn,12Corn2005,,
Eastern Europe,root,AgroForestLandAEZ7,AgroForest_NonPastureAEZ7,CropLandAEZ7,CornAEZ7,0,6,0,6,1,0,0,,,0.530,0.000,0.130,0.180,,12,12CropLand,AEZ7,Corn,12Corn2005,,
Eastern Europe,root,AgroForestLandAEZ8,AgroForest_NonPastureAEZ8,CropLandAEZ8,CornAEZ8,0.200079579,7,0.200079579,7,1,0,0,,,0.530,0.459,0.130,0.180,,12,12CropLand,AEZ8,Corn,12Corn2005,,
Eastern Europe,root,AgroForestLandAEZ9,AgroForest_NonPastureAEZ9,CropLandAEZ9,CornAEZ9,0.172310138,8,0.172310138,8,1,0,0,,,0.530,0.395,0.130,0.180,,12,12CropLand,AEZ9,Corn,12Corn2005,,
Eastern Europe,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,CropLandAEZ10,CornAEZ10,0.195748108,9,0.195748108,9,1,0,0,,,0.530,0.449,0.130,0.180,,12,12CropLand,AEZ10,Corn,12Corn2005,,
Eastern Europe,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,CropLandAEZ11,CornAEZ11,0.228403327,9,0.228403327,9,1,0,0,,,0.530,0.524,0.130,0.180,,12,12CropLand,AEZ11,Corn,12Corn2005,,
Eastern Europe,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,CropLandAEZ12,CornAEZ12,0.275296322,9,0.275296322,9,1,0,0,,,0.530,0.632,0.130,0.180,,12,12CropLand,AEZ12,Corn,12Corn2005,,
Eastern Europe,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,CropLandAEZ13,CornAEZ13,0,9,0,9,1,0,0,,,0.530,0.000,0.130,0.180,,12,12CropLand,AEZ13,Corn,12Corn2005,,
Eastern Europe,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,CropLandAEZ14,CornAEZ14,0,10,0,10,1,0,0,,,0.530,0.000,0.130,0.180,,12,12CropLand,AEZ14,Corn,12Corn2005,,
Eastern Europe,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,CropLandAEZ15,CornAEZ15,0.245089001,11,0.245089001,11,1,0,0,,,0.530,0.562,0.130,0.180,,12,12CropLand,AEZ15,Corn,12Corn2005,,
Eastern Europe,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,CropLandAEZ16,CornAEZ16,0.14384147,12,0.14384147,12,1,0,0,,,0.530,0.330,0.130,0.180,,12,12CropLand,AEZ16,Corn,12Corn2005,,
Eastern Europe,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,CropLandAEZ17,CornAEZ17,0,12,0,12,1,0,0,,,0.530,0.000,0.130,0.180,,12,12CropLand,AEZ17,Corn,12Corn2005,,
Eastern Europe,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,CropLandAEZ18,CornAEZ18,0,12,0,12,1,0,0,,,0.530,0.000,0.130,0.180,,12,12CropLand,AEZ18,Corn,12Corn2005,,
Korea,root,AgroForestLandAEZ1,AgroForest_NonPastureAEZ1,CropLandAEZ1,CornAEZ1,0,3,0,3,1,0,0,,,0.530,0.000,0.130,0.180,,13,13CropLand,AEZ1,Corn,13Corn2005,,
Korea,root,AgroForestLandAEZ2,AgroForest_NonPastureAEZ2,CropLandAEZ2,CornAEZ2,0,4,0,4,1,0,0,,,0.530,0.000,0.130,0.180,,13,13CropLand,AEZ2,Corn,13Corn2005,,
Korea,root,AgroForestLandAEZ3,AgroForest_NonPastureAEZ3,CropLandAEZ3,CornAEZ3,0,5,0,5,1,0,0,,,0.530,0.000,0.130,0.180,,13,13CropLand,AEZ3,Corn,13Corn2005,,
Korea,root,AgroForestLandAEZ4,AgroForest_NonPastureAEZ4,CropLandAEZ4,CornAEZ4,0,6,0,6,1,0,0,,,0.530,0.000,0.130,0.180,,13,13CropLand,AEZ4,Corn,13Corn2005,,
Korea,root,AgroForestLandAEZ5,AgroForest_NonPastureAEZ5,CropLandAEZ5,CornAEZ5,0,6,0,6,1,0,0,,,0.530,0.000,0.130,0.180,,13,13CropLand,AEZ5,Corn,13Corn2005,,
Korea,root,AgroForestLandAEZ6,AgroForest_NonPastureAEZ6,CropLandAEZ6,CornAEZ6,0,6,0,6,1,0,0,,,0.530,0.000,0.130,0.180,,13,13CropLand,AEZ6,Corn,13Corn2005,,
Korea,root,AgroForestLandAEZ7,AgroForest_NonPastureAEZ7,CropLandAEZ7,CornAEZ7,0,6,0,6,1,0,0,,,0.530,0.000,0.130,0.180,,13,13CropLand,AEZ7,Corn,13Corn2005,,
Korea,root,AgroForestLandAEZ8,AgroForest_NonPastureAEZ8,CropLandAEZ8,CornAEZ8,0,7,0,7,1,0,0,,,0.530,0.000,0.130,0.180,,13,13CropLand,AEZ8,Corn,13Corn2005,,
Korea,root,AgroForestLandAEZ9,AgroForest_NonPastureAEZ9,CropLandAEZ9,CornAEZ9,0,8,0,8,1,0,0,,,0.530,0.000,0.130,0.180,,13,13CropLand,AEZ9,Corn,13Corn2005,,
Korea,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,CropLandAEZ10,CornAEZ10,0.186068912,9,0.186068912,9,1,0,0,,,0.530,0.427,0.130,0.180,,13,13CropLand,AEZ10,Corn,13Corn2005,,
