# File: pwt1001_na.csv
# Title: Penn World Table version 10.01 supplemental National Accounts
# Units: million constant 2017 local currency; xr provides local currency to USD exchange rates
# Description: PWT used to provide macro-economic data for GCAM macroeconomic module.
# Source: DOI: 10.1257/aer.20130954 ; https://www.rug.nl/ggdc/productivity/pwt/?lang=en; https://www.rug.nl/ggdc/productivity/pwt/
# Column types: cinnnnnnnnnnnnnnnnnnn
# ----------
countrycode,year,v_c,v_i,v_g,v_x,v_m,v_gdp,q_c,q_i,q_g,q_x,q_m,q_gdp,pop,xr,xr2,v_gfcf,q_gfcf,emp,avh
TCD,2008,"2,986,418","921,292","473,261","1,958,480","1,696,700","4,642,760","3,910,721","863,940","320,826","1,362,871","1,762,160","4,205,544",11,448,448,"935,581","707,121",4,
TCD,2009,"3,292,371","1,018,450","523,674","1,428,790","1,813,160","4,450,130","4,257,539","884,533","341,398","1,541,934","1,905,174","4,588,814",12,472,472,"982,215","752,963",4,
TCD,2010,"3,469,601","1,313,480","551,808","2,077,780","1,979,160","5,433,500","4,974,557","1,253,928","375,119","1,407,488","2,107,333","5,277,136",12,495,495,"1,096,540","862,298",4,
TCD,2011,"3,567,467","2,199,148","693,550","2,043,099","2,389,842","6,113,392","4,526,847","1,725,404","474,901","1,161,177","2,303,315","5,572,656",12,472,472,"1,622,875","1,186,522",5,
TCD,2012,"3,986,951","1,924,320","769,426","2,656,420","2,187,790","7,149,340","4,975,004","1,583,921","591,727","1,473,534","2,211,183","6,285,955",13,511,511,"1,457,910","1,089,227",5,
TCD,2013,"4,190,329","1,614,050","772,292","2,218,000","1,973,240","6,821,430","5,094,405","1,602,928","693,504","1,314,392","2,047,555","5,852,225",13,494,494,"1,470,730","1,102,298",5,
TCD,2014,"4,696,418","1,931,370","581,863","1,602,790","1,643,720","7,168,710","4,472,887","1,453,856","607,509","956,878","1,402,575","6,074,610",14,494,494,"1,466,110","999,784",5,
TCD,2015,"4,972,478","1,361,460","504,470","1,850,570","1,772,210","6,916,770","4,987,269","1,459,671","605,079","1,665,924","1,699,921","6,354,042",14,592,592,"1,169,900","1,003,783",5,
TCD,2016,"4,579,839","1,237,836","587,743","1,481,973","1,728,763","6,158,629","5,052,104","972,141","614,760","1,520,989","1,679,522","6,182,482",15,593,593,"922,233","668,519",5,
TCD,2017,"4,641,609","1,231,086","585,787","1,308,873","1,731,997","6,035,358","4,641,609","1,231,086","585,787","1,308,873","1,731,997","6,035,358",15,581,581,"846,590","846,590",6,
TCD,2018,"4,648,174","1,177,295","550,942","1,721,026","1,826,730","6,316,526","4,608,478","1,299,614","567,132","1,389,377","1,792,346","6,174,328",15,555,555,"809,599","893,715",6,
TCD,2019,"4,650,089","1,517,086","578,188","1,871,641","2,015,088","6,604,192","4,695,928","1,375,135","580,625","1,606,488","1,966,986","6,357,091",16,586,586,"1,043,266","945,650",6,
TGO,1960,"36,878","3,589","3,766","8,153","10,225","40,911","275,557","101,518","47,963","93,899","102,731","420,513",2,245,245,,,,
TGO,1961,"35,875","2,804","3,452","10,727","10,225","40,979","307,078","79,686","43,395","132,458","104,965","464,906",2,245,245,,,,
TGO,1962,"38,901","3,701","3,452","10,012","10,756","43,877","311,147","101,518","41,872","125,653","102,731","482,176",2,245,245,,,,
TGO,1963,"44,517","5,046","4,551","7,867","11,420","49,326","332,500","130,990","53,292","89,364","103,290","513,019",2,245,245,,,,
TGO,1964,"44,254","9,196","5,335","12,587","15,802","53,937","319,281","239,059","63,189","134,726","144,375","581,923",2,245,245,,,,
TGO,1965,"47,775","11,551","5,643","12,944","15,583","60,598","342,668","296,459","62,999","146,419","141,676","666,591",2,245,245,,,,
TGO,1966,"55,001","9,757","6,288","18,207","18,093","68,514","412,828","255,194","72,108","174,787","160,567","729,991",2,246,246,,,,
TGO,1967,"60,717","8,074","6,288","19,060","17,168","73,987","465,703","204,156","69,071","177,990","145,724","769,694",2,246,246,,,,
TGO,1968,"62,863","7,401","6,611","22,190","19,017","76,598","503,325","182,437","72,108","199,038","155,170","807,488",2,248,248,,,,
TGO,1969,"70,769","10,317","7,094","28,164","24,564","87,871","543,997","229,133","72,108","236,558","182,155","892,530",2,260,260,,,,
TGO,1970,"65,235","11,887","11,932","30,724","29,714","85,014","560,267","255,194","83,493","240,218","206,443","920,166",2,276,276,"8,222","159,042",,
TGO,1971,"70,200","16,679","16,249","32,543","34,354","95,444","563,996","323,042","103,362","277,468","234,467","986,187",2,275,275,"11,819","204,428",,
TGO,1972,"75,498","19,693","18,557","29,189","35,540","101,726","574,324","352,405","116,954","255,846","223,255","1,020,468",2,252,252,"14,390","230,272",,
TGO,1973,"76,603","21,980","17,926","26,369","32,606","105,018","549,629","372,381","108,549","209,938","194,451","977,950",2,223,223,"15,318","230,651",,
TGO,1974,"84,799","24,824","20,588","78,298","42,591","151,778","541,881","380,805","115,323","244,680","194,423","1,019,525",2,241,241,"17,839","248,541",,
TGO,1975,"111,334","41,014","31,095","50,542","77,625","149,068","561,477","560,281","149,180","156,072","239,654","1,013,200",2,214,214,"26,016","325,229",,
TGO,1976,"105,692","41,262","35,973","61,563","75,170","158,372","526,834","455,031","168,833","242,971","258,937","1,008,421",2,239,239,"30,026","296,441",,
TGO,1977,"123,544","73,537","46,360","63,914","101,218","196,121","598,119","747,843","191,046","171,900","354,450","1,064,483",3,246,246,"52,236","473,252",,
TGO,1978,"136,480","104,297","47,354","85,999","142,768","223,174","642,630","939,498","191,318","226,621","435,611","1,171,752",3,226,226,"78,751","638,044",,
TGO,1979,"156,742","122,647","52,322","99,317","171,947","251,229","626,134","1,027,346","206,383","310,612","484,359","1,241,924",3,213,213,"90,266","680,969",,
TGO,1980,"182,991","97,225","56,096","128,566","172,165","277,535","602,848","833,405","206,281","372,292","481,090","1,185,648",3,211,211,"62,425","489,161",1,
TGO,1981,"210,239","88,673","62,644","146,791","190,050","299,759","607,597","583,964","205,613","397,888","464,517","1,112,244",3,272,272,"60,263","325,264",1,
TGO,1982,"226,886","79,481","67,662","157,155","196,394","313,352","679,713","494,363","200,812","440,260","558,888","1,071,008",3,329,329,"56,613","285,912",1,
TGO,1983,"234,569","70,961","65,720","148,495","170,094","326,830","658,872","395,746","171,986","345,446","426,971","1,015,783",3,381,381,"50,115","216,458",1,
TGO,1984,"234,220","67,262","68,957","224,588","207,760","354,133","684,327","268,395","168,954","461,571","452,112","1,075,522",3,437,437,"57,504","180,239",1,
TGO,1985,"255,523","105,040","76,403","227,853","248,995","386,317","776,714","335,810","145,275","457,767","511,159","1,115,501",3,449,449,"67,918","206,727",1,
TGO,1986,"292,077","118,717","84,982","183,844","231,549","422,450","764,330","387,775","201,790","430,681","514,693","1,151,871",3,346,346,"77,176","233,965",1,
TGO,1987,"289,121","113,637","89,198","177,410","215,315","431,649","728,973","354,249","202,138","395,240","457,360","1,123,259",3,301,301,"80,333","232,426",1,
TGO,1988,"367,182","112,954","72,861","212,843","240,073","518,550","880,578","333,505","156,386","431,498","491,168","1,236,979",4,298,298,"84,239","230,843",1,
TGO,1989,"354,262","181,541","78,210","205,551","241,392","544,938","824,678","530,971","166,288","408,569","474,833","1,287,695",4,319,319,"128,346","348,401",1,
TGO,1990,"398,959","131,295","83,045","178,880","230,433","560,070","874,449","610,747","182,376","365,811","467,648","1,363,634",4,272,272,"81,474","361,862",2,
TGO,1991,"438,868","106,395","81,688","176,387","240,578","573,373","987,188","312,717","174,539","362,518","424,972","1,366,721",4,282,282,"76,277","208,077",2,
TGO,1992,"435,698","96,665","70,461","144,005","198,595","564,154","986,764","279,292","147,992","277,174","355,753","1,321,902",4,265,265,"65,387","175,340",2,
TGO,1993,"376,031","24,057","72,630","97,844","142,500","460,001","845,816","71,326","156,540","202,070","250,624","1,106,055",4,283,283,"27,653","76,095",2,
TGO,1994,"520,665","125,390","88,054","219,702","272,371","699,068","899,753","278,715","142,283","297,525","335,273","1,260,177",4,555,555,"65,153","134,411",2,
TGO,1995,"646,600","171,285","105,997","229,902","334,604","830,035","931,568","342,368","155,550","363,151","389,246","1,345,502",4,499,499,"97,832","181,491",2,
TGO,1996,"724,948","179,239","118,933","282,324","393,258","929,778","1,120,508","344,342","166,097","385,602","509,305","1,448,606",4,512,512,"107,587","191,830",2,
TGO,1997,"855,455","185,026","116,683","295,586","407,414","1,080,350","1,240,206","317,569","143,941","357,631","526,424","1,503,779",4,584,584,"108,929","173,520",2,
TGO,1998,"783,469","226,744","141,769","290,197","414,339","1,033,470","1,048,700","397,492","168,039","444,566","500,141","1,469,291",5,590,590,"151,297","246,164",2,
TGO,1999,"858,357","155,014","131,297","280,775","381,678","1,080,544","1,170,916","288,144","159,461","422,996","498,385","1,507,808",5,616,616,"104,052","179,372",2,
TGO,2000,"811,520","245,326","132,302","298,979","428,574","1,059,553","1,132,594","400,033","156,750","486,875","581,024","1,493,283",5,712,712,"155,559","235,419",2,
TGO,2001,"844,708","254,612","145,904","314,393","473,883","1,085,734","1,137,322","407,569","184,095","474,344","596,998","1,505,579",5,733,733,"167,390","245,186",2,
TGO,2002,"916,010","288,735","125,213","358,417","504,416","1,183,959","1,188,907","443,111","156,848","525,598","635,123","1,563,192",5,697,697,"187,754","254,216",2,
TGO,2003,"938,996","309,495","133,224","402,481","557,228","1,226,968","1,254,210","492,322","161,504","614,582","717,692","1,668,241",5,581,581,"196,732","276,422",2,
TGO,2004,"924,836","315,869","131,514","396,723","577,162","1,191,780","1,234,787","508,615","159,224","580,950","698,867","1,651,915",5,528,528,"179,215","254,871",2,
TGO,2005,"975,090","259,809","156,401","427,739","616,108","1,202,931","1,182,862","386,480","186,921","573,578","644,160","1,574,832",6,527,527,"193,198","275,603",2,
TGO,2006,"1,005,348","238,736","184,259","434,539","634,354","1,228,528","1,236,342","344,276","201,551","539,878","609,331","1,616,567",6,523,523,"220,672","300,554",2,
TGO,2007,"1,079,366","244,012","173,668","435,924","658,554","1,274,416","1,318,383","307,729","177,765","535,488","634,875","1,597,570",6,479,479,"225,053","266,119",2,
TGO,2008,"1,244,993","290,421","184,611","508,568","746,233","1,482,360","1,358,820","338,815","182,455","548,112","655,070","1,662,467",6,448,448,"266,658","293,614",3,
TGO,2009,"1,304,751","335,431","181,994","565,007","797,940","1,589,243","1,403,307","381,841","181,559","606,623","697,352","1,754,533",6,472,472,"321,071","342,010",3,
TGO,2010,"1,367,306","366,246","226,751","642,071","905,544","1,696,830","1,459,437","407,723","227,611","666,826","769,743","1,861,547",6,495,495,"359,548","375,239",3,
TGO,2011,"1,529,314","461,067","312,631","800,004","1,177,419","1,917,125","1,602,282","492,924","321,096","812,734","974,765","2,080,759",7,472,472,"502,585","501,901",3,
TGO,2012,"1,711,201","444,983","310,923","902,285","1,172,589","2,182,492","1,742,011","473,587","319,087","895,472","940,477","2,328,961",7,511,511,"494,265","494,171",3,
TGO,2013,"1,972,536","598,796","335,228","1,005,911","1,418,050","2,474,738","1,969,220","631,174","341,944","967,360","1,111,245","2,596,220",7,494,494,"565,183","554,506",3,
TGO,2014,"2,189,909","587,530","394,519","913,961","1,308,454","2,751,561","2,213,202","613,051","398,578","894,308","1,052,617","2,888,919",7,494,494,"650,496","624,277",3,
TGO,2015,"2,503,786","729,030","475,845","906,827","1,434,446","3,162,836","2,475,699","750,312","476,478","881,845","1,182,170","3,209,223",7,592,592,"734,682","704,508",3,
TGO,2016,"2,781,927","765,363","494,158","961,748","1,428,817","3,574,379","2,748,146","753,865","494,104","945,213","1,377,443","3,558,844",8,593,593,"804,894","801,402",3,
TGO,2017,"2,838,170","680,189","477,266","938,429","1,220,480","3,713,574","2,838,170","680,189","477,266","938,429","1,220,480","3,713,574",8,581,581,"625,986","625,986",3,
TGO,2018,"3,124,668","668,706","557,896","962,281","1,300,588","3,961,763","3,081,001","690,968","554,754","908,053","1,291,795","3,895,916",8,555,555,"650,440","676,373",3,
TGO,2019,"3,357,412","741,321","586,742","1,014,172","1,392,968","4,259,581","3,310,287","737,580","582,537","904,395","1,369,597","4,102,400",8,586,586,"693,633","693,215",3,
THA,1950,"17,158","3,298","2,561","6,138","3,862","25,537","222,241","45,367","39,171","60,064","28,472","343,778",20,22,22,,,9,
THA,1951,"19,106","3,646","2,851","7,580","4,870","28,397","221,007","46,422","38,869","56,646","37,369","327,812",21,22,22,,,10,
THA,1952,"21,703","4,175","3,247","6,011","4,724","30,928","224,711","49,587","39,773","61,774","52,737","319,518",21,19,19,,,10,
THA,1953,"22,167","4,986","3,773","5,914","5,096","32,145","208,661","51,170","42,184","62,506","65,355","288,532",22,18,18,,,10,
THA,1954,"24,114","5,087","4,190","6,011","5,549","34,339","228,415","54,071","46,704","61,529","65,679","316,101",23,21,21,,,10,
THA,1955,"22,909","6,516","4,298","7,385","5,768","35,413","206,191","60,665","45,800","61,285","67,944","293,240",23,22,22,,,11,
THA,1956,"26,248","5,807","4,608","7,784","5,848","39,025","221,007","54,335","45,800","64,215","67,620","307,064",24,21,21,,,11,
THA,1957,"31,349","7,259","4,383","8,505","6,709","45,548","250,639","72,270","41,280","71,052","74,091","350,858",25,21,21,,,11,
THA,1958,"33,946","7,068","4,608","7,239","6,578","47,497","265,456","74,644","40,979","58,844","74,415","357,759",26,21,21,,,11,
THA,1959,"35,801","8,250","4,555","8,291","7,242","50,805","291,383","89,942","42,485","66,901","83,150","398,217",27,21,21,,,12,
THA,1960,"37,841","9,769","5,905","9,470","7,666","56,282","316,077","100,757","55,442","71,052","86,548","446,765",27,21,21,,,12,
THA,1961,"40,885","10,301","6,219","11,110","8,164","61,480","332,791","104,720","57,682","80,337","88,834","470,351",28,21,21,,,12,
THA,1962,"44,984","13,556","6,942","10,871","10,549","66,508","353,750","135,229","63,098","78,532","114,671","508,311",29,21,21,,,13,
THA,1963,"47,998","16,886","7,654","11,195","12,956","70,977","377,661","170,543","69,016","82,115","143,004","550,797",30,21,21,,,13,
THA,1964,"51,586","17,311","8,267","14,082","13,797","77,845","402,487","176,120","73,165","100,400","148,017","587,195",31,21,21,,,13,
THA,1965,"56,359","19,649","9,213","15,434","13,397","87,891","430,687","197,515","80,862","105,125","137,315","633,363",32,21,21,,,14,
THA,1966,"64,142","27,613","10,267","19,401","15,917","105,690","468,580","261,011","87,222","123,307","152,229","710,677",33,21,21,,,14,
THA,1967,"72,386","29,666","11,452","21,364","21,682","112,903","505,747","285,736","93,953","137,013","209,230","766,024",34,21,21,,,14,
THA,1968,"77,825","33,997","14,079","21,490","24,738","121,744","539,312","319,437","113,837","138,263","239,499","828,685",35,21,21,,,15,
THA,1969,"83,233","39,128","15,540","22,436","25,217","134,038","570,978","381,516","123,724","142,455","240,930","900,399",36,21,21,,,15,
THA,1970,"99,288","43,579","18,326","22,207","28,800","153,658","824,752","469,875","173,157","169,804","331,369","1,243,028",37,21,21,"40,329","432,808",15,"2,455"
THA,1971,"100,860","42,892","19,540","24,601","29,093","159,947","839,521","456,521","180,924","200,145","287,353","1,304,711",38,21,21,"41,242","434,591",16,"2,455"
THA,1972,"113,158","42,587","20,530","31,034","32,896","177,315","892,983","424,825","186,601","234,040","324,742","1,357,851",39,21,21,"44,519","438,782",16,"2,352"
THA,1973,"143,402","69,251","23,916","41,442","44,883","231,563","970,387","580,967","201,401","223,458","400,921","1,491,731",40,20,20,"57,549","482,614",16,"2,472"
THA,1974,"182,946","85,891","28,835","60,460","67,425","291,089","1,017,107","558,995","199,924","240,742","377,993","1,556,671",41,20,20,"74,943","481,785",17,"2,489"
THA,1975,"203,303","93,709","34,589","55,864","70,247","316,229","1,072,484","572,256","228,026","229,154","371,763","1,632,110",42,20,20,"79,955","477,730",17,"2,462"
THA,1976,"228,679","95,990","42,017","70,327","79,310","361,264","1,155,893","571,427","272,727","284,381","398,961","1,785,127",43,20,20,"91,465","540,166",18,"2,457"
THA,1977,"261,586","125,293","47,449","80,776","103,228","420,704","1,247,413","716,495","300,780","316,030","478,076","1,961,833",44,20,20,"120,569","669,730",18,"2,454"
THA,1978,"303,073","158,806","60,338","97,376","118,674","509,006","1,326,548","848,844","339,834","355,244","509,882","2,166,625",45,20,20,"142,035","744,241",19,"2,529"
THA,1979,"350,264","175,616","73,841","126,532","165,066","582,647","1,423,899","809,890","392,513","392,271","616,305","2,281,743",46,20,20,"164,635","773,579",19,"2,620"
THA,1980,"422,039","201,020","90,017","160,220","202,809","686,536","1,501,485","822,621","403,615","422,801","615,359","2,390,921",47,20,20,"190,974","801,589",20,"2,710"
THA,1981,"483,198","234,941","107,233","181,876","230,883","787,964","1,534,428","892,688","463,875","461,533","618,819","2,532,150",48,22,22,"220,903","853,743",21,"2,633"
THA,1982,"520,745","232,356","121,780","193,456","208,960","872,126","1,568,942","831,989","469,612","515,345","528,317","2,667,679",49,23,23,"235,339","849,623",21,"2,349"
THA,1983,"583,595","287,451","131,077","185,785","253,217","954,429","1,688,032","1,015,644","494,277","484,511","701,415","2,816,648",50,23,23,"272,093","973,372",23,"2,682"
THA,1984,"612,189","303,222","143,815","217,059","260,650","1,023,946","1,762,960","1,068,398","534,334","568,129","754,950","2,978,674",51,24,24,"293,331","1,030,554",24,"2,701"
THA,1985,"639,860","310,707","157,989","245,998","276,292","1,094,856","1,788,250","1,030,586","570,869","623,742","659,315","3,117,100",52,27,27,"297,899","991,908",24,"2,672"
THA,1986,"677,256","305,326","159,803","291,052","269,294","1,174,550","1,851,791","987,742","566,929","719,901","653,193","3,289,595",53,26,26,"303,290","985,097",25,"2,671"
THA,1987,"760,265","377,286","162,744","376,739","371,299","1,347,112","2,012,237","1,174,534","568,548","876,880","872,395","3,602,729",54,26,26,"372,913","1,166,611",26,"2,626"
THA,1988,"861,442","529,313","173,230","516,488","540,940","1,616,439","2,188,355","1,514,722","591,469","1,115,138","1,217,554","4,081,464",55,25,25,"496,708","1,422,660",28,"2,649"
THA,1989,"1,003,546","677,840","195,659","649,970","701,634","1,924,426","2,433,132","1,772,897","607,661","1,351,362","1,479,409","4,579,141",56,26,26,"667,420","1,742,151",28,"2,715"
THA,1990,"1,202,114","940,230","226,610","747,265","916,359","2,263,299","2,747,164","2,327,113","649,178","1,537,607","1,831,109","5,089,388",57,26,26,"915,496","2,259,445",29,"2,580"
THA,1991,"1,341,626","1,086,721","257,317","905,052","1,076,212","2,583,491","2,893,069","2,582,809","682,092","1,799,354","2,037,642","5,517,988",57,26,26,"1,055,158","2,502,361",29,"2,628"
THA,1992,"1,513,158","1,165,478","312,646","1,051,106","1,175,485","2,935,678","3,180,154","2,762,869","747,607","2,045,032","2,229,779","6,028,424",58,25,25,"1,138,953","2,694,298",30,"2,644"
THA,1993,"1,695,658","1,294,149","359,018","1,201,505","1,335,682","3,263,426","3,436,132","3,009,498","813,385","2,324,578","2,488,094","6,552,440",58,25,25,"1,274,845","2,955,583",30,"2,565"
THA,1994,"1,923,156","1,509,125","407,728","1,410,786","1,586,561","3,689,090","3,706,760","3,376,961","882,191","2,629,212","2,923,018","7,076,444",59,25,25,"1,475,626","3,296,250",30,"2,614"
THA,1995,"2,163,675","1,807,783","474,507","1,751,674","2,033,895","4,217,614","4,013,652","3,827,115","942,964","3,033,334","3,594,446","7,651,070",59,25,25,"1,742,772","3,687,513",31,"2,609"
THA,1996,"2,398,573","1,972,923","537,348","1,809,910","2,099,234","4,638,604","4,215,675","4,035,558","1,035,460","2,897,329","3,477,675","8,083,507",60,25,25,"1,932,208","3,945,140",31,"2,555"
THA,1997,"2,496,496","1,614,446","569,186","2,272,115","2,205,119","4,710,310","4,156,227","3,075,756","1,064,161","3,159,594","3,175,606","7,860,920",61,31,31,"1,630,306","3,085,507",32,"2,485"
THA,1998,"2,429,533","943,672","614,234","2,723,953","1,988,906","4,701,553","3,732,305","1,592,649","1,113,183","3,500,559","2,554,601","7,260,819",62,41,41,"1,041,478","1,727,067",31,"2,534"
THA,1999,"2,547,642","966,271","649,934","2,703,308","2,120,348","4,789,826","3,884,062","1,640,893","1,153,337","3,802,866","2,845,754","7,592,802",62,38,38,"977,604","1,649,533",31,"2,498"
THA,2000,"2,744,483","1,129,688","688,277","3,287,284","2,862,304","5,069,820","4,157,394","1,763,393","1,185,158","4,404,931","3,584,473","7,931,087",63,40,40,"1,093,810","1,700,535",31,"2,503"
THA,2001,"2,993,350","1,235,360","720,212","3,380,750","3,047,574","5,345,001","4,402,498","1,790,784","1,215,944","4,404,033","3,637,101","8,204,248",64,44,44,"1,201,576","1,731,738",32,"2,405"
THA,2002,"3,211,202","1,312,244","759,991","3,499,004","3,134,265","5,769,578","4,676,420","1,918,824","1,257,438","4,663,311","3,863,365","8,708,729",64,43,43,"1,264,206","1,838,970",33,"2,394"
THA,2003,"3,514,396","1,505,369","816,546","3,886,566","3,485,273","6,317,303","5,019,964","2,154,663","1,321,886","5,089,249","4,292,051","9,334,817",65,41,41,"1,454,995","2,071,392",34,"2,384"
THA,2004,"3,885,696","1,785,960","911,965","4,587,870","4,272,710","6,954,280","5,392,861","2,491,814","1,373,395","5,833,863","5,163,553","9,921,919",65,40,40,"1,729,130","2,400,018",35,"2,389"
THA,2005,"4,251,886","2,316,360","1,039,640","5,208,462","5,288,297","7,614,413","5,619,390","3,032,036","1,483,189","6,286,554","5,999,518","10,337,413",65,40,40,"2,110,153","2,742,720",35,"2,338"
THA,2006,"4,574,246","2,269,151","1,134,280","5,769,172","5,494,996","8,400,647","5,776,804","2,850,178","1,516,776","6,964,726","6,176,109","10,850,955",66,38,38,"2,255,290","2,814,387",36,"2,326"
THA,2007,"4,769,447","2,314,092","1,263,960","6,251,055","5,536,632","9,076,303","5,845,644","2,887,288","1,646,474","7,584,151","6,435,531","11,440,722",66,35,35,"2,310,483","2,863,775",36,"2,330"
THA,2008,"5,206,741","2,739,921","1,392,170","6,932,340","6,699,780","9,706,929","6,011,349","3,154,311","1,727,583","8,059,192","7,169,092","11,638,154",67,33,33,"2,567,262","2,930,668",37,"2,342"
THA,2009,"5,125,443","1,993,201","1,543,460","6,223,910","5,295,925","9,658,664","5,957,483","2,371,142","1,907,189","7,080,785","5,679,907","11,557,780",67,34,34,"2,232,017","2,612,085",38,"2,354"
THA,2010,"5,639,215","2,740,585","1,707,780","7,185,923","6,567,498","10,808,142","6,282,190","3,129,569","2,077,580","8,087,693","6,983,760","12,426,159",67,32,32,"2,593,167","2,915,065",38,"2,349"
THA,2011,"5,988,249","3,029,284","1,825,140","8,011,498","7,781,469","11,306,907","6,397,557","3,212,329","2,154,940","8,856,788","7,849,763","12,530,558",68,30,30,"2,921,293","3,057,011",38,"2,358"
THA,2012,"6,544,065","3,463,041","2,020,790","8,619,919","8,492,424","12,357,344","6,827,272","3,567,692","2,309,494","9,288,815","8,291,666","13,438,120",68,31,31,"3,335,697","3,384,924",38,"2,312"
THA,2013,"6,746,875","3,546,130","2,113,369","8,797,311","8,432,453","12,915,159","6,891,338","3,681,420","2,345,115","9,541,346","8,431,019","13,799,269",68,31,31,"3,278,326","3,350,688",38,"2,273"
THA,2014,"6,933,442","3,164,561","2,238,084","9,165,180","8,270,441","13,230,303","6,944,867","3,226,981","2,410,962","9,565,777","7,984,315","13,935,111",68,32,32,"3,262,778","3,276,608",38,"2,247"
THA,2015,"7,011,869","3,072,445","2,353,042","9,444,693","7,861,679","13,743,463","7,106,019","3,295,758","2,471,616","9,716,024","7,984,627","14,371,824",69,34,34,"3,371,069","3,419,673",38,"2,186"
THA,2016,"7,251,013","3,047,754","2,464,910","9,954,354","7,806,464","14,554,569","7,311,361","3,173,199","2,527,098","9,990,368","7,905,445","14,854,214",69,35,35,"3,457,612","3,517,381",38,"2,208"
THA,2017,"7,529,368","3,528,615","2,529,944","10,534,707","8,397,737","15,451,959","7,529,368","3,528,615","2,529,944","10,534,707","8,397,737","15,451,959",69,34,34,"3,580,885","3,580,885",37,"2,093"
THA,2018,"7,951,959","4,081,309","2,637,188","10,902,395","9,216,870","16,316,417","7,878,366","3,734,774","2,576,288","10,976,632","9,119,365","16,090,005",69,32,32,"3,726,762","3,715,358",38,"2,093"
THA,2019,"8,317,683","4,002,009","2,793,534","10,355,530","8,577,684","16,828,330","8,125,897","3,596,872","2,731,764","10,686,815","8,713,797","16,471,639",70,31,31,"3,814,396","3,795,361",38,"2,093"
TJK,1970,,,,,,,,,,,,,3,,,,,1,
TJK,1971,,,,,,,,,,,,,3,,,,,1,
TJK,1972,,,,,,,,,,,,,3,,,,,1,
TJK,1973,,,,,,,,,,,,,3,,,,,1,
TJK,1974,,,,,,,,,,,,,3,,,,,1,
TJK,1975,,,,,,,,,,,,,3,,,,,1,
TJK,1976,,,,,,,,,,,,,3,,,,,1,
TJK,1977,,,,,,,,,,,,,4,,,,,1,
TJK,1978,,,,,,,,,,,,,4,,,,,1,
TJK,1979,,,,,,,,,,,,,4,,,,,1,
TJK,1980,,,,,,,,,,,,,4,,,,,1,
TJK,1981,,,,,,,,,,,,,4,,,,,1,
TJK,1982,,,,,,,,,,,,,4,,,,,2,
TJK,1983,,,,,,,,,,,,,4,,,,,2,
TJK,1984,,,,,,,,,,,,,4,,,,,2,
TJK,1985,,,,,,,,,,,,,5,,,,,2,
TJK,1986,,,,,,,,,,,,,5,,,,,2,
TJK,1987,,,,,,,,,,,,,5,,,,,2,
TJK,1988,,,,,,,,,,,,,5,,,,,2,
TJK,1989,,,,,,,,,,,,,5,,,,,2,
TJK,1990,0,0,0,0,0,0,"23,415","33,824","15,486","11,705","19,697","48,312",5,0,0,0,"32,860",2,
TJK,1991,0,0,0,0,0,0,"21,881","30,947","14,465","10,998","18,220","44,881",5,0,0,0,"30,569",2,
TJK,1992,0,0,0,0,0,1,"15,657","22,853","10,379","7,606","13,031","31,866",6,0,0,0,"22,131",2,
TJK,1993,3,2,2,4,7,7,"12,657","18,480","8,355","6,477","10,875","26,640",6,0,0,1,"17,714",2,
TJK,1994,11,5,5,12,16,18,"10,401","13,789","6,867","5,311","8,402","20,966",6,0,0,3,"14,338",2,
TJK,1995,50,16,10,84,112,69,"9,234","14,695","6,169","4,033","7,674","18,366",6,0,0,12,"13,493",2,
TJK,1996,214,55,37,242,259,305,"6,520","9,528","4,242","3,921","6,207","15,287",6,0,0,32,"8,809",2,
TJK,1997,366,82,74,455,586,513,"8,690","8,547","5,741","4,413","5,882","15,545",6,1,1,72,"11,515",2,
TJK,1998,834,127,108,547,779,"1,014","9,955","7,053","4,808","4,083","6,535","16,367",6,1,1,108,"8,307",2,
TJK,1999,"1,142",187,157,981,"1,182","1,330","9,037","8,220","5,199","4,204","6,736","16,972",6,1,1,175,"9,921",2,
TJK,2000,"1,568",168,208,"1,651","1,790","1,787","10,870","4,834","4,651","4,322","7,437","18,380",6,2,2,133,"4,089",2,
TJK,2001,"2,161",249,355,"1,694","1,982","2,564","11,806","6,728","5,152","3,424","6,358","20,134",6,2,2,230,"6,753",2,
TJK,2002,"2,727",317,431,"2,124","2,565","3,375","13,377","7,114","5,158","3,685","7,064","22,311",6,3,3,213,"5,120",2,
TJK,2003,"3,739",476,580,"3,045","3,511","4,761","15,519","8,752","5,281","4,773","8,735","24,791",7,3,3,383,"7,546",2,
TJK,2004,"4,566",753,727,"3,624","4,293","6,167","17,549","8,468","5,398","5,851","10,999","27,341",7,3,3,640,"7,137",2,
TJK,2005,"5,847",839,"1,052","3,911","5,245","7,207","21,164","8,685","5,418","6,019","12,810","29,178",7,3,3,801,"8,188",2,
TJK,2006,"7,737","1,491","1,037","5,429","7,748","9,335","23,649","9,501","5,554","7,897","17,886","31,102",7,3,3,"1,445","8,984",2,
TJK,2007,"10,784","3,154","1,140","6,526","11,045","12,804","27,663","10,571","5,671","10,099","22,764","33,515",7,3,3,"2,974","10,006",2,
TJK,2008,"15,504","4,694","1,653","5,782","14,005","17,707","27,782","11,376","5,904","8,688","23,092","36,056",7,3,3,"4,341","10,407",2,
