INPUT_TABLE
Variable ID
OutputEmissCoeffAg

region,AgSupplySector,AgSupplySubsector,AgProductionTechnology,year,Non.CO2,emiss.coef
Africa_Northern,Root_Tuber,Root_TuberAEZ01,Root_TuberAEZ01,1975,OC_AWB,1.7e-06
Africa_Southern,Root_Tuber,Root_TuberAEZ01,Root_TuberAEZ01,1975,OC_AWB,3.6e-06
Africa_Western,Root_Tuber,Root_TuberAEZ01,Root_TuberAEZ01,1975,OC_AWB,2.5e-05
Australia_NZ,Root_Tuber,Root_TuberAEZ01,Root_TuberAEZ01,1975,OC_AWB,0.0001693
Brazil,Root_Tuber,Root_TuberAEZ01,Root_TuberAEZ01,1975,OC_AWB,2.79e-05
India,Root_Tuber,Root_TuberAEZ01,Root_TuberAEZ01,1975,OC_AWB,2.46e-05
Mexico,Root_Tuber,Root_TuberAEZ01,Root_TuberAEZ01,1975,OC_AWB,0.0001581
Middle East,Root_Tuber,Root_TuberAEZ01,Root_TuberAEZ01,1975,OC_AWB,5.54e-05
Pakistan,Root_Tuber,Root_TuberAEZ01,Root_TuberAEZ01,1975,OC_AWB,2.4e-06
South Africa,Root_Tuber,Root_TuberAEZ01,Root_TuberAEZ01,1975,OC_AWB,0.0001197
South America_Northern,Root_Tuber,Root_TuberAEZ01,Root_TuberAEZ01,1975,OC_AWB,0.0001547
South America_Southern,Root_Tuber,Root_TuberAEZ01,Root_TuberAEZ01,1975,OC_AWB,3.14e-05
Africa_Eastern,SugarCrop,SugarCropAEZ01,SugarCropAEZ01,1975,BC_AWB,4.6e-06
Africa_Northern,SugarCrop,SugarCropAEZ01,SugarCropAEZ01,1975,BC_AWB,4e-07
Africa_Southern,SugarCrop,SugarCropAEZ01,SugarCropAEZ01,1975,BC_AWB,8e-07
Africa_Western,SugarCrop,SugarCropAEZ01,SugarCropAEZ01,1975,BC_AWB,5.2e-06
Australia_NZ,SugarCrop,SugarCropAEZ01,SugarCropAEZ01,1975,BC_AWB,3.54e-05
Brazil,SugarCrop,SugarCropAEZ01,SugarCropAEZ01,1975,BC_AWB,5.8e-06
India,SugarCrop,SugarCropAEZ01,SugarCropAEZ01,1975,BC_AWB,5.1e-06
Mexico,SugarCrop,SugarCropAEZ01,SugarCropAEZ01,1975,BC_AWB,3.31e-05
Middle East,SugarCrop,SugarCropAEZ01,SugarCropAEZ01,1975,BC_AWB,1.16e-05
Pakistan,SugarCrop,SugarCropAEZ01,SugarCropAEZ01,1975,BC_AWB,5e-07
South Africa,SugarCrop,SugarCropAEZ01,SugarCropAEZ01,1975,BC_AWB,2.5e-05
South America_Northern,SugarCrop,SugarCropAEZ01,SugarCropAEZ01,1975,BC_AWB,3.23e-05
South America_Southern,SugarCrop,SugarCropAEZ01,SugarCropAEZ01,1975,BC_AWB,6.6e-06
Africa_Eastern,SugarCrop,SugarCropAEZ01,SugarCropAEZ01,1975,OC_AWB,2.18e-05
Africa_Northern,SugarCrop,SugarCropAEZ01,SugarCropAEZ01,1975,OC_AWB,1.7e-06
Africa_Southern,SugarCrop,SugarCropAEZ01,SugarCropAEZ01,1975,OC_AWB,3.6e-06
Africa_Western,SugarCrop,SugarCropAEZ01,SugarCropAEZ01,1975,OC_AWB,2.5e-05
Australia_NZ,SugarCrop,SugarCropAEZ01,SugarCropAEZ01,1975,OC_AWB,0.0001693
Brazil,SugarCrop,SugarCropAEZ01,SugarCropAEZ01,1975,OC_AWB,2.79e-05
India,SugarCrop,SugarCropAEZ01,SugarCropAEZ01,1975,OC_AWB,2.46e-05
Mexico,SugarCrop,SugarCropAEZ01,SugarCropAEZ01,1975,OC_AWB,0.0001581
Middle East,SugarCrop,SugarCropAEZ01,SugarCropAEZ01,1975,OC_AWB,5.54e-05
Pakistan,SugarCrop,SugarCropAEZ01,SugarCropAEZ01,1975,OC_AWB,2.4e-06
South Africa,SugarCrop,SugarCropAEZ01,SugarCropAEZ01,1975,OC_AWB,0.0001197
South America_Northern,SugarCrop,SugarCropAEZ01,SugarCropAEZ01,1975,OC_AWB,0.0001547
South America_Southern,SugarCrop,SugarCropAEZ01,SugarCropAEZ01,1975,OC_AWB,3.14e-05
Africa_Eastern,Wheat,WheatAEZ01,WheatAEZ01,1975,BC_AWB,4.6e-06
Africa_Northern,Wheat,WheatAEZ01,WheatAEZ01,1975,BC_AWB,4e-07
Africa_Southern,Wheat,WheatAEZ01,WheatAEZ01,1975,BC_AWB,8e-07
Africa_Western,Wheat,WheatAEZ01,WheatAEZ01,1975,BC_AWB,5.2e-06
Australia_NZ,Wheat,WheatAEZ01,WheatAEZ01,1975,BC_AWB,3.54e-05
Brazil,Wheat,WheatAEZ01,WheatAEZ01,1975,BC_AWB,5.8e-06
India,Wheat,WheatAEZ01,WheatAEZ01,1975,BC_AWB,5.1e-06
Mexico,Wheat,WheatAEZ01,WheatAEZ01,1975,BC_AWB,3.31e-05
Middle East,Wheat,WheatAEZ01,WheatAEZ01,1975,BC_AWB,1.16e-05
Pakistan,Wheat,WheatAEZ01,WheatAEZ01,1975,BC_AWB,5e-07
South Africa,Wheat,WheatAEZ01,WheatAEZ01,1975,BC_AWB,2.5e-05
South America_Northern,Wheat,WheatAEZ01,WheatAEZ01,1975,BC_AWB,3.23e-05
South America_Southern,Wheat,WheatAEZ01,WheatAEZ01,1975,BC_AWB,6.6e-06
Africa_Eastern,Wheat,WheatAEZ01,WheatAEZ01,1975,OC_AWB,2.18e-05
Africa_Northern,Wheat,WheatAEZ01,WheatAEZ01,1975,OC_AWB,1.7e-06
Africa_Southern,Wheat,WheatAEZ01,WheatAEZ01,1975,OC_AWB,3.6e-06
Africa_Western,Wheat,WheatAEZ01,WheatAEZ01,1975,OC_AWB,2.5e-05
Australia_NZ,Wheat,WheatAEZ01,WheatAEZ01,1975,OC_AWB,0.0001693
Brazil,Wheat,WheatAEZ01,WheatAEZ01,1975,OC_AWB,2.79e-05
India,Wheat,WheatAEZ01,WheatAEZ01,1975,OC_AWB,2.46e-05
Mexico,Wheat,WheatAEZ01,WheatAEZ01,1975,OC_AWB,0.0001581
Middle East,Wheat,WheatAEZ01,WheatAEZ01,1975,OC_AWB,5.54e-05
Pakistan,Wheat,WheatAEZ01,WheatAEZ01,1975,OC_AWB,2.4e-06
South Africa,Wheat,WheatAEZ01,WheatAEZ01,1975,OC_AWB,0.0001197
South America_Northern,Wheat,WheatAEZ01,WheatAEZ01,1975,OC_AWB,0.0001547
South America_Southern,Wheat,WheatAEZ01,WheatAEZ01,1975,OC_AWB,3.14e-05
Africa_Eastern,biomass,biomassAEZ02,biomassAEZ02,1975,BC_AWB,4.6e-06
Africa_Northern,biomass,biomassAEZ02,biomassAEZ02,1975,BC_AWB,4e-07
Africa_Southern,biomass,biomassAEZ02,biomassAEZ02,1975,BC_AWB,8e-07
Africa_Western,biomass,biomassAEZ02,biomassAEZ02,1975,BC_AWB,5.2e-06
Australia_NZ,biomass,biomassAEZ02,biomassAEZ02,1975,BC_AWB,3.54e-05
Brazil,biomass,biomassAEZ02,biomassAEZ02,1975,BC_AWB,5.8e-06
India,biomass,biomassAEZ02,biomassAEZ02,1975,BC_AWB,5.1e-06
Mexico,biomass,biomassAEZ02,biomassAEZ02,1975,BC_AWB,3.31e-05
Middle East,biomass,biomassAEZ02,biomassAEZ02,1975,BC_AWB,1.16e-05
South Africa,biomass,biomassAEZ02,biomassAEZ02,1975,BC_AWB,2.5e-05
South America_Northern,biomass,biomassAEZ02,biomassAEZ02,1975,BC_AWB,3.23e-05
South America_Southern,biomass,biomassAEZ02,biomassAEZ02,1975,BC_AWB,6.6e-06
Colombia,biomass,biomassAEZ02,biomassAEZ02,1975,BC_AWB,3.87e-05
Africa_Eastern,biomass,biomassAEZ02,biomassAEZ02,1975,OC_AWB,2.18e-05
Africa_Northern,biomass,biomassAEZ02,biomassAEZ02,1975,OC_AWB,1.7e-06
Africa_Southern,biomass,biomassAEZ02,biomassAEZ02,1975,OC_AWB,3.6e-06
Africa_Western,biomass,biomassAEZ02,biomassAEZ02,1975,OC_AWB,2.5e-05
Australia_NZ,biomass,biomassAEZ02,biomassAEZ02,1975,OC_AWB,0.0001693
Brazil,biomass,biomassAEZ02,biomassAEZ02,1975,OC_AWB,2.79e-05
India,biomass,biomassAEZ02,biomassAEZ02,1975,OC_AWB,2.46e-05
Mexico,biomass,biomassAEZ02,biomassAEZ02,1975,OC_AWB,0.0001581
Middle East,biomass,biomassAEZ02,biomassAEZ02,1975,OC_AWB,5.54e-05
South Africa,biomass,biomassAEZ02,biomassAEZ02,1975,OC_AWB,0.0001197
South America_Northern,biomass,biomassAEZ02,biomassAEZ02,1975,OC_AWB,0.0001547
South America_Southern,biomass,biomassAEZ02,biomassAEZ02,1975,OC_AWB,3.14e-05
Colombia,biomass,biomassAEZ02,biomassAEZ02,1975,OC_AWB,0.0001855
Africa_Eastern,Corn,CornAEZ02,CornAEZ02,1975,BC_AWB,4.6e-06
Africa_Northern,Corn,CornAEZ02,CornAEZ02,1975,BC_AWB,4e-07
Africa_Southern,Corn,CornAEZ02,CornAEZ02,1975,BC_AWB,8e-07
Africa_Western,Corn,CornAEZ02,CornAEZ02,1975,BC_AWB,5.2e-06
Australia_NZ,Corn,CornAEZ02,CornAEZ02,1975,BC_AWB,3.54e-05
Brazil,Corn,CornAEZ02,CornAEZ02,1975,BC_AWB,5.8e-06
India,Corn,CornAEZ02,CornAEZ02,1975,BC_AWB,5.1e-06
Mexico,Corn,CornAEZ02,CornAEZ02,1975,BC_AWB,3.31e-05
Middle East,Corn,CornAEZ02,CornAEZ02,1975,BC_AWB,1.16e-05
South Africa,Corn,CornAEZ02,CornAEZ02,1975,BC_AWB,2.5e-05
South America_Northern,Corn,CornAEZ02,CornAEZ02,1975,BC_AWB,3.23e-05
South America_Southern,Corn,CornAEZ02,CornAEZ02,1975,BC_AWB,6.6e-06
Colombia,Corn,CornAEZ02,CornAEZ02,1975,BC_AWB,3.87e-05
Africa_Eastern,Corn,CornAEZ02,CornAEZ02,1975,OC_AWB,2.18e-05
Africa_Northern,Corn,CornAEZ02,CornAEZ02,1975,OC_AWB,1.7e-06
Africa_Southern,Corn,CornAEZ02,CornAEZ02,1975,OC_AWB,3.6e-06
Africa_Western,Corn,CornAEZ02,CornAEZ02,1975,OC_AWB,2.5e-05
Australia_NZ,Corn,CornAEZ02,CornAEZ02,1975,OC_AWB,0.0001693
Brazil,Corn,CornAEZ02,CornAEZ02,1975,OC_AWB,2.79e-05
India,Corn,CornAEZ02,CornAEZ02,1975,OC_AWB,2.46e-05
Mexico,Corn,CornAEZ02,CornAEZ02,1975,OC_AWB,0.0001581
Middle East,Corn,CornAEZ02,CornAEZ02,1975,OC_AWB,5.54e-05
South Africa,Corn,CornAEZ02,CornAEZ02,1975,OC_AWB,0.0001197
South America_Northern,Corn,CornAEZ02,CornAEZ02,1975,OC_AWB,0.0001547
South America_Southern,Corn,CornAEZ02,CornAEZ02,1975,OC_AWB,3.14e-05
Colombia,Corn,CornAEZ02,CornAEZ02,1975,OC_AWB,0.0001855
Africa_Eastern,FiberCrop,FiberCropAEZ02,FiberCropAEZ02,1975,BC_AWB,4.6e-06
Africa_Northern,FiberCrop,FiberCropAEZ02,FiberCropAEZ02,1975,BC_AWB,4e-07
Africa_Southern,FiberCrop,FiberCropAEZ02,FiberCropAEZ02,1975,BC_AWB,8e-07
Africa_Western,FiberCrop,FiberCropAEZ02,FiberCropAEZ02,1975,BC_AWB,5.2e-06
Australia_NZ,FiberCrop,FiberCropAEZ02,FiberCropAEZ02,1975,BC_AWB,3.54e-05
Brazil,FiberCrop,FiberCropAEZ02,FiberCropAEZ02,1975,BC_AWB,5.8e-06
India,FiberCrop,FiberCropAEZ02,FiberCropAEZ02,1975,BC_AWB,5.1e-06
Mexico,FiberCrop,FiberCropAEZ02,FiberCropAEZ02,1975,BC_AWB,3.31e-05
Middle East,FiberCrop,FiberCropAEZ02,FiberCropAEZ02,1975,BC_AWB,1.16e-05
South Africa,FiberCrop,FiberCropAEZ02,FiberCropAEZ02,1975,BC_AWB,2.5e-05
South America_Northern,FiberCrop,FiberCropAEZ02,FiberCropAEZ02,1975,BC_AWB,3.23e-05
South America_Southern,FiberCrop,FiberCropAEZ02,FiberCropAEZ02,1975,BC_AWB,6.6e-06
Colombia,FiberCrop,FiberCropAEZ02,FiberCropAEZ02,1975,BC_AWB,3.87e-05
Africa_Eastern,FiberCrop,FiberCropAEZ02,FiberCropAEZ02,1975,OC_AWB,2.18e-05
Africa_Northern,FiberCrop,FiberCropAEZ02,FiberCropAEZ02,1975,OC_AWB,1.7e-06
Africa_Southern,FiberCrop,FiberCropAEZ02,FiberCropAEZ02,1975,OC_AWB,3.6e-06
Africa_Western,FiberCrop,FiberCropAEZ02,FiberCropAEZ02,1975,OC_AWB,2.5e-05
Australia_NZ,FiberCrop,FiberCropAEZ02,FiberCropAEZ02,1975,OC_AWB,0.0001693
Brazil,FiberCrop,FiberCropAEZ02,FiberCropAEZ02,1975,OC_AWB,2.79e-05
India,FiberCrop,FiberCropAEZ02,FiberCropAEZ02,1975,OC_AWB,2.46e-05
Mexico,FiberCrop,FiberCropAEZ02,FiberCropAEZ02,1975,OC_AWB,0.0001581
Middle East,FiberCrop,FiberCropAEZ02,FiberCropAEZ02,1975,OC_AWB,5.54e-05
South Africa,FiberCrop,FiberCropAEZ02,FiberCropAEZ02,1975,OC_AWB,0.0001197
South America_Northern,FiberCrop,FiberCropAEZ02,FiberCropAEZ02,1975,OC_AWB,0.0001547
South America_Southern,FiberCrop,FiberCropAEZ02,FiberCropAEZ02,1975,OC_AWB,3.14e-05
Colombia,FiberCrop,FiberCropAEZ02,FiberCropAEZ02,1975,OC_AWB,0.0001855
Africa_Eastern,FodderGrass,FodderGrassAEZ02,FodderGrassAEZ02,1975,BC_AWB,4.6e-06
Africa_Northern,FodderGrass,FodderGrassAEZ02,FodderGrassAEZ02,1975,BC_AWB,4e-07
Africa_Southern,FodderGrass,FodderGrassAEZ02,FodderGrassAEZ02,1975,BC_AWB,8e-07
Africa_Western,FodderGrass,FodderGrassAEZ02,FodderGrassAEZ02,1975,BC_AWB,5.2e-06
Australia_NZ,FodderGrass,FodderGrassAEZ02,FodderGrassAEZ02,1975,BC_AWB,3.54e-05
Brazil,FodderGrass,FodderGrassAEZ02,FodderGrassAEZ02,1975,BC_AWB,5.8e-06
India,FodderGrass,FodderGrassAEZ02,FodderGrassAEZ02,1975,BC_AWB,5.1e-06
Mexico,FodderGrass,FodderGrassAEZ02,FodderGrassAEZ02,1975,BC_AWB,3.31e-05
Middle East,FodderGrass,FodderGrassAEZ02,FodderGrassAEZ02,1975,BC_AWB,1.16e-05
South Africa,FodderGrass,FodderGrassAEZ02,FodderGrassAEZ02,1975,BC_AWB,2.5e-05
South America_Northern,FodderGrass,FodderGrassAEZ02,FodderGrassAEZ02,1975,BC_AWB,3.23e-05
South America_Southern,FodderGrass,FodderGrassAEZ02,FodderGrassAEZ02,1975,BC_AWB,6.6e-06
Colombia,FodderGrass,FodderGrassAEZ02,FodderGrassAEZ02,1975,BC_AWB,3.87e-05
Africa_Eastern,FodderGrass,FodderGrassAEZ02,FodderGrassAEZ02,1975,OC_AWB,2.18e-05
Africa_Northern,FodderGrass,FodderGrassAEZ02,FodderGrassAEZ02,1975,OC_AWB,1.7e-06
Africa_Southern,FodderGrass,FodderGrassAEZ02,FodderGrassAEZ02,1975,OC_AWB,3.6e-06
Africa_Western,FodderGrass,FodderGrassAEZ02,FodderGrassAEZ02,1975,OC_AWB,2.5e-05
Australia_NZ,FodderGrass,FodderGrassAEZ02,FodderGrassAEZ02,1975,OC_AWB,0.0001693
Brazil,FodderGrass,FodderGrassAEZ02,FodderGrassAEZ02,1975,OC_AWB,2.79e-05
India,FodderGrass,FodderGrassAEZ02,FodderGrassAEZ02,1975,OC_AWB,2.46e-05
Mexico,FodderGrass,FodderGrassAEZ02,FodderGrassAEZ02,1975,OC_AWB,0.0001581
Middle East,FodderGrass,FodderGrassAEZ02,FodderGrassAEZ02,1975,OC_AWB,5.54e-05
South Africa,FodderGrass,FodderGrassAEZ02,FodderGrassAEZ02,1975,OC_AWB,0.0001197
South America_Northern,FodderGrass,FodderGrassAEZ02,FodderGrassAEZ02,1975,OC_AWB,0.0001547
South America_Southern,FodderGrass,FodderGrassAEZ02,FodderGrassAEZ02,1975,OC_AWB,3.14e-05
Colombia,FodderGrass,FodderGrassAEZ02,FodderGrassAEZ02,1975,OC_AWB,0.0001855
Africa_Eastern,FodderHerb,FodderHerbAEZ02,FodderHerbAEZ02,1975,BC_AWB,4.6e-06
Africa_Northern,FodderHerb,FodderHerbAEZ02,FodderHerbAEZ02,1975,BC_AWB,4e-07
Africa_Southern,FodderHerb,FodderHerbAEZ02,FodderHerbAEZ02,1975,BC_AWB,8e-07
Africa_Western,FodderHerb,FodderHerbAEZ02,FodderHerbAEZ02,1975,BC_AWB,5.2e-06
Australia_NZ,FodderHerb,FodderHerbAEZ02,FodderHerbAEZ02,1975,BC_AWB,3.54e-05
Brazil,FodderHerb,FodderHerbAEZ02,FodderHerbAEZ02,1975,BC_AWB,5.8e-06
India,FodderHerb,FodderHerbAEZ02,FodderHerbAEZ02,1975,BC_AWB,5.1e-06
Mexico,FodderHerb,FodderHerbAEZ02,FodderHerbAEZ02,1975,BC_AWB,3.31e-05
Middle East,FodderHerb,FodderHerbAEZ02,FodderHerbAEZ02,1975,BC_AWB,1.16e-05
South Africa,FodderHerb,FodderHerbAEZ02,FodderHerbAEZ02,1975,BC_AWB,2.5e-05
South America_Northern,FodderHerb,FodderHerbAEZ02,FodderHerbAEZ02,1975,BC_AWB,3.23e-05
South America_Southern,FodderHerb,FodderHerbAEZ02,FodderHerbAEZ02,1975,BC_AWB,6.6e-06
Colombia,FodderHerb,FodderHerbAEZ02,FodderHerbAEZ02,1975,BC_AWB,3.87e-05
Africa_Eastern,FodderHerb,FodderHerbAEZ02,FodderHerbAEZ02,1975,OC_AWB,2.18e-05
Africa_Northern,FodderHerb,FodderHerbAEZ02,FodderHerbAEZ02,1975,OC_AWB,1.7e-06
Africa_Southern,FodderHerb,FodderHerbAEZ02,FodderHerbAEZ02,1975,OC_AWB,3.6e-06
Africa_Western,FodderHerb,FodderHerbAEZ02,FodderHerbAEZ02,1975,OC_AWB,2.5e-05
Australia_NZ,FodderHerb,FodderHerbAEZ02,FodderHerbAEZ02,1975,OC_AWB,0.0001693
Brazil,FodderHerb,FodderHerbAEZ02,FodderHerbAEZ02,1975,OC_AWB,2.79e-05
India,FodderHerb,FodderHerbAEZ02,FodderHerbAEZ02,1975,OC_AWB,2.46e-05
Mexico,FodderHerb,FodderHerbAEZ02,FodderHerbAEZ02,1975,OC_AWB,0.0001581
Middle East,FodderHerb,FodderHerbAEZ02,FodderHerbAEZ02,1975,OC_AWB,5.54e-05
South Africa,FodderHerb,FodderHerbAEZ02,FodderHerbAEZ02,1975,OC_AWB,0.0001197
South America_Northern,FodderHerb,FodderHerbAEZ02,FodderHerbAEZ02,1975,OC_AWB,0.0001547
South America_Southern,FodderHerb,FodderHerbAEZ02,FodderHerbAEZ02,1975,OC_AWB,3.14e-05
Colombia,FodderHerb,FodderHerbAEZ02,FodderHerbAEZ02,1975,OC_AWB,0.0001855
Africa_Eastern,MiscCrop,MiscCropAEZ02,MiscCropAEZ02,1975,BC_AWB,4.6e-06
Africa_Northern,MiscCrop,MiscCropAEZ02,MiscCropAEZ02,1975,BC_AWB,4e-07
Africa_Southern,MiscCrop,MiscCropAEZ02,MiscCropAEZ02,1975,BC_AWB,8e-07
Africa_Western,MiscCrop,MiscCropAEZ02,MiscCropAEZ02,1975,BC_AWB,5.2e-06
Australia_NZ,MiscCrop,MiscCropAEZ02,MiscCropAEZ02,1975,BC_AWB,3.54e-05
Brazil,MiscCrop,MiscCropAEZ02,MiscCropAEZ02,1975,BC_AWB,5.8e-06
India,MiscCrop,MiscCropAEZ02,MiscCropAEZ02,1975,BC_AWB,5.1e-06
Mexico,MiscCrop,MiscCropAEZ02,MiscCropAEZ02,1975,BC_AWB,3.31e-05
Middle East,MiscCrop,MiscCropAEZ02,MiscCropAEZ02,1975,BC_AWB,1.16e-05
South Africa,MiscCrop,MiscCropAEZ02,MiscCropAEZ02,1975,BC_AWB,2.5e-05
South America_Northern,MiscCrop,MiscCropAEZ02,MiscCropAEZ02,1975,BC_AWB,3.23e-05
South America_Southern,MiscCrop,MiscCropAEZ02,MiscCropAEZ02,1975,BC_AWB,6.6e-06
Colombia,MiscCrop,MiscCropAEZ02,MiscCropAEZ02,1975,BC_AWB,3.87e-05
Africa_Eastern,MiscCrop,MiscCropAEZ02,MiscCropAEZ02,1975,OC_AWB,2.18e-05
Africa_Northern,MiscCrop,MiscCropAEZ02,MiscCropAEZ02,1975,OC_AWB,1.7e-06
Africa_Southern,MiscCrop,MiscCropAEZ02,MiscCropAEZ02,1975,OC_AWB,3.6e-06
Africa_Western,MiscCrop,MiscCropAEZ02,MiscCropAEZ02,1975,OC_AWB,2.5e-05
Australia_NZ,MiscCrop,MiscCropAEZ02,MiscCropAEZ02,1975,OC_AWB,0.0001693
Brazil,MiscCrop,MiscCropAEZ02,MiscCropAEZ02,1975,OC_AWB,2.79e-05
India,MiscCrop,MiscCropAEZ02,MiscCropAEZ02,1975,OC_AWB,2.46e-05
Mexico,MiscCrop,MiscCropAEZ02,MiscCropAEZ02,1975,OC_AWB,0.0001581
Middle East,MiscCrop,MiscCropAEZ02,MiscCropAEZ02,1975,OC_AWB,5.54e-05
South Africa,MiscCrop,MiscCropAEZ02,MiscCropAEZ02,1975,OC_AWB,0.0001197
South America_Northern,MiscCrop,MiscCropAEZ02,MiscCropAEZ02,1975,OC_AWB,0.0001547
South America_Southern,MiscCrop,MiscCropAEZ02,MiscCropAEZ02,1975,OC_AWB,3.14e-05
Colombia,MiscCrop,MiscCropAEZ02,MiscCropAEZ02,1975,OC_AWB,0.0001855
Africa_Eastern,OilCrop,OilCropAEZ02,OilCropAEZ02,1975,BC_AWB,4.6e-06
Africa_Northern,OilCrop,OilCropAEZ02,OilCropAEZ02,1975,BC_AWB,4e-07
Africa_Southern,OilCrop,OilCropAEZ02,OilCropAEZ02,1975,BC_AWB,8e-07
Africa_Western,OilCrop,OilCropAEZ02,OilCropAEZ02,1975,BC_AWB,5.2e-06
Australia_NZ,OilCrop,OilCropAEZ02,OilCropAEZ02,1975,BC_AWB,3.54e-05
Brazil,OilCrop,OilCropAEZ02,OilCropAEZ02,1975,BC_AWB,5.8e-06
India,OilCrop,OilCropAEZ02,OilCropAEZ02,1975,BC_AWB,5.1e-06
Mexico,OilCrop,OilCropAEZ02,OilCropAEZ02,1975,BC_AWB,3.31e-05
Middle East,OilCrop,OilCropAEZ02,OilCropAEZ02,1975,BC_AWB,1.16e-05
South Africa,OilCrop,OilCropAEZ02,OilCropAEZ02,1975,BC_AWB,2.5e-05
South America_Northern,OilCrop,OilCropAEZ02,OilCropAEZ02,1975,BC_AWB,3.23e-05
South America_Southern,OilCrop,OilCropAEZ02,OilCropAEZ02,1975,BC_AWB,6.6e-06
Colombia,OilCrop,OilCropAEZ02,OilCropAEZ02,1975,BC_AWB,3.87e-05
Africa_Eastern,OilCrop,OilCropAEZ02,OilCropAEZ02,1975,OC_AWB,2.18e-05
Africa_Northern,OilCrop,OilCropAEZ02,OilCropAEZ02,1975,OC_AWB,1.7e-06
Africa_Southern,OilCrop,OilCropAEZ02,OilCropAEZ02,1975,OC_AWB,3.6e-06
Africa_Western,OilCrop,OilCropAEZ02,OilCropAEZ02,1975,OC_AWB,2.5e-05
Australia_NZ,OilCrop,OilCropAEZ02,OilCropAEZ02,1975,OC_AWB,0.0001693
Brazil,OilCrop,OilCropAEZ02,OilCropAEZ02,1975,OC_AWB,2.79e-05
India,OilCrop,OilCropAEZ02,OilCropAEZ02,1975,OC_AWB,2.46e-05
Mexico,OilCrop,OilCropAEZ02,OilCropAEZ02,1975,OC_AWB,0.0001581
Middle East,OilCrop,OilCropAEZ02,OilCropAEZ02,1975,OC_AWB,5.54e-05
South Africa,OilCrop,OilCropAEZ02,OilCropAEZ02,1975,OC_AWB,0.0001197
South America_Northern,OilCrop,OilCropAEZ02,OilCropAEZ02,1975,OC_AWB,0.0001547
South America_Southern,OilCrop,OilCropAEZ02,OilCropAEZ02,1975,OC_AWB,3.14e-05
Colombia,OilCrop,OilCropAEZ02,OilCropAEZ02,1975,OC_AWB,0.0001855
Africa_Eastern,OtherGrain,OtherGrainAEZ02,OtherGrainAEZ02,1975,BC_AWB,4.6e-06
Africa_Northern,OtherGrain,OtherGrainAEZ02,OtherGrainAEZ02,1975,BC_AWB,4e-07
Africa_Southern,OtherGrain,OtherGrainAEZ02,OtherGrainAEZ02,1975,BC_AWB,8e-07
Africa_Western,OtherGrain,OtherGrainAEZ02,OtherGrainAEZ02,1975,BC_AWB,5.2e-06
Australia_NZ,OtherGrain,OtherGrainAEZ02,OtherGrainAEZ02,1975,BC_AWB,3.54e-05
Brazil,OtherGrain,OtherGrainAEZ02,OtherGrainAEZ02,1975,BC_AWB,5.8e-06
India,OtherGrain,OtherGrainAEZ02,OtherGrainAEZ02,1975,BC_AWB,5.1e-06
Mexico,OtherGrain,OtherGrainAEZ02,OtherGrainAEZ02,1975,BC_AWB,3.31e-05
Middle East,OtherGrain,OtherGrainAEZ02,OtherGrainAEZ02,1975,BC_AWB,1.16e-05
South Africa,OtherGrain,OtherGrainAEZ02,OtherGrainAEZ02,1975,BC_AWB,2.5e-05
South America_Northern,OtherGrain,OtherGrainAEZ02,OtherGrainAEZ02,1975,BC_AWB,3.23e-05
South America_Southern,OtherGrain,OtherGrainAEZ02,OtherGrainAEZ02,1975,BC_AWB,6.6e-06
Colombia,OtherGrain,OtherGrainAEZ02,OtherGrainAEZ02,1975,BC_AWB,3.87e-05
Africa_Eastern,OtherGrain,OtherGrainAEZ02,OtherGrainAEZ02,1975,OC_AWB,2.18e-05
Africa_Northern,OtherGrain,OtherGrainAEZ02,OtherGrainAEZ02,1975,OC_AWB,1.7e-06
Africa_Southern,OtherGrain,OtherGrainAEZ02,OtherGrainAEZ02,1975,OC_AWB,3.6e-06
Africa_Western,OtherGrain,OtherGrainAEZ02,OtherGrainAEZ02,1975,OC_AWB,2.5e-05
Australia_NZ,OtherGrain,OtherGrainAEZ02,OtherGrainAEZ02,1975,OC_AWB,0.0001693
Brazil,OtherGrain,OtherGrainAEZ02,OtherGrainAEZ02,1975,OC_AWB,2.79e-05
India,OtherGrain,OtherGrainAEZ02,OtherGrainAEZ02,1975,OC_AWB,2.46e-05
Mexico,OtherGrain,OtherGrainAEZ02,OtherGrainAEZ02,1975,OC_AWB,0.0001581
Middle East,OtherGrain,OtherGrainAEZ02,OtherGrainAEZ02,1975,OC_AWB,5.54e-05
South Africa,OtherGrain,OtherGrainAEZ02,OtherGrainAEZ02,1975,OC_AWB,0.0001197
South America_Northern,OtherGrain,OtherGrainAEZ02,OtherGrainAEZ02,1975,OC_AWB,0.0001547
South America_Southern,OtherGrain,OtherGrainAEZ02,OtherGrainAEZ02,1975,OC_AWB,3.14e-05
Colombia,OtherGrain,OtherGrainAEZ02,OtherGrainAEZ02,1975,OC_AWB,0.0001855
Africa_Eastern,PalmFruit,PalmFruitAEZ02,PalmFruitAEZ02,1975,BC_AWB,4.6e-06
Africa_Northern,PalmFruit,PalmFruitAEZ02,PalmFruitAEZ02,1975,BC_AWB,4e-07
Africa_Southern,PalmFruit,PalmFruitAEZ02,PalmFruitAEZ02,1975,BC_AWB,8e-07
Africa_Western,PalmFruit,PalmFruitAEZ02,PalmFruitAEZ02,1975,BC_AWB,5.2e-06
