# File: steel_prod.csv
# Title: Crude steel production by country and sector
# Units: Thousand tonnes
# Description: National steel production
# Source: World Steel Association
# Column types: cinnnc
# ----------
iso,year,BLASTFUR,EAF with scrap,EAF with DRI,unit_prod
jpn,2002,78500,10200,19000,thousand tons
kaz,2002,4810,0,0,thousand tons
ken,2002,0,4.8,15.2,thousand tons
kor,2002,24900,10200,10200,thousand tons
lby,2002,0.3,213,673,thousand tons
lka,2002,0,7.2,22.8,thousand tons
lux,2002,0,1520,1200,thousand tons
lva,2002,518,1.12,0.88,thousand tons
mar,2002,5,0,0,thousand tons
mda,2002,0.5,164,349,thousand tons
mex,2002,4120,2370,7520,thousand tons
mkd,2002,0,83.2,177,thousand tons
mmr,2002,0,6,19,thousand tons
mne,2002,0,0,0,thousand tons
mys,2002,0,1130,3590,thousand tons
nga,2002,0,0,0,thousand tons
nld,2002,6000,68,53.5,thousand tons
nor,2002,0,391,307,thousand tons
nzl,2002,560,49.2,156,thousand tons
omn,2002,0,0,0,thousand tons
pak,2002,870,24,76,thousand tons
per,2002,214,95.2,301,thousand tons
phl,2002,83,112,355,thousand tons
pol,2002,5810,1430,1130,thousand tons
prk,2002,1400,0,0,thousand tons
prt,2002,0,515,405,thousand tons
pry,2002,80,0,0,thousand tons
qat,2002,0,246,781,thousand tons
rom,2002,4510,551,433,thousand tons
rus,2002,50900,2850,6050,thousand tons
sau,2002,0,857,2710,thousand tons
sgp,2002,0,110,350,thousand tons
slv,2002,0.2,11.7,37.1,thousand tons
srb,2002,0,0,0,thousand tons
svk,2002,3970,169,132,thousand tons
svn,2002,0,269,212,thousand tons
swe,2002,3810,1090,854,thousand tons
syr,2002,0,16.8,53.2,thousand tons
tha,2002,0,609,1930,thousand tons
tto,2002,0.3,196,621,thousand tons
tun,2002,135,15.6,49.6,thousand tons
tur,2002,5130,3630,7710,thousand tons
twn,2002,10500,1850,5860,thousand tons
ukr,2002,33100,317,675,thousand tons
ury,2002,0,8.21,26,thousand tons
usa,2002,45500,34600,11500,thousand tons
uzb,2002,135,75.6,239,thousand tons
ven,2002,0.2,999,3160,thousand tons
vnm,2002,0,98.2,311,thousand tons
zaf,2002,4970,990,3130,thousand tons
alb,2003,0,44.8,95.2,thousand tons
are,2003,0,21.6,68.4,thousand tons
arg,2003,2540,600,1900,thousand tons
aus,2003,6200,322,1020,thousand tons
aut,2003,5710,311,244,thousand tons
aze,2003,0,60,190,thousand tons
bel,2003,8310,1570,1230,thousand tons
bgd,2003,0,0,0,thousand tons
bgr,2003,1500,456,358,thousand tons
bih,2003,72,7.36,15.6,thousand tons
blr,2003,0,509,1080,thousand tons
bra,2003,24600,1580,5010,thousand tons
can,2003,9300,4970,1660,thousand tons
che,2003,0,560,440,thousand tons
chl,2003,1080,72.1,228,thousand tons
chn,2003,183000,37100,1950,thousand tons
col,2003,290,90.6,287,thousand tons
cub,2003,0,50.4,160,thousand tons
cze,2003,6320,260,204,thousand tons
deu,2003,31400,7520,5910,thousand tons
dnk,2003,0,0,0,thousand tons
dom,2003,0,0,0,thousand tons
dza,2003,950,24.2,76.5,thousand tons
ecu,2003,0.2,19.2,60.6,thousand tons
egy,2003,1150,780,2470,thousand tons
esp,2003,3760,7020,5510,thousand tons
est,2003,1,0,0,thousand tons
fin,2003,3410,760,597,thousand tons
fra,2003,12000,4350,3420,thousand tons
gbr,2003,10600,1400,1100,thousand tons
gha,2003,0,6,19,thousand tons
grc,2003,0,953,748,thousand tons
gtm,2003,0,54.3,172,thousand tons
hrv,2003,0,13.2,28.2,thousand tons
hun,2003,1640,196,154,thousand tons
idn,2003,0,490,1550,thousand tons
ind,2003,19100,3040,9640,thousand tons
irl,2003,0,0,0,thousand tons
irn,2003,2270,1340,4260,thousand tons
isr,2003,0,67.2,213,thousand tons
ita,2003,9930,9590,7530,thousand tons
jor,2003,0,32.4,103,thousand tons
jpn,2003,81400,10200,19000,thousand tons
kaz,2003,4900,0,0,thousand tons
ken,2003,0,4.8,15.2,thousand tons
kor,2003,25600,10400,10400,thousand tons
lby,2003,0.5,242,765,thousand tons
lka,2003,0,7.2,22.8,thousand tons
lux,2003,0,1500,1180,thousand tons
lva,2003,518,1.12,0.88,thousand tons
mar,2003,5,0,0,thousand tons
mda,2003,0,284,602,thousand tons
mex,2003,4590,2540,8030,thousand tons
mkd,2003,0,93.2,198,thousand tons
mmr,2003,0,6,19,thousand tons
mne,2003,0,0,0,thousand tons
mys,2003,0,950,3010,thousand tons
nga,2003,0,0,0,thousand tons
nld,2003,6450,67,52.6,thousand tons
nor,2003,0,394,309,thousand tons
nzl,2003,623,55.2,175,thousand tons
omn,2003,0,0,0,thousand tons
pak,2003,900,24,76,thousand tons
per,2003,203,112,354,thousand tons
phl,2003,75,102,323,thousand tons
pol,2003,6070,1700,1340,thousand tons
prk,2003,1400,0,0,thousand tons
prt,2003,0,560,440,thousand tons
pry,2003,91,0,0,thousand tons
qat,2003,0,253,802,thousand tons
rom,2003,4540,643,505,thousand tons
rus,2003,52100,2990,6360,thousand tons
sau,2003,0,947,3000,thousand tons
sgp,2003,0,135,427,thousand tons
slv,2003,0.1,13.7,43.2,thousand tons
srb,2003,0,0,0,thousand tons
svk,2003,4280,175,137,thousand tons
svn,2003,0,303,238,thousand tons
swe,2003,3880,1020,802,thousand tons
syr,2003,0,16.8,53.2,thousand tons
tha,2003,0,852,2700,thousand tons
tto,2003,0.1,217,686,thousand tons
tun,2003,20.4,15.7,49.9,thousand tons
tur,2003,5750,4010,8530,thousand tons
twn,2003,10800,1930,6120,thousand tons
ukr,2003,34900,640,1360,thousand tons
ury,2003,0,9.72,30.8,thousand tons
usa,2003,45900,35900,12000,thousand tons
uzb,2003,149,84,266,thousand tons
ven,2003,0,943,2990,thousand tons
vnm,2003,0,131,413,thousand tons
zaf,2003,5080,1060,3340,thousand tons
alb,2004,0,45.9,97.5,thousand tons
are,2004,0,21.6,68.4,thousand tons
arg,2004,2490,634,2010,thousand tons
aus,2004,5940,354,1120,thousand tons
aut,2004,5900,352,277,thousand tons
aze,2004,0,60,190,thousand tons
bel,2004,8810,1620,1270,thousand tons
bgd,2004,0,0,0,thousand tons
bgr,2004,1270,466,366,thousand tons
bih,2004,52.9,7.07,15,thousand tons
blr,2004,0,573,1220,thousand tons
bra,2004,25400,1800,5710,thousand tons
can,2004,9650,4990,1660,thousand tons
che,2004,0,560,440,thousand tons
chl,2004,1210,88.9,282,thousand tons
chn,2004,231000,39600,2080,thousand tons
col,2004,320,117,369,thousand tons
cub,2004,0,46.1,146,thousand tons
cze,2004,6510,294,231,thousand tons
deu,2004,32200,7960,6260,thousand tons
dnk,2004,0,0,0,thousand tons
dom,2004,0,0,0,thousand tons
dza,2004,1010,0,0,thousand tons
ecu,2004,0.3,17.2,54.5,thousand tons
egy,2004,1280,847,2680,thousand tons
esp,2004,4210,7510,5900,thousand tons
est,2004,1,0,0,thousand tons
fin,2004,3340,837,658,thousand tons
fra,2004,12800,4490,3530,thousand tons
gbr,2004,10700,1740,1360,thousand tons
gha,2004,0,6,19,thousand tons
grc,2004,0,1100,865,thousand tons
gtm,2004,0,55.7,176,thousand tons
hrv,2004,0,27.6,58.5,thousand tons
hun,2004,1670,159,125,thousand tons
idn,2004,0,884,2800,thousand tons
ind,2004,16800,3790,12000,thousand tons
irl,2004,0,0,0,thousand tons
irn,2004,2300,1530,4850,thousand tons
isr,2004,0,67.2,213,thousand tons
ita,2004,10600,10100,7900,thousand tons
jor,2004,0,33.6,106,thousand tons
jpn,2004,83000,10400,19300,thousand tons
kaz,2004,5380,0,0,thousand tons
ken,2004,0,4.8,15.2,thousand tons
kor,2004,26700,10400,10400,thousand tons
lby,2004,0,246,780,thousand tons
lka,2004,0,7.2,22.8,thousand tons
lux,2004,0,1500,1180,thousand tons
lva,2004,660,1.12,0.88,thousand tons
mar,2004,5,0,0,thousand tons
mda,2004,0.4,324,689,thousand tons
mex,2004,4760,2870,9100,thousand tons
mkd,2004,0,98.9,210,thousand tons
mmr,2004,0,6,19,thousand tons
mne,2004,0,0,0,thousand tons
mys,2004,0,1370,4330,thousand tons
nga,2004,0,9.6,30.4,thousand tons
nld,2004,6710,76,59.7,thousand tons
nor,2004,0,406,319,thousand tons
nzl,2004,638,59.4,188,thousand tons
omn,2004,0,0,0,thousand tons
pak,2004,1020,28.8,91.2,thousand tons
per,2004,256,113,357,thousand tons
phl,2004,0,96,304,thousand tons
pol,2004,6880,2080,1640,thousand tons
prk,2004,1400,0,0,thousand tons
prt,2004,0,809,636,thousand tons
pry,2004,107,0,0,thousand tons
qat,2004,0,261,828,thousand tons
rom,2004,4680,762,598,thousand tons
rus,2004,54900,3420,7270,thousand tons
sau,2004,0,936,2970,thousand tons
sgp,2004,0.2,146,463,thousand tons
slv,2004,0,14.3,45.1,thousand tons
srb,2004,0,0,0,thousand tons
svk,2004,4100,200,157,thousand tons
svn,2004,0.5,317,249,thousand tons
swe,2004,4100,1050,824,thousand tons
syr,2004,0,16.8,53.2,thousand tons
tha,2004,0,1090,3450,thousand tons
tto,2004,0.1,196,619,thousand tons
tun,2004,0.2,15.8,50,thousand tons
tur,2004,5830,4690,9960,thousand tons
twn,2004,10900,2080,6580,thousand tons
ukr,2004,36100,843,1790,thousand tons
ury,2004,0.3,13.8,43.9,thousand tons
usa,2004,47700,39000,13000,thousand tons
uzb,2004,180,101,321,thousand tons
ven,2004,0.2,1090,3470,thousand tons
vnm,2004,0,165,524,thousand tons
zaf,2004,4950,1090,3460,thousand tons
alb,2005,0.5,57.4,122,thousand tons
are,2005,0,21.6,68.4,thousand tons
arg,2005,2570,674,2130,thousand tons
aus,2005,6380,331,1050,thousand tons
aut,2005,6410,349,274,thousand tons
aze,2005,0,79.2,251,thousand tons
bel,2005,7780,1480,1160,thousand tons
bgd,2005,0,0,0,thousand tons
bgr,2005,1200,432,340,thousand tons
bih,2005,19.7,86.2,183,thousand tons
blr,2005,0,649,1380,thousand tons
bra,2005,24700,1670,5290,thousand tons
can,2005,8970,4770,1590,thousand tons
che,2005,0,649,510,thousand tons
chl,2005,1150,93,295,thousand tons
chn,2005,314000,39700,2090,thousand tons
col,2005,335,161,511,thousand tons
cub,2005,0,58.8,186,thousand tons
cze,2005,5630,312,245,thousand tons
deu,2005,30900,7650,6010,thousand tons
dnk,2005,0,0,0,thousand tons
dom,2005,0,0,0,thousand tons
dza,2005,1010,0,0,thousand tons
ecu,2005,0.4,20.1,63.5,thousand tons
egy,2005,1100,1080,3420,thousand tons
esp,2005,4360,7540,5930,thousand tons
est,2005,0,0,0,thousand tons
fin,2005,3320,796,626,thousand tons
fra,2005,12200,4090,3210,thousand tons
gbr,2005,10500,1510,1180,thousand tons
gha,2005,0,6,19,thousand tons
grc,2005,0,1270,997,thousand tons
gtm,2005,0,49.8,158,thousand tons
hrv,2005,0.2,23.3,49.5,thousand tons
hun,2005,1640,177,139,thousand tons
idn,2005,0,882,2790,thousand tons
ind,2005,20400,6090,19300,thousand tons
irl,2005,0,0,0,thousand tons
irn,2005,2460,1670,5270,thousand tons
isr,2005,0,72,228,thousand tons
ita,2005,11700,9890,7770,thousand tons
jor,2005,0,36,114,thousand tons
jpn,2005,83600,10100,18700,thousand tons
kaz,2005,4450,0,0,thousand tons
ken,2005,0,4.8,15.2,thousand tons
kor,2005,26700,10500,10500,thousand tons
lby,2005,0.3,301,954,thousand tons
lka,2005,0,7.2,22.8,thousand tons
lux,2005,0,1230,965,thousand tons
lva,2005,686,1.12,0.88,thousand tons
mar,2005,5.1,49.2,156,thousand tons
mda,2005,0.5,336,713,thousand tons
mex,2005,4500,2810,8880,thousand tons
mkd,2005,0,99.2,211,thousand tons
mmr,2005,0,6,19,thousand tons
mne,2005,0,0,0,thousand tons
mys,2005,0,1270,4020,thousand tons
nga,2005,0,24,76,thousand tons
nld,2005,6780,79,62.1,thousand tons
nor,2005,0,395,310,thousand tons
nzl,2005,605,68.2,216,thousand tons
omn,2005,0,0,0,thousand tons
pak,2005,801,6,19,thousand tons
per,2005,240,132,418,thousand tons
phl,2005,0,113,357,thousand tons
pol,2005,4890,1930,1510,thousand tons
prk,2005,1400,0,0,thousand tons
prt,2005,0,788,620,thousand tons
pry,2005,101,0,0,thousand tons
qat,2005,0,254,803,thousand tons
rom,2005,4510,992,779,thousand tons
rus,2005,55300,3460,7340,thousand tons
sau,2005,0,1000,3180,thousand tons
sgp,2005,0.1,137,435,thousand tons
slv,2005,0,11.6,36.7,thousand tons
srb,2005,0,0,0,thousand tons
svk,2005,4120,204,160,thousand tons
svn,2005,0.1,326,256,thousand tons
swe,2005,3920,1010,792,thousand tons
syr,2005,0,16.8,53.2,thousand tons
tha,2005,0,1240,3920,thousand tons
tto,2005,0.3,171,541,thousand tons
tun,2005,0,16.8,53.2,thousand tons
tur,2005,6120,4750,10100,thousand tons
twn,2005,10000,2140,6760,thousand tons
ukr,2005,34800,1220,2580,thousand tons
ury,2005,0.1,15.3,48.6,thousand tons
usa,2005,42700,39100,13000,thousand tons
uzb,2005,175,101,319,thousand tons
ven,2005,0.5,1180,3730,thousand tons
vnm,2005,0,214,676,thousand tons
zaf,2005,5260,1020,3220,thousand tons
alb,2006,0.5,65.8,140,thousand tons
are,2006,0,21.6,68.4,thousand tons
arg,2006,2630,698,2210,thousand tons
aus,2006,6440,345,1090,thousand tons
aut,2006,6490,360,283,thousand tons
aze,2006,0,72,228,thousand tons
bel,2006,8170,1940,1520,thousand tons
bgd,2006,0,0,0,thousand tons
bgr,2006,1150,542,426,thousand tons
bih,2006,0,157,333,thousand tons
blr,2006,139,699,1490,thousand tons
bra,2006,23400,1810,5730,thousand tons
can,2006,9120,4780,1590,thousand tons
che,2006,0,701,551,thousand tons
chl,2006,1160,108,341,thousand tons
chn,2006,377000,42000,2210,thousand tons
col,2006,363,204,645,thousand tons
cub,2006,0.3,61.6,195,thousand tons
cze,2006,6280,324,255,thousand tons
deu,2006,32600,8220,6460,thousand tons
dnk,2006,0,0,0,thousand tons
dom,2006,0,0,0,thousand tons
dza,2006,1160,0,0,thousand tons
ecu,2006,0,20.5,64.8,thousand tons
egy,2006,1300,1140,3610,thousand tons
esp,2006,3600,8280,6510,thousand tons
est,2006,0,0,0,thousand tons
fin,2006,3450,896,704,thousand tons
fra,2006,12200,4260,3350,thousand tons
gbr,2006,11200,1510,1190,thousand tons
gha,2006,0,6,19,thousand tons
grc,2006,0,1350,1060,thousand tons
gtm,2006,0.4,70,222,thousand tons
hrv,2006,0.5,25.8,54.7,thousand tons
hun,2006,1650,243,191,thousand tons
idn,2006,0,902,2860,thousand tons
ind,2006,21300,6760,21400,thousand tons
irl,2006,0,0,0,thousand tons
irn,2006,2200,1820,5770,thousand tons
isr,2006,0,72,228,thousand tons
ita,2006,11800,11100,8710,thousand tons
jor,2006,0,36,114,thousand tons
jpn,2006,86000,10600,19700,thousand tons
kaz,2006,3740,126,401,thousand tons
ken,2006,0,4.8,15.2,thousand tons
kor,2006,26300,11100,11100,thousand tons
lby,2006,0.3,276,875,thousand tons
lka,2006,0,7.2,22.8,thousand tons
lux,2006,0,1570,1230,thousand tons
lva,2006,688,1.12,0.88,thousand tons
mar,2006,0,75.4,239,thousand tons
mda,2006,0,217,461,thousand tons
mex,2006,4190,2940,9320,thousand tons
mkd,2006,0,113,241,thousand tons
mmr,2006,0,6,19,thousand tons
mne,2006,0,51.6,110,thousand tons
mys,2006,0,1400,4430,thousand tons
nga,2006,0,24,76,thousand tons
nld,2006,6220,83.8,65.8,thousand tons
nor,2006,0,383,301,thousand tons
nzl,2006,577,55.8,177,thousand tons
omn,2006,0,0,0,thousand tons
pak,2006,1000,9.6,30.4,thousand tons
per,2006,279,148,469,thousand tons
phl,2006,0,134,424,thousand tons
pol,2006,5770,2370,1870,thousand tons
prk,2006,1400,0,0,thousand tons
prt,2006,0,963,756,thousand tons
pry,2006,115,0,0,thousand tons
qat,2006,0,241,762,thousand tons
rom,2006,4370,1060,835,thousand tons
rus,2006,54600,5210,11100,thousand tons
sau,2006,0,954,3020,thousand tons
sgp,2006,0.3,146,461,thousand tons
slv,2006,0,17.3,54.7,thousand tons
srb,2006,1660,0,0,thousand tons
svk,2006,4710,212,166,thousand tons
svn,2006,0,352,276,thousand tons
swe,2006,3580,1050,828,thousand tons
syr,2006,0,16.8,53.2,thousand tons
tha,2006,0,1180,3730,thousand tons
tto,2006,0.2,161,511,thousand tons
tun,2006,0,18,57,thousand tons
tur,2006,6180,5480,11600,thousand tons
twn,2006,10700,2240,7080,thousand tons
ukr,2006,39400,480,1020,thousand tons
ury,2006,0.2,13.6,43.2,thousand tons
usa,2006,42100,42100,14000,thousand tons
uzb,2006,105,123,389,thousand tons
ven,2006,0,1170,3700,thousand tons
vnm,2006,0,449,1420,thousand tons
zaf,2006,5170,1090,3450,thousand tons
alb,2007,0,84.3,179,thousand tons
are,2007,0,21.6,68.4,thousand tons
arg,2007,2590,671,2120,thousand tons
aus,2007,6420,365,1160,thousand tons
aut,2007,6870,396,311,thousand tons
aze,2007,0,36,114,thousand tons
bel,2007,7150,1990,1560,thousand tons
bgd,2007,0,0,0,thousand tons
bgr,2007,1030,494,388,thousand tons
bih,2007,0,171,363,thousand tons
blr,2007,110,736,1560,thousand tons
bra,2007,25700,1940,6140,thousand tons
can,2007,9240,4750,1580,thousand tons
che,2007,0,708,556,thousand tons
chl,2007,1220,110,349,thousand tons
chn,2007,431000,55500,2920,thousand tons
col,2007,340,217,688,thousand tons
cub,2007,0,64.4,204,thousand tons
cze,2007,6400,371,291,thousand tons
deu,2007,33500,8410,6610,thousand tons
dnk,2007,0,0,0,thousand tons
dom,2007,0,0,0,thousand tons
dza,2007,1280,0,0,thousand tons
ecu,2007,0.1,20.9,66,thousand tons
egy,2007,999,1250,3970,thousand tons
esp,2007,4190,8290,6520,thousand tons
est,2007,0,0,0,thousand tons
fin,2007,3120,736,578,thousand tons
fra,2007,11800,4170,3270,thousand tons
gbr,2007,11400,1700,1330,thousand tons
gha,2007,0,6,19,thousand tons
grc,2007,0,1430,1120,thousand tons
gtm,2007,0.5,83.6,265,thousand tons
hrv,2007,0,24,51,thousand tons
hun,2007,1730,279,219,thousand tons
idn,2007,0,998,3160,thousand tons
ind,2007,22300,7480,23700,thousand tons
irl,2007,0,0,0,thousand tons
irn,2007,1930,1950,6170,thousand tons
isr,2007,0,72,228,thousand tons
ita,2007,11600,11200,8800,thousand tons
jor,2007,0,36,114,thousand tons
jpn,2007,89200,10800,20100,thousand tons
kaz,2007,4110,161,511,thousand tons
ken,2007,0,4.8,15.2,thousand tons
kor,2007,27600,12000,12000,thousand tons
lby,2007,0,300,950,thousand tons
lka,2007,0,7.2,22.8,thousand tons
lux,2007,0,1600,1260,thousand tons
lva,2007,696,0,0,thousand tons
mar,2007,0.1,123,389,thousand tons
mda,2007,0,309,656,thousand tons
mex,2007,4560,3120,9890,thousand tons
mkd,2007,0.3,115,244,thousand tons
mmr,2007,0,6,19,thousand tons
mne,2007,0,55.7,118,thousand tons
mys,2007,0,1650,5240,thousand tons
nga,2007,0,24,76,thousand tons
nld,2007,7200,92.6,72.8,thousand tons
nor,2007,0,396,312,thousand tons
nzl,2007,612,55.8,177,thousand tons
omn,2007,0,0,0,thousand tons
pak,2007,990,24,76,thousand tons
per,2007,324,134,423,thousand tons
phl,2007,0,172,546,thousand tons
pol,2007,6200,2480,1950,thousand tons
prk,2007,1400,0,0,thousand tons
prt,2007,0,1040,815,thousand tons
pry,2007,95,0,0,thousand tons
qat,2007,0,275,872,thousand tons
rom,2007,4360,1070,839,thousand tons
rus,2007,53100,6170,13100,thousand tons
sau,2007,0,1110,3530,thousand tons
sgp,2007,0,154,486,thousand tons
slv,2007,0,17.6,55.6,thousand tons
srb,2007,1480,0,0,thousand tons
svk,2007,4690,222,174,thousand tons
svn,2007,0,357,281,thousand tons
swe,2007,3750,1080,846,thousand tons
syr,2007,0,16.8,53.2,thousand tons
tha,2007,0,1340,4230,thousand tons
tto,2007,0,164,519,thousand tons
tun,2007,0,19.2,60.8,thousand tons
tur,2007,6390,6200,13200,thousand tons
twn,2007,10900,2400,7610,thousand tons
ukr,2007,41200,523,1110,thousand tons
ury,2007,0,17.1,54,thousand tons
usa,2007,41100,42800,14300,thousand tons
uzb,2007,103,130,412,thousand tons
ven,2007,0,1200,3800,thousand tons
vnm,2007,0,486,1540,thousand tons
zaf,2007,4520,1100,3480,thousand tons
alb,2008,0,80,170,thousand tons
are,2008,0,21.6,68.4,thousand tons
arg,2008,2660,693,2190,thousand tons
aus,2008,6160,352,1110,thousand tons
aut,2008,6870,405,318,thousand tons
aze,2008,0,36,114,thousand tons
bel,2008,7410,1830,1440,thousand tons
bgd,2008,0,12,38,thousand tons
bgr,2008,429,505,397,thousand tons
bih,2008,228,122,258,thousand tons
blr,2008,100,796,1690,thousand tons
bra,2008,25800,1900,6030,thousand tons
can,2008,8960,4490,1500,thousand tons
che,2008,0,735,577,thousand tons
chl,2008,1180,87.5,277,thousand tons
chn,2008,449000,60200,3170,thousand tons
col,2008,308,179,566,thousand tons
cub,2008,0,67,212,thousand tons
cze,2008,5760,353,277,thousand tons
deu,2008,31200,8200,6440,thousand tons
dnk,2008,0,0,0,thousand tons
dom,2008,0,0,0,thousand tons
dza,2008,619,0,0,thousand tons
ecu,2008,0.2,30.7,97.1,thousand tons
egy,2008,898,1270,4030,thousand tons
esp,2008,4070,8160,6410,thousand tons
est,2008,0,0,0,thousand tons
fin,2008,3150,709,557,thousand tons
fra,2008,10700,4040,3170,thousand tons
gbr,2008,10500,1700,1340,thousand tons
gha,2008,0,6,19,thousand tons
grc,2008,0,1390,1090,thousand tons
gtm,2008,0,60,190,thousand tons
hrv,2008,0,28.5,60.6,thousand tons
hun,2008,1580,292,229,thousand tons
idn,2008,0,940,2980,thousand tons
ind,2008,22600,8450,26800,thousand tons
irl,2008,0,0,0,thousand tons
irn,2008,1980,1920,6060,thousand tons
isr,2008,0,72,228,thousand tons
ita,2008,10900,11000,8660,thousand tons
jor,2008,0,36,114,thousand tons
jpn,2008,89200,10300,19200,thousand tons
kaz,2008,3370,210,667,thousand tons
ken,2008,0,4.8,15.2,thousand tons
kor,2008,30200,11700,11700,thousand tons
lby,2008,0.1,273,864,thousand tons
lka,2008,0,7.2,22.8,thousand tons
lux,2008,0,1450,1140,thousand tons
lva,2008,635,0,0,thousand tons
mar,2008,0.2,115,363,thousand tons
mda,2008,0,283,602,thousand tons
mex,2008,5010,2930,9270,thousand tons
mkd,2008,0.1,80.9,172,thousand tons
mmr,2008,0,6,19,thousand tons
mne,2008,0,54.4,116,thousand tons
mys,2008,0,1540,4880,thousand tons
nga,2008,0,24,76,thousand tons
nld,2008,6710,82.7,65,thousand tons
nor,2008,0,314,246,thousand tons
nzl,2008,566,55.8,177,thousand tons
omn,2008,0,0,0,thousand tons
pak,2008,900,24,76,thousand tons
per,2008,379,176,556,thousand tons
phl,2008,0.3,171,540,thousand tons
pol,2008,5220,2520,1980,thousand tons
prk,2008,1300,0,0,thousand tons
prt,2008,0,1130,887,thousand tons
pry,2008,83,0,0,thousand tons
qat,2008,0,337,1070,thousand tons
rom,2008,3340,948,745,thousand tons
rus,2008,48500,6400,13600,thousand tons
sau,2008,0,1120,3550,thousand tons
sgp,2008,0,183,581,thousand tons
slv,2008,0,17,54,thousand tons
srb,2008,1660,0,0,thousand tons
svk,2008,4110,213,167,thousand tons
svn,2008,0.1,359,282,thousand tons
swe,2008,3440,984,773,thousand tons
syr,2008,0,16.8,53.2,thousand tons
tha,2008,0,1250,3960,thousand tons
tto,2008,0,117,372,thousand tons
tun,2008,0,19.7,62.3,thousand tons
tur,2008,7040,6330,13400,thousand tons
twn,2008,10100,2350,7440,thousand tons
ukr,2008,35700,502,1070,thousand tons
ury,2008,0.4,20.5,65.1,thousand tons
usa,2008,39100,39600,13200,thousand tons
uzb,2008,102,139,441,thousand tons
ven,2008,0,1010,3210,thousand tons
vnm,2008,0,540,1710,thousand tons
zaf,2008,4500,898,2840,thousand tons
alb,2009,0.5,70.6,150,thousand tons
are,2009,0,48,152,thousand tons
arg,2009,2170,442,1400,thousand tons
aus,2009,4330,220,698,thousand tons
aut,2009,5070,329,259,thousand tons
aze,2009,0,28.8,91.2,thousand tons
bel,2009,3290,1310,1030,thousand tons
bgd,2009,0,16.8,53.2,thousand tons
bgr,2009,0.3,406,319,thousand tons
bih,2009,517,0.672,1.43,thousand tons
blr,2009,61,754,1600,thousand tons
bra,2009,20200,1520,4830,thousand tons
can,2009,5340,2970,989,thousand tons
che,2009,0.5,523,411,thousand tons
chl,2009,968,81.6,259,thousand tons
chn,2009,521000,53000,2790,thousand tons
col,2009,309,178,564,thousand tons
cub,2009,0.1,64.1,203,thousand tons
cze,2009,4250,190,149,thousand tons
deu,2009,21300,6350,4990,thousand tons
dnk,2009,0,0,0,thousand tons
dom,2009,0,0,0,thousand tons
dza,2009,597,0,0,thousand tons
ecu,2009,0,62.3,197,thousand tons
egy,2009,841,1130,3570,thousand tons
esp,2009,3090,6310,4960,thousand tons
est,2009,0,0,0,thousand tons
fin,2009,2220,474,372,thousand tons
fra,2009,7680,2890,2270,thousand tons
gbr,2009,7950,1190,933,thousand tons
gha,2009,0,6,19,thousand tons
grc,2009,0,1120,880,thousand tons
gtm,2009,0,53.8,170,thousand tons
hrv,2009,0.3,13.7,29,thousand tons
hun,2009,1270,73.9,58,thousand tons
idn,2009,0,840,2660,thousand tons
ind,2009,23400,9630,30500,thousand tons
irl,2009,0,0,0,thousand tons
irn,2009,1990,2140,6780,thousand tons
isr,2009,0,72,228,thousand tons
ita,2009,5810,7860,6180,thousand tons
jor,2009,0,36,114,thousand tons
jpn,2009,68300,6720,12500,thousand tons
kaz,2009,3280,207,656,thousand tons
ken,2009,0,4.8,15.2,thousand tons
kor,2009,27700,10500,10500,thousand tons
lby,2009,0.1,219,695,thousand tons
lka,2009,0,7.2,22.8,thousand tons
lux,2009,0,1200,942,thousand tons
lva,2009,692,0,0,thousand tons
mar,2009,0.2,120,379,thousand tons
mda,2009,0,136,290,thousand tons
mex,2009,4340,2350,7440,thousand tons
mkd,2009,0,86.5,184,thousand tons
mmr,2009,0,6,19,thousand tons
mne,2009,0,41.6,88.4,thousand tons
mys,2009,0,1280,4070,thousand tons
nga,2009,0,24,76,thousand tons
nld,2009,5130,33.7,26.4,thousand tons
nor,2009,0,333,262,thousand tons
nzl,2009,532,55.8,177,thousand tons
omn,2009,0,0,0,thousand tons
pak,2009,619,139,441,thousand tons
per,2009,0.3,172,545,thousand tons
phl,2009,0,198,626,thousand tons
pol,2009,3240,2180,1710,thousand tons
prk,2009,1300,0,0,thousand tons
prt,2009,0,904,710,thousand tons
pry,2009,54,0,0,thousand tons
qat,2009,0,348,1100,thousand tons
rom,2009,1790,544,427,thousand tons
rus,2009,43900,5160,11000,thousand tons
sau,2009,0,1130,3560,thousand tons
sgp,2009,0.4,159,504,thousand tons
slv,2009,0.2,13.4,42.4,thousand tons
srb,2009,1060,0,0,thousand tons
svk,2009,3540,114,89.9,thousand tons
svn,2009,0,241,189,thousand tons
swe,2009,1840,541,425,thousand tons
syr,2009,0,16.8,53.2,thousand tons
tha,2009,0,875,2770,thousand tons
tto,2009,0,100,317,thousand tons
tun,2009,0,37.2,118,thousand tons
tur,2009,7560,5680,12100,thousand tons
twn,2009,8150,1840,5820,thousand tons
ukr,2009,28500,428,910,thousand tons
ury,2009,0.5,13.6,42.9,thousand tons
usa,2009,22700,27500,9180,thousand tons
uzb,2009,90,150,476,thousand tons
ven,2009,0,914,2890,thousand tons
vnm,2009,0,648,2050,thousand tons
zaf,2009,3950,847,2680,thousand tons
alb,2010,0.4,125,265,thousand tons
are,2010,0,120,380,thousand tons
