# File: Andrew_cement_production.csv
# Title: Andrew historical cement production
# Units: kt cement
# Description: Historical cement production 1880 - 2024 by country, energy use, energy intensity, process-based emissions, energy-use emissions, and total emissions
# Source: 1. annual_cement_production.csv from https://zenodo.org/records/14931651 documented here https://essd.copernicus.org/articles/11/1675/2019/
# Column types: ncccc
# ----------
Year,AFG,ALB,DZA,AND,AGO,AIA,ATA,ATG,ARG,ARM,ABW,AUS,AUT,AZE,BHS,BHR,BGD,BRB,BLR,BEL,BLZ,BEN,BMU,BTN,BES,BIH,BWA,BRA,VGB,BRN,BGR,BFA,BDI,KHM,CAN,CPV,CYM,CAF,TCD,CHL,CHN,CXR,COL,COM,COG,COK,CRI,CIV,HRV,CUB,CUW,CYP,CZE,CSK,PRK,COD,VDR,DNK,DJI,DMA,DOM,East & West Pakistan,ECU,EGY,SLV,GNQ,ERI,EST,ETH,FRO,FLK,DEW,FSM,Federation of Malaya-Singapore,FJI,FIN,YMD,DDR,PCZ,YEM (886),FRA,French Equatorial Africa,GUF,French Indo-China,PYF,French West Africa,GAB,GMB,GEO,DEU,GHA,GIB,GRC,GRL,GRD,GLP,GTM,GIN,GNB,GUY,HTI,HND,HKG,HUN,ISL,IND,IDN,IRQ,IRL,IRN,ISR,ITA,JAM,JPN,Japan (Excluding The Ruyuku Islands),JOR,KAZ,KEN,KIR,KSV,KWT,Kuwaiti Oil Fires,KGZ,LAO,LVA,LBN,Leeward Islands,LSO,LBR,LBY,LIE,LTU,LUX,MAC,MKD,MDG,MWI,MYS,MDV,MLI,MLT,MHL,MTQ,MRT,MUS,MEX,MNG,MNE,MSR,MAR,MOZ,MMR,NAM,NRU,NPL,ANT,Netherland Antilles and Aruba,NLD,NCL,NZL,NIC,NER,NGA,NIU,NOR,PSE,OMN,Pacific Islands (Palau),PAK,PLW,PAN,PNG,PRY,Peninsular Malaysia,PER,PHL,BOL,POL,PRT,QAT,CMR,KOR,MDA,SSD,Republic of South Vietnam,SDN (729),REU,Rhodesia-Nyasaland,ROU,RUS,RWA,Rwanda-Urundi,Ryukyu Islands,Sabah,SHN,LCA,SXM,WSM,STP,Sarawak,SAU,SEN,SRB,SYC,SLE,SGP,SVK,SVN,SLB,SOM,ZAF,ESP,LKA,KNA (659),KNA (658),SPM,VCT,SDN (736),SUR,SWZ,SWE,CHE,SYR,TWN,TJK,Tanganyika,THA,TLS,TGO,TON,TTO,TUN,TUR,TKM,TCA,TUV,UGA,UKR,ARE,GBR,United Korea,TZA,USA,URY,SUN,UZB,VUT,VEN,VNM,WLF,YEM (887),YUG,SCG,ZMB,Zanzibar,ZWE
1976,169.108802,699.010662,1396.854986,,301.45482,,,0,5713.146424,509.065226,0,5058.558937,5882.414542,1027.557586,272.044594,0,154.505404,0,2950.569115,7506.960284,0,0,0,0,0,232.125956,0,19146.794,0,0,4359.847402,0,0,51.467896,9624.496583,0,0,0,0,963.331473,46700,0,3609.757762,0,0,0,360.275273,0,2157.537213,2499.869242,0,1022.005367,6560.745157,,6984.928765,654.377537,,2352.81811,0,0,653.998846,,609.986435,3360.475595,323.51249,0,,773.024973,147.051132,0,0,,,,66.173009,1823.564439,,,0,,29395.30807,0,0,,0,,110.288349,0,641.198423,46762.57367,654.377537,0,8742.189792,0,0,0,448.505952,0,0,0,242.634368,257.339481,764.890128,4301.442741,147.051132,18697.55142,1801.483241,2727.798497,1566.094555,6102.621974,1999.895394,36328.98214,367.442813,68709.64138,,536.736631,8201.606422,985.242584,0,,330.930734,,1414.070073,0,509.065226,1705.79313,0,,102.935792,1500.228592,,1922.816952,301.45482,0,674.086889,73.797883,88.230679,1742.823381,0,51.467896,0,,0,0,0,12580.22433,161.891042,0,0,2323.407884,213.530058,235.281811,,0,29.410226,,,3477.759269,51.467896,999.947697,227.929254,36.762783,1271.992291,0,2683.683157,,0,0,3139.541666,,279.397151,0,154.403688,,1963.132611,4499.764636,220.400236,19800.43491,3713.04108,169.168536,301.45482,11874.3789,1746.273501,0,,133.599794,0,,13087.27614,74602.12735,0,,,,,0,0,0,0,,1102.923316,382.332943,3269.598721,0,0,1352.870413,3074.543704,1029.5604,0,0,7051.101775,25197.21145,426.448283,,0,0,0,,51.467896,0,2867.497072,3543.932279,1109.94022,8756.894905,509.065226,,4463.001853,,0,0,235.281811,478.216001,12344.94252,1414.231515,,,88.230679,20454.91587,198.50067,15778.58645,,242.634368,66179,676.435207,124236.1488,7560.561323,0,3536.353584,742.608216,,58.820453,,,382.332943,,536.736631
1977,139.698575,749.480337,1779.318696,,301.45482,,,0,5999.467908,516.625425,0,5021.894219,5632.058352,1042.817987,73.525566,0,308.807377,0,2994.388429,7764.074823,0,0,0,0,0,249.151399,0,21122.927,0,0,4661.520881,0,0,51.467896,9639.201696,0,0,0,0,1124.941159,55650,0,3294.252311,0,0,0,404.390613,0,2189.563801,2654.272931,0,1074.949842,6719.659123,,6999.633878,492.621292,,2308.702771,0,0,860.249122,,624.967311,3257.182572,374.980386,0,,784.505275,73.525566,0,0,,,,73.525566,1713.145687,,,0,,28829.37441,0,0,,0,,191.166471,0,650.72095,45505.13093,611.008239,0,10580.32894,0,0,0,492.621292,0,0,0,242.634368,249.986924,1029.357923,4617.202051,139.698575,19057.82669,2654.272931,3168.951892,1580.799668,7256.811069,1963.132611,38204.2774,330.865047,73135.59368,,566.146858,8323.409625,1146.998829,0,,330.794605,,1435.070625,0,516.625425,1360.22297,0,,102.935792,2499.869242,,1951.372975,294.102264,0,711.890617,51.467896,95.583236,1779.318696,0,36.762783,0,,0,0,0,13226.9978,102.935792,0,0,2868.32511,323.51249,272.044594,,0,44.11534,,,3896.941983,51.467896,911.552359,227.929254,36.762783,1440.892116,0,2316.328705,,0,0,3161.599336,,272.044594,0,198.519028,,1926.067225,4198.309816,264.692037,21300.35646,4294.58595,169.108802,360.275273,14197.78679,1809.864357,0,,148.418371,0,,13874.2743,76471.99344,0,,,,,0,0,0,0,,1264.639734,330.865047,3479.344378,0,0,1352.870413,3101.633936,1070.819431,0,0,6573.185596,27991.18296,352.479903,,0,0,0,,44.11534,0,2617.510148,3646.868071,1396.636507,10338.31375,516.625425,,5109.444229,,0,0,213.272491,573.499414,13830.15896,1435.234464,,,80.878123,20930.07928,198.537799,15454.98025,,257.339481,70939,683.787763,127052.178,7672.844275,0,3139.722318,845.544008,,58.820453,,,397.038056,,492.621292
1978,125.206036,801.881453,2698.38827,,397.038056,,,0,6315.846115,512.231433,0,4992.385928,5882.420526,1033.948633,330.865047,0,338.217603,0,2968.920617,7573.133293,0,0,0,0,0,281.63438,0,23202.867,0,0,5146.789617,0,0,7.352557,10315.54595,14.705113,0,0,0,1176.409055,65240,0,4154.194476,0,0,0,492.621292,0,2224.821417,2712.769239,0,1110.236046,7033.432141,,6999.633878,470.563622,,2625.020202,0,0,867.601678,,830.546758,2999.843091,455.858509,0,,777.832917,88.230679,0,0,,,,80.878123,1705.79313,,,0,,28020.79631,0,0,,0,,14.712248,0,645.186452,47821.19018,500.591863,0,11278.82182,0,0,0,514.678962,0,0,0,249.986924,272.044594,1235.229508,4764.456674,132.346019,19557.80054,3690.983411,4603.099311,1808.728922,11999.37236,1992.542837,38233.29429,294.102264,84877.56899,,566.146858,8252.617531,1124.166939,0,,624.967311,,1422.865092,0,512.231433,1382.28064,0,,132.346019,3198.362119,,1934.776197,308.807377,0,770.547858,66.173009,103.501374,2198.414422,0,36.762783,0,,0,0,0,14058.08821,169.108802,0,0,2815.239709,323.51249,257.339481,,0,36.358796,,,3918.912665,58.820453,801.591893,198.519028,44.11534,1536.684328,0,2235.177205,,0,0,3102.778883,,301.45482,0,169.108802,,2022.283232,4337.58397,257.339481,21697.39451,5117.37939,205.943292,352.922717,15131.56147,1832.387098,0,,192.776024,0,,14690.6859,76588.77069,0,,,,,0,0,0,0,,1801.376366,360.275273,3909.919306,0,0,1352.870413,3247.330027,1130.349842,0,0,6823.17252,30234.2657,573.499414,,0,0,0,,58.820453,0,2352.81811,3698.014764,1433.748536,11462.63573,512.231433,,5087.437172,,0,0,220.576698,882.306791,15344.78561,1423.027538,,,80.878123,20924.62975,1242.582065,15918.18856,,227.550634,76190,683.787763,126949.2422,7607.585356,0,3426.291373,845.544008,,66.173009,,,124.993462,,411.58081
1979,139.698575,845.135533,3771.861533,,397.038056,,,0,6668.768832,492.507309,0,5242.372852,5610.000682,994.135123,448.505952,0,323.51249,0,2854.598544,7705.479312,0,0,0,0,0,299.27278,0,24873.654,0,0,5403.878744,0,0,0,11764.09055,0,0,0,0,1352.870413,73900,0,4257.481633,0,0,0,529.384075,0,2257.307131,2610.459448,0,1132.293716,7088.095527,,7999.581575,448.505952,,2411.638563,0,0,889.659348,,1095.530933,2955.727751,588.204528,0,,747.881469,95.583236,0,0,,,,95.583236,1749.790376,,,0,,28821.82212,0,0,,0,,88.230679,0,620.342725,49306.40582,272.044594,0,12094.9556,0,0,0,573.499414,0,0,0,235.281811,227.929254,1279.344848,4860.039909,124.993462,18263.75058,4698.102501,5102.674277,2066.345059,7541.452055,1919.35212,39284.70989,227.831389,87796.8783,,624.967311,7934.839971,852.276277,0,,1036.49535,,1368.075857,0,492.507309,2124.888856,0,,139.698575,3197.911645,,1860.275173,316.159934,0,806.562035,73.525566,102.347588,2264.587431,0,29.410226,0,,0,0,0,15175.67681,183.813915,0,0,3279.993916,272.044594,389.6855,,0,22.05767,,,3698.335967,58.820453,749.960773,88.230679,36.762783,1742.555913,0,2198.414422,,0,0,3418.938817,,507.326405,0,154.403688,,2396.93345,3948.322892,250.180562,19175.4676,5139.43706,235.341909,492.621292,16410.90632,1798.854953,0,,185.400712,0,,15594.77254,74388.80553,0,,,,,0,0,0,0,,2198.414422,382.332943,4136.725322,0,0,1353.007761,3233.580088,1167.904124,0,0,6896.698086,27909.80252,595.557084,,0,0,0,,58.820453,0,2389.580893,3933.256399,1845.191625,11896.43657,492.507309,,5257.077965,,0,0,213.270901,1382.28064,13778.69106,1368.232048,,,51.467896,20287.41549,1272.11972,16138.9535,,279.397151,76649,683.787763,123015.6244,7314.645583,0,3977.733118,727.903103,,88.230679,,,198.721186,,397.038056
1980,51.575345,999.947697,4154.194476,,242.800898,,,0,7131.979897,496.716073,0,5389.334457,5455.214547,1002.630591,470.563622,0,338.055311,0,2878.992765,7477.752723,0,286.749707,0,0,0,309.456675,0,27192.803,0,0,5359.760113,0,0,0,10499.36395,0,0,0,0,1580.570267,79860,0,4353.073381,0,36.762783,0,551.441745,1301.402517,2290.81051,2830.734289,0,1235.229508,7308.802075,,7999.581575,441.153396,,1918.900713,0,0,1014.65281,,1389.633196,3029.253317,522.031518,0,,754.272555,110.288349,0,0,,,,80.878123,1815.967152,,,0,,29101.419,0,0,,0,,110.288349,0,625.643918,46622.56137,294.524218,0,12675.80757,0,0,183.813915,566.146858,0,0,0,242.634368,448.505952,1485.216432,4661.520881,124.993462,17697.60372,5823.224823,5499.2697,1867.288581,7849.041096,1838.139149,41769.87402,147.051132,87951.28199,,911.717018,8002.647839,1271.240078,0,,1308.755074,,1379.766869,0,496.716073,1485.216432,0,,102.935792,3197.926256,,1876.172317,323.51249,0,840.08183,58.954136,88.230679,2345.772793,0,22.05767,0,,176.461358,0,0,16242.01938,176.461358,0,0,3551.284835,235.013224,389.944255,,0,29.610296,,,3742.528621,58.820453,720.550546,154.403688,44.11534,1999.895394,0,2205.554436,,0,0,3338.060694,,566.146858,0,176.461358,,2169.004196,4477.706966,293.871414,18440.21194,5748.918048,205.929236,507.326405,15609.47765,1852.158665,0,,185.423729,0,,15609.76878,75792,0,,,,,0,0,0,0,,2911.612412,389.6855,4230.037323,0,0,1955.780054,3289.241124,1202.79705,0,0,7198.152907,28005.88807,573.499414,,0,0,0,,66.070891,0,2448.276236,4250.162168,1992.542837,14058.08821,496.716073,,5337.956088,,301.45482,0,183.774128,1779.318696,12874.3266,1379.924394,,,7.352557,20633.41835,1720.327305,14808.04898,,302.042452,68242,808.781225,125044.93,7377.153526,0,4845.334796,639.672424,,80.878123,,,161.756245,,470.563622
1981,73.525566,786.330783,4463.354297,,249.986924,,,0,6646.711162,504.969525,0,6007.038738,5286.488192,1019.290338,29.410226,0,345.57016,0,2926.830215,6690.826501,0,294.102264,0,60,0,287.709291,0,26051.07,0,0,5440.89188,0,0,0,10146.5281,0,0,0,0,1860.474667,82900,0,4455.28182,0,51.467896,0,463.211065,1198.466725,2965.801439,3293.576574,0,1036.71048,7358.314581,,7999.581575,492.621292,,1602.857338,0,0,948.479801,,1235.229508,3499.816939,455.858509,0,,766.805576,132.346019,0,0,,,,95.583236,1816.081479,,,0,,28226.46477,0,0,,0,,146.969164,0,636.03964,43703.5964,397.516415,0,12940.49961,0,0,161.756245,514.678962,0,0,0,235.281811,308.807377,1514.923877,4632.110655,124.993462,20756.26727,6889.34553,5602.008627,1941.074941,9007.723288,2058.715847,41549.29732,161.756245,84826.78005,,963.184914,8135.620131,1301.402517,0,,1551.389442,,1402.693126,0,504.969525,2389.580893,0,,88.230679,3198.362119,,1907.346865,345.435801,0,892.957896,36.762783,80.390905,2830.734289,0,22.05767,0,,176.461358,59.147233,0,17977.00088,213.224141,0,0,3602.752732,234.935808,315.954502,,0,29.649334,,,3316.003024,51.467896,889.659348,169.108802,36.567236,2500.008232,0,1838.139149,,0,0,3588.047618,,522.031518,0,154.403688,,3080.252591,4088.45397,374.980386,14227.19701,5698.231361,257.339481,514.678962,15616.83021,1907.552856,0,,148.405019,0,,14741.87597,77048.43724,0,,,,0,0,0,0,0,,4735.046447,374.980386,4016.696834,0,0,2249.882318,3354.993187,1381.118895,0,0,8095.280153,28747.98773,640.254473,0,0,0,0,,73.658524,0,2316.055327,4345.360948,2316.055327,14336.78611,504.969525,,6264.378219,,286.749707,0,139.728261,2021.953064,15043.33079,1402.853269,,,7.352557,20994.3559,1720.327083,12727.27547,,389.6855,65054,742.608216,127162.4663,7499.73258,0,4874.939398,544.089188,,80.878123,,,147.051132,,588.204528
1982,88.230679,830.838895,4396.828844,,249.789929,,,0,5624.905232,490.976237,0,5742.346701,5014.443598,991.044627,66.173009,0,323.374591,0,2845.724372,6323.395927,0,316.159934,0,60,0,297.907654,0,25644.119,0,0,5610.000682,0,0,0,8425.955371,0,0,0,0,1132.293716,95200,0,5028.747086,0,36.762783,0,426.448283,1102.883489,2730.635179,3161.934891,0,1066.120706,7136.564465,,7984.876462,544.089188,,1772.208195,0,0,948.479801,,1588.152225,4257.130269,419.095726,0,,745.556508,147.051132,0,0,,,,88.230679,1860.038504,,,0,,26145.69125,0,0,,0,,176.560106,0,618.414248,41799.28424,294.102264,0,12859.62149,0,0,161.756245,507.839893,0,0,0,213.224141,279.397151,1433.748536,4367.234268,124.993462,22498.82318,7499.607727,5595.295569,1580.799668,10058.04658,2191.395563,39726.25734,213.224141,80686.95607,,794.076112,7910.172708,1301.402517,0,,1551.120756,,1363.822881,0,490.976237,1698.440573,0,,80.878123,3992.438231,,1854.492083,345.57016,0,896.056117,36.895981,51.467896,3124.836553,0,29.410226,0,,198.519028,0,0,19293.34059,352.922717,0,0,3742.451307,352.922717,345.796615,,0,22.05767,,,3102.694179,51.467896,779.370999,102.935792,36.583452,3602.752732,0,1786.511671,,0,0,3698.698763,,352.922717,0,110.288349,,2588.099921,4352.713504,323.239944,16102.09894,5962.923399,227.86162,529.384075,17888.7702,1878.643796,0,,185.433573,0,,14992.14371,74910.49,0,,,,0,0,0,0,0,,7154.203512,360.275273,4095.753922,0,0,2698.055711,3250.170285,1340.96976,0,0,8007.038716,29564.63007,647.02498,0,0,0,0,,73.525566,0,2301.350214,4102.315897,2595.841193,13432.082,490.976237,,6609.309057,,279.397151,0,191.204522,1780.00384,15779.25163,1363.978586,,,14.705113,20430.17963,2220.472092,12962.47062,,397.038056,57475,661.730094,123677.3545,7291.906336,0,5433.326018,801.268831,,235.281811,,,154.403688,,573.499414
1983,14.705113,838.191452,4808.907105,,220.576698,,,0,5624.705795,508.563455,0,4837.98224,4904.155249,1026.544751,22.05767,0,308.807377,0,2947.660821,5720.289031,0,301.45482,0,116,0,284.985863,0,20869.935,0,0,5646.534332,0,0,0,7867.235557,0,0,0,0,1257.287178,108250,0,4720.341334,0,14.705113,0,382.332943,639.672424,2846.886737,3227.772345,0,941.127244,7252.436888,,7984.876462,514.678962,,1654.325234,0,0,1102.883489,,1419.30956,5499.712333,433.800839,0,,772.263024,169.108802,0,0,,,,110.288349,1904.312158,,,0,,24506.07113,0,0,,0,,117.640906,0,640.566412,42240.28504,287.037609,0,14197.78679,0,0,161.756245,447.98924,0,0,0,213.224141,485.268735,1713.145687,4242.425155,117.362795,25351.61514,8183.681413,5595.295569,1485.216432,10797.01918,2058.400528,39211.18432,279.397151,80885.4751,,1271.992291,8193.522327,1278.339073,0,,1124.941159,,1412.676263,0,508.563455,1499.921545,0,,88.230679,4992.385928,,1920.921685,352.922717,0,882.849668,36.970482,73.525566,3227.772345,0,22.05767,0,,205.871585,0,0,17065.28386,161.756245,0,0,3845.387099,419.095726,338.217603,,0,44.11534,,,3110.13144,58.820453,757.313329,102.935792,36.762783,3602.752732,0,1668.867149,,0,0,4940.918032,,323.51249,0,154.403688,,1963.484679,4382.123731,330.865047,16197.68218,6065.859191,374.980386,610.262197,21278.29879,1970.763465,0,,200.239759,0,,13969.60212,77590.90231,0,,,,0,0,0,0,0,,8124.390052,397.038056,3954.618998,0,0,3154.246779,3315.29184,1349.903782,0,0,7896.645783,30638.10333,507.326405,0,0,0,0,,73.525566,0,2242.529761,4094.999264,3625.285849,14809.785,508.563455,,7263.698491,,235.281811,0,389.6855,2852.791959,13594.32657,1412.837546,,,22.05767,21180.25084,2066.068403,13396.2681,,419.095726,63884,404.390613,128147.7089,7553.109088,0,4441.119106,926.422131,,852.896565,,,154.403688,,580.851971
1984,110.431395,860.249122,5536.475116,,353.181268,,,0,5220.494896,516.280096,0,5462.94955,4896.47354,1042.120934,0,0,272.044594,147.775522,2992.386883,5705.583918,0,301.45482,0,116,0,270.931991,0,19497.272,0,0,5720.529137,0,0,0,8609.843773,0,0,0,0,1396.985753,123020,0,5279.135635,0,0,0,470.563622,536.736631,2884.242525,3345.037023,0,852.896565,7289.506578,,7984.876462,536.736631,,1669.15069,0,0,1139.646272,,1735.203356,6500.033402,397.038056,0,,783.980886,242.634368,0,0,,,,95.583236,1647.115619,,,0,,22719.19435,0,0,,0,,205.871585,0,650.285987,40461.11894,228.253478,0,13522.22067,0,0,169.108802,419.095726,0,0,0,220.576698,536.736631,1845.491705,4146.674553,117.640906,29027.61918,8859.830697,7984.876462,1374.928083,11624.10959,2066.387536,37777.43579,264.692037,78855.8619,,1985.190281,8317.845989,1161.703942,0,,1183.761612,,1434.111377,0,516.280096,1249.934621,0,,80.878123,5984.981068,,1950.068614,338.217603,0,866.596836,36.762783,73.525566,3470.773525,0,22.05767,0,,191.166471,0,0,18432.85938,139.619201,0,0,3587.309185,448.505952,308.807377,,0,36.762783,,,3176.304449,58.820453,823.486339,102.935792,36.762783,2992.490534,0,1543.89695,,0,0,4698.685708,,301.45482,0,110.288349,,1948.427498,3654.220628,287.010152,16697.51491,5536.475116,477.774111,0,20410.24049,2025.884064,0,,177.994998,0,,14013.97287,78765.2242,0,,,,0,0,0,0,0,,7146.68501,382.332943,3765.193365,0,0,2823.071811,3298.779968,1339.826597,0,0,8183.39549,25432.49326,499.973848,0,0,0,0,,51.467896,0,2389.580893,4183.996353,4278.71379,14234.401,516.280096,,8241.558564,,242.634368,0,404.390613,2779.266393,15733.86884,1434.275107,,,22.05767,21520.15935,4007.143344,13477.23624,,367.62783,70488,330.865047,130132.8992,7667.715498,0,4779.161787,1095.530933,,1389.633196,,,242.634368,,647.264176
1985,73.602476,852.896565,6095.269417,,352.922717,,,0,4631.941809,518.422075,0,5889.397833,4558.585089,1046.444559,0,0,242.547464,220.576698,3004.801907,5536.475116,0,301.45482,0,116,0,260.942374,0,20634.513,0,0,5293.840748,0,0,0,10190.64344,0,0,0,0,1426.639267,145950,0,5396.367508,0,58.652394,0,477.916179,676.435207,2828.5395,3183.657006,0,661.730094,7110.588719,,7984.876462,441.598107,,1742.555913,0,0,1007.300254,,1963.132611,5749.699257,448.505952,0,,787.233521,249.986924,0,0,,,,95.583236,1610.32879,,,0,,23542.88622,0,0,,0,,242.634368,0,652.98394,37365.82341,360.275273,0,13668.40271,0,0,169.108802,529.384075,0,0,0,264.692037,345.57016,1838.139149,3676.434868,117.640906,33027.40038,10080.35509,7984.876462,1455.806206,12258.39726,2021.654972,36674.5523,242.634368,72841.77819,,2021.953064,8352.355652,845.544008,0,,1191.263975,,1440.061319,0,518.422075,999.947697,0,,95.583236,6529.070256,,1958.159196,294.102264,0,840.170767,36.762783,58.436005,3124.836553,0,22.05767,0,,198.519028,0,0,20682.7417,146.991428,0,0,3690.983411,198.519028,477.916179,,0,29.410226,,,2911.68458,58.968989,970.537471,102.935792,36.898439,3337.885569,0,1602.857338,,647.02498,0,5227.667739,,301.45482,0,44.11534,,1756.930838,3080.721213,382.332943,14999.33881,5367.366314,316.159934,0,20425.40222,2059.627087,0,,192.861721,0,,12234.65417,79089,0,,,,0,0,0,0,0,,8220.332866,404.390613,3634.15914,0,0,1992.542837,3209.202797,1304.242573,0,0,7036.396661,24197.7047,595.557084,0,0,0,0,,51.467896,0,2124.888856,4257.130269,4293.893052,14417.679,518.422075,,7918.703453,,286.749707,0,330.865047,3058.663544,17579.96282,1440.225729,,,22.05767,21628.06416,4205.353496,13337.4503,,301.45482,70665,315.808645,130713.7511,7699.527854,0,5293.840748,1294.049961,,1396.985753,,,316.159934,,698.492877
1986,88.230679,845.544008,6455.54469,,352.922717,,,0,5551.180229,534.62551,0,5926.160616,4565.937646,1079.151492,0,0,294.102264,198.519028,3098.717878,5756.846608,0,301.45482,0,116,0,267.29619,0,25257.14,0,0,5698.459665,0,0,0,10602.38661,0,0,0,0,1433.984894,166060,0,6006.59015,0,58.820453,0,551.441745,772.018442,2775.260921,3301.297911,0,860.249122,7143.598914,,7984.876462,441.153396,,2029.30562,0,0,1066.598787,,2015.084205,7609.896076,441.153396,0,,811.838737,272.044594,0,0,,,,95.583236,1419.043423,,,0,,23491.41832,0,0,,0,,213.224141,0,673.393145,38564.02482,220.576698,0,13337.53766,0,0,183.813915,647.66687,0,0,0,249.986924,360.275273,2235.177205,3845.218309,110.062348,36395.15515,10940.60421,7984.876462,1396.985753,12425.29589,2058.715847,35938.93701,242.634368,71260.97852,,1794.023809,8613.410994,1308.755074,0,,1014.65281,,1485.070861,0,534.62551,904.364461,0,,95.583236,2073.42096,,2019.36204,389.6855,0,847.624449,36.762783,73.525566,3566.317014,0,22.05767,0,,198.519028,0,0,19748.96701,426.448283,0,0,3741.724617,73.525566,433.800839,,0,95.583236,,,3102.778883,36.762783,904.509345,102.935792,36.613946,3860.092212,0,1749.90847,,698.752346,0,5227.667739,,338.217603,0,176.461358,,2205.766979,3543.932279,294.102264,15800.64412,5440.89188,308.807377,0,23403.18764,2154.438208,0,,148.449139,0,,14212.4919,81778.08424,0,,,,0,0,0,0,0,,9330.394319,360.772205,3717.038572,0,0,1801.376366,3208.80023,1302.260326,0,0,6712.958574,24035.04477,595.557084,0,0,0,0,,51.467896,0,2051.36329,4389.476287,4197.818843,14806.115,534.62551,,7911.350896,,345.57016,0,323.580742,2986.04559,19998.95394,1485.240409,,,14.705113,22367.81659,2742.290716,13410.97677,,301.45482,71473,337.827952,135110.58,7940.178871,0,5749.699257,1526,,1161.703942,,,330.865047,,749.960773
1987,102.815117,860.673099,7543.723067,,352.922717,,0,0,6301.141002,542.417978,0,5867.424174,4521.822306,1094.880734,0,0,308.807377,205.073633,3143.883438,5691.08119,0,301.45482,0,116,0,263.117452,0,25468.027,0,0,5492.139994,0,0,0,12587.57689,0,0,0,0,1595.504781,186250,0,5962.923399,0,36.762783,0,580.851971,654.377537,2714.020473,3536.197802,0,853.656045,7195.659586,,8977.471603,492.621292,,1889.369538,0,0,1088.178376,,2146.946526,8742.189792,610.262197,0,,823.671745,352.922717,0,0,,,,58.820453,1426.486706,,,0,,23557.36249,0,0,,0,,139.698575,0,683.20823,37696.69106,272.044594,0,13168.42886,0,0,191.166471,1323.460187,0,0,0,249.986924,448.505952,2227.824648,4154.014071,132.346019,36975.72954,11845.32075,9976.72748,1448.453649,12623.89863,2227.824648,37255.76035,308.807377,71547.72823,,2264.587431,8738.956315,1322.522892,0,,1014.65281,,1506.716606,0,542.417978,904.364461,0,,102.935792,2698.38827,,2048.79538,507.541101,0,844.607325,51.321681,73.525566,3316.003024,0,22.05767,0,,198.519028,80.878123,0,22344.68608,544.277715,0,0,3807.930198,73.252237,389.6855,,0,154.403688,,,2926.317525,51.467896,882.306791,102.935792,36.762783,3801.27176,0,1639.767834,,837.866823,0,6830.992985,,352.922717,0,264.692037,,2587.731875,3323.355581,397.038056,16087.39383,5852.63505,301.358724,0,25660.42252,2216.863835,0,,126.164302,0,,14293.12298,83191.36491,66.569255,,,,0,0,0,0,0,,8595.13866,374.980386,3632.34267,0,0,1529.331772,3220.313004,1287.677845,0,0,6734.866781,23013.50214,595.557084,0,0,0,0,,51.467896,0,2249.74417,4617.405542,3867.053327,15663.437,542.417978,,9850.367,,367.62783,0,323.51249,3404.233704,21976.17132,1506.888625,,,7.352557,22758.82988,3102.778883,14308.07513,,301.45482,70940,404.390613,137397.2251,8055.911454,0,6109.97453,1665,,757.313329,,,374.472283,,808.975878
1988,102.935792,742.980078,7197.838494,,999.947697,,0,0,6051.336754,549.41571,0,6396.724238,4764.456674,1109.005784,0,154.450252,308.807377,183.813915,3184.442662,6447.956523,0,198.519028,0,116,0,262.139581,0,25328.769,0,0,5536.475116,0,0,0,12036.13515,0,0,0,0,1882.254488,210130,0,6764.352067,0,73.525566,0,558.794301,698.492877,2617.722226,3565.989949,0,867.601678,7611.70203,,8028.314402,492.621292,,1683.73546,0,0,1492.568989,,2198.414422,9786.252828,624.967311,0,,834.297929,404.390613,0,0,,,,44.11534,1507.274102,,,0,,25300.14724,0,0,,0,,132.346019,0,692.022296,38725.91559,477.916179,0,13050.08411,0,0,242.634368,800.71692,0,0,0,249.986924,558.794301,2191.061865,3874.978883,132.346019,40696.40075,12242.00673,10521.50849,1683.942384,12279.54247,2323.124403,37880.72796,367.62783,77547.41441,,1830.786592,8851.697545,1242.582065,0,,889.659348,,1526.154749,0,549.41571,904.364461,0,,102.935792,2720.720041,,2075.226878,565.914449,0,829.77316,51.322095,66.173009,3771.861533,0,22.05767,0,,198.519028,88.230679,0,22513.52829,499.815779,0,0,4220.367486,66.173009,353.237264,,0,214.01386,,,3418.938817,58.820453,808.898017,102.935792,29.410226,3499.816939,0,1426.272866,,867.601678,0,7043.305545,,220.576698,0,323.51249,,2514.207157,4095.772096,455.858509,16984.26608,5896.750389,301.45482,579.885495,28990.6517,2277.03312,0,,141.068612,0,,14448.02271,84489.83081,58.820453,,,,0,0,0,0,0,,10947.95677,389.6855,3619.714884,0,0,1595.504781,3411.249456,1256.27453,0,51.467896,8484.850311,25403.55107,397.038056,0,0,0,0,,51.467896,0,2249.882318,4962.975702,3330.708138,17280.809,549.41571,,11514.41,,374.980386,0,360.358555,3227.772345,22675.28454,1526.328988,,,14.705113,23118.5751,3286.592798,16506.38345,,191.166471,69733,433.800839,139492.7037,8159.840725,0,6198.20521,1956.089464,,647.02498,,,404.863032,,772.018442
