# File: MOVES_EV_Efs_ORD.csv
# Title: PM emission factors for electric vehicles accounting for the break and tire wear
# Units: Tg/million-pass-km
# Source: derived from Brake and Tire Wear Emissions from On-road Vehicles in MOVES2014
# Column types: ccccnnnnnnnnnn
# ----------
state,class,fuel,pollutant,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
FL,Small SUV,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
FL,Small SUV,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
GA,Small SUV,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
GA,Small SUV,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
HI,Small SUV,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
HI,Small SUV,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
IA,Small SUV,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
IA,Small SUV,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
ID,Small SUV,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
ID,Small SUV,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
IL,Small SUV,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
IL,Small SUV,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
IN,Small SUV,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
IN,Small SUV,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
KS,Small SUV,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
KS,Small SUV,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
KY,Small SUV,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
KY,Small SUV,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
LA,Small SUV,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
LA,Small SUV,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
MA,Small SUV,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
MA,Small SUV,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
MD,Small SUV,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
MD,Small SUV,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
ME,Small SUV,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
ME,Small SUV,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
MI,Small SUV,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
MI,Small SUV,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
MN,Small SUV,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
MN,Small SUV,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
MO,Small SUV,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
MO,Small SUV,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
MS,Small SUV,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
MS,Small SUV,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
MT,Small SUV,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
MT,Small SUV,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
NC,Small SUV,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
NC,Small SUV,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
ND,Small SUV,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
ND,Small SUV,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
NE,Small SUV,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
NE,Small SUV,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
NH,Small SUV,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
NH,Small SUV,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
NJ,Small SUV,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
NJ,Small SUV,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
NM,Small SUV,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
NM,Small SUV,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
NV,Small SUV,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
NV,Small SUV,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
NY,Small SUV,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
NY,Small SUV,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
OH,Small SUV,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
OH,Small SUV,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
OK,Small SUV,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
OK,Small SUV,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
OR,Small SUV,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
OR,Small SUV,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
PA,Small SUV,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
PA,Small SUV,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
RI,Small SUV,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
RI,Small SUV,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
SC,Small SUV,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
SC,Small SUV,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
SD,Small SUV,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
SD,Small SUV,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
TN,Small SUV,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
TN,Small SUV,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
TX,Small SUV,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
TX,Small SUV,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
UT,Small SUV,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
UT,Small SUV,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
VA,Small SUV,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
VA,Small SUV,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
VT,Small SUV,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
VT,Small SUV,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
WA,Small SUV,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
WA,Small SUV,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
WI,Small SUV,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
WI,Small SUV,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
WV,Small SUV,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
WV,Small SUV,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
WY,Small SUV,ELC,PM10,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08,1.35E-08
WY,Small SUV,ELC,PM2.5,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09,1.79E-09
