BLDGID5,REGION5,CENDIV5,MSA5,CLIMATE5,SQFT5,SQFTC5,NFLOOR5,PORBLG5,NUMBLG5,YRCON5,MONCON5,YRCONC5,EXPRED5,AMTDIF5,PBA5,HT15,HT25,COOL5,WATR5,COOK5,MANU5,GENR5,HEATP5,COOLP5,WKHRS5,WKHRSC5,TOTWK5,TOTWKC5,NWKER5,NWKERC5,WLCNS5,RFCNS5,BLDSHP5,BLDLEN5,BLDWID5,ATTWLL5,GLSSPC5,LTOHRP5,ADJWT5,PAIR5,STRATUM5,ELSUPL5,NGSUPL5,FKSUPL5,STSUPL5,HWSUPL5,ELBTU5,NGBTU5,FKBTU5,STBTU5,HWBTU5,MFBTU5
996,4,9,2,4,25001,5,1,2,   ,1971,  ,6,1,2400,12,1,2,1,1,2,2,2,100,100,73,4,20,4,1,1,5,4,2,250,100,0,2,100,1525.12,2,20,1,1,2,2,2,105857,74397,              ,              ,              ,180254
997,1,2,2,2,5000,2,2, ,1,1975,  ,6,3,         ,8,1,2,1,1,2,2,2,60,60,45,2,6,2,6,2,5,3,2,100,50,0,2,50,1421.18,2,18,1,1,2,2,2,57608,131712,              ,              ,              ,189320
998,1,1,1,1,1001,2,1,2,   ,1978,  ,6,3,         ,15,1,2,1,1,1,2,2,98,95,102,5,25,4,10,3,5,4,2,75,50,0,2,85,1824.26,2,8,1,2,2,2,2,973021,              ,              ,              ,              ,973021
999,4,9,2,4,5000,2,1,2,   ,1969,  ,5,3,         ,6,1,2,1,1,2,2,2,100,100,98,5,8,2,8,2,5,4,2,51,37,0,3,75,2149.24,2,13,1,1,2,2,2,99845,127493,              ,              ,              ,227338
1000,2,3,2,2,100000,6,1,2,   ,1987,  ,8, ,         ,3,1,2,1,1,1,2,2,100,100,73,4,87,4,30,4,5,6,2,250,75,0,5,100,20.76,2,21,1,1,2,2,2,6057272,5081922,              ,              ,              ,11139194
1001,1,1,2,1,15000,4,2, ,0,1956,  ,4,3,         ,2,1,2,1,1,2,2,2,100,100,42,2,31,4,31,4,5,6,2,250,100,0,2,100,436.79,2,21,1,2,1,2,2,492277,              ,428136,              ,              ,920413
1002,1,2,2,3,70000,6,6, ,1,1957,  ,4,3,         ,2,1,2,1,1,2,2,2,100,100,96,5,300,7,300,7,5,4,2,270,150,0,5,100,206.97,2,19,1,2,1,2,2,7607904,              ,5669231,              ,              ,13277135
1003,4,8,2,2,450000,8,3, ,3,1991,  ,9, ,         ,20,1,2,1,1,2,2,1,3,1,65,4,5,2,3,1,5,7,1,300,300,1,1,99,1.04,0,0,1,2,1,2,2,3375949,              ,147427,              ,              ,3523376
1004,3,5,2,3,45000,5,1,2,   ,1947,  ,4,3,         ,11,1,2,1,1,2,2,2,75,10,95,5,8,2,8,2,5,3,2,130,180,0,1,100,225.04,2,11,1,2,2,2,2,832187,              ,              ,              ,              ,832187
1005,4,9,2,4,1500,2,1,2,   ,1952,  ,4,3,         ,14,1,2,2,1,1,2,2,100,   ,65,4,4,1,4,1,5,3,2,120,45,0,1,100,222.14,1,20,1,1,2,2,2,26003,100225,              ,              ,              ,126228
1006,1,2,2,2,250000,8,4, ,1,1892,  ,1,3,         ,5,1,1,1,1,2,2,2,90,10,45,2,100,6,100,6,5,4,3,     ,     , ,1,100,26.27,1,4,1,2,1,2,2,3457414,              ,3759747,              ,              ,7217161
1007,2,3,2,1,22500,4,2, ,1,1979,  ,6,3,         ,13,1,2,1,1,1,2,2,100,100,107,5,120,1,3,1,3,5,3,     ,     , ,1,100,444.28,1,18,1,1,2,2,2,451800,540328,              ,              ,              ,992128
1008,2,3,1,3,8000,3,1,2,   ,1961,  ,5,3,         ,3,1,2,1,1,2,2,2,30,10,55,3,8,2,8,2,5,5,2,150,60,0,1,100,528.42,2,2,1,3,2,2,2,229372,              ,              ,              ,              ,229372
1009,4,9,2,4,5000,2,1,2,   ,1950,  ,4,3,         ,5,1,2,1,2,2,2,2,20,20,55,3,5,2,5,2,5,4,2,45,24,0,1,100,1813.56,2,4,1,2,2,2,2,30360,              ,              ,              ,              ,30360
1010,1,2,2,2,15000,4,3, ,1,1939,  ,3,3,         ,13,1,2,1,1,2,2,2,95,80,60,3,7,2,5,2,5,2,2,80,60,0,2,100,537.09,2,4,1,1,2,2,2,57987,629748,              ,              ,              ,687735
1011,1,2,2,2,600000,9,11, ,3,1928,  ,3,3,         ,16,1,1,1,1,1,2,1,100,90,168,6,2100,9,1300,9,5,4,3,     ,     , ,3,90,21.29,2,4,1,2,1,1,2,48773806,              ,97915,93428000,              ,142299721
1012,1,1,2,2,140000,7,5, ,1,1971,  ,6,3,         ,2,1,2,1,1,1,2,2,75,75,60,3,325,7,325,7,5,6,2,240,152,0,4,100,12.03,1,11,1,2,2,2,2,9370570,              ,              ,              ,              ,9370570
1013,4,8,2,5,4000,2,1,2,   ,1984,  ,7,3,         ,13,1,2,1,1,2,2,2,100,100,45,2,2,1,2,1,5,2,2,100,40,0,1,100,1543.02,1,12,1,1,2,2,2,1243954,906240,              ,              ,              ,2150194
1014,2,3,2,2,2000,2,1,2,   ,1971,  ,6,3,         ,15,1,2,1,1,1,2,2,95,95,78,4,8,2,5,2,5,5,2,50,40,0,3,95,1349.78,1,10,1,1,2,2,2,801479,455435,              ,              ,              ,1256914
1015,3,5,2,4,1600000,10,994, ,1,1976,  ,6,1,1200,2,1,1,1,1,1,2,1,95,95,119,5,6500,11,6250,11,5,4,2,375,200,0,2,95,10.87,2,7,1,1,1,2,2,135207003,17789764,1755399,              ,              ,154752166
1016,3,5,2,5,1600000,10,4, ,0,1967,  ,5,3,         ,3,1,2,1,1,1,2,2,90,100,71,4,3000,10,1500,9,5,4,3,     ,     , ,1,99,5.02,2,6,1,1,2,2,2,88224357,8981524,              ,              ,              ,97205881
1017,4,9,2,3,15000,4,1,2,   ,1984,  ,7,3,         ,2,1,1,1,1,2,1,2,100,20,55,3,35,4,35,4,4,4,2,194,76,0,3,100,465.87,2,4,1,1,2,2,2,170406,380936,              ,              ,              ,551342
1018,4,8,1,4,10001,4,2, ,0,1953,  ,4,3,         ,2,1,1,1,1,2,2,2,90,90,45,2,24,4,24,4,5,6,2,105,96,0,1,90,1995.56,2,20,1,1,2,2,2,857726,162685,              ,              ,              ,1020411
1019,1,2,2,3,2000,2,3, ,1,1962,  ,5,3,         ,3,1,2,1,1,2,2,2,75,75,50,3,2,1,2,1,6,3,2,90,50,0,3,75,1824.26,1,16,1,1,2,2,2,22966,70795,              ,              ,              ,93761
1020,2,4,1,3,2500,2,1,2,   ,1986,  ,7,3,         ,13,2,2,2,2,2,2,2,   ,   ,48,2,1,1,1,1,6,3,2,64,48,0,1,100,1407.92,1,2,1,2,2,2,2,74443,              ,              ,              ,              ,74443
1021,2,3,2,2,160000,7,4, ,1,1939,  ,3,3,         ,8,1,1,1,1,2,2,1,100,95,77,4,300,7,300,7,5,4,3,     ,     , ,1,100,187.55,2,22,1,1,1,2,2,14892271,65546683,0,              ,              ,80438954
1022,4,8,1,2,2500,2,1,2,   ,1965,  ,5,1,1000,16,1,2,1,1,2,2,2,100,100,60,3,5,2,5,2,5,4,2,100,40,0,1,100,1890.17,1,20,1,1,2,2,2,102862,48672,              ,              ,              ,151534
1023,1,2,2,3,900000,9,2, ,0,1971,  ,6,2,100000,5,1,2,1,1,2,2,2,20,4,98,5,65,5,65,5,3,6,2,500,400,0,1,16,21.29,1,5,1,1,2,2,2,1378851,210842,              ,              ,              ,1589693
1024,2,3,2,2,140000,7,1,2,   ,1957,  ,4,3,         ,3,1,2,1,1,1,2,2,100,100,108,5,125,6,125,6,5,4,2,1200,200,0,3,95,21.23,1,10,1,1,2,2,2,15791821,8659652,              ,              ,              ,24451473
1025,4,9,2,4,5001,3,1,2,   ,1952,  ,4,3,         ,14,1,2,2,1,2,1,2,100,   ,40,2,3,1,3,1,5,4,2,134,40,0,2,100,1322.29,1,3,1,1,2,2,2,89616,81703,              ,              ,              ,171319
1026,1,1,2,2,400000,8,9, ,2,1904,  ,2,3,         ,2,1,1,1,1,1,2,2,100,73,82,4,1200,9,1200,9,5,6,2,249,198,0,3,100,12.03,2,3,1,1,1,2,2,30318588,597643,11077586,              ,              ,41993817
1027,3,5,1,3,7000,3,2, ,1,1981,  ,7,1,600,12,1,1,1,1,2,2,2,50,80,6,1,0,0,0,0,5,3,3,     ,     , ,2,100,2015.22,1,3,1,2,2,2,2,80397,              ,              ,              ,              ,80397
1028,2,3,1,3,3500,2,2, ,1,1946,  ,4,3,         ,12,1,2,1,1,1,2,2,100,100,14,1,2,1,1,1,5,3,2,60,30,0,1,50,1796.87,2,21,1,2,2,2,2,49610,              ,              ,              ,              ,49610
1029,4,8,2,2,1500,2,2, ,0,1984,  ,7,3,         ,2,1,1,1,1,2,2,2,100,100,45,2,4,1,3,1,5,3,2,40,28,2,1,85,423.48,1,9,1,1,2,2,2,57390,62049,              ,              ,              ,119439
1030,3,6,1,3,22500,4,2, ,0,1986,  ,7,1,2000,5,1,2,1,1,2,2,2,18,18,47,2,35,4,35,4,3,5,2,200,100,0,1,100,548.97,1,11,1,1,2,2,2,288218,484865,              ,              ,              ,773083
1031,3,6,2,4,10001,4,1,2,   ,1974,  ,6,3,         ,5,1,2,1,2,2,2,2,10,5,42,2,2,1,2,1,3,4,2,300,70,0,1,5,21.73,2,9,1,1,2,2,2,227174,1006259,              ,              ,              ,1233433
1032,4,9,2,4,8000,3,3, ,1,1958,  ,4,3,         ,18,1,1,2,1,1,2,2,40,   ,168,6,30,4,30,4,6,4,3,     ,     , ,3,80,444.28,1,4,1,1,2,2,2,326351,484762,              ,              ,              ,811113
1033,2,3,2,1,50001,6,3, ,1,1977,  ,6,3,         ,2,1,2,1,1,1,2,2,100,100,45,2,300,6,150,6,5,1,2,155,111,0,1,100,21.23,1,18,1,1,2,2,2,1821465,1406334,              ,              ,              ,3227799
1034,1,1,2,1,60000,6,2, ,1,1955,  ,4,3,         ,2,1,2,1,1,2,1,2,100,50,101,5,100,6,75,5,5,3,2,225,60,0,2,50,421.1,1,21,1,2,1,2,2,3016652,              ,4295091,              ,              ,7311743
1035,1,1,2,2,10001,4,1,2,   ,1913,  ,2,3,         ,3,1,2,1,1,2,2,2,100,100,90,5,4,1,4,1,5,3,1,40,40,0,1,33,1299.89,1,20,1,1,2,2,2,129195,146838,              ,              ,              ,276033
1036,2,3,2,2,70000,6,2, ,0,1974,  ,6,3,         ,3,1,2,1,1,2,2,2,100,25,55,3,70,4,30,4,4,4,2,320,230,0,1,100,12,1,16,1,1,2,2,2,120280,3004165,              ,              ,              ,3124445
1037,3,6,2,3,2500,2,1,2,   ,1980,  ,7,3,         ,15,1,2,1,1,1,2,2,100,100,119,5,18,3,8,2,5,3,2,30,90,0,3,100,1423.83,1,9,1,1,2,2,2,1271216,332573,              ,              ,              ,1603789
1038,1,2,2,3,40000,5,5, ,1,1956,  ,4,3,         ,14,1,2,1,1,2,2,2,100,90,65,4,55,5,55,5,5,7,2,200,50,1,4,100,1.09,0,0,1,1,2,2,2,998590,8660887,              ,              ,              ,9659477
1039,3,6,2,4,2500,2,1,2,   ,1977,  ,6,3,         ,3,1,2,2,2,2,2,2,100,   ,168,6,0,0,0,0,3,5,2,80,35,0,1,100,3867.6,2,7,1,1,2,2,2,8254,2161,              ,              ,              ,10415
1040,1,1,2,1,3000,2,1,2,   ,1947,  ,4,1,800,11,1,1,2,1,2,1,2,40,   ,60,3,9,2,9,2,6,6,2,80,55,0,1,100,162.22,1,17,1,2,1,2,2,3828752,              ,377237,              ,              ,4205989
1041,2,3,2,2,100001,7,3, ,1,1972,  ,6,3,         ,13,1,2,1,1,2,2,2,50,100,168,6,12,3,12,3,5,4,1,720,720,0,1,100,146.51,2,20,1,2,2,1,2,3577694,              ,              ,12138000,              ,15715694
1042,1,2,2,2,6000,3,1,2,   ,1969,  ,5,3,         ,2,1,1,1,1,2,1,1,80,80,45,2,16,3,16,3,5,4,3,     ,     , ,1,100,1445.54,2,4,1,1,2,2,2,192232,357783,              ,              ,              ,550015
1043,3,5,2,5,50001,6,1,2,   ,1977,  ,6,3,         ,3,2,2,1,2,2,1,2,   ,100,55,3,46,4,46,4,5,7,3,     ,     , ,1,95,150.01,1,12,1,1,2,2,2,3094442,8060466,              ,              ,              ,11154908
1044,2,4,1,3,5000,2,1,2,   ,1986,  ,7,3,         ,5,2,2,2,2,2,2,2,   ,   ,995,0,0,0,0,0,3,5,2,100,50,0,1,991,1120.47,1,2,1,2,2,2,2,51716,              ,              ,              ,              ,51716
1045,1,1,2,2,160000,7,3, ,1,1961,  ,5,3,         ,14,1,2,1,1,2,2,1,100,1,72,4,160,6,160,6,5,6,2,600,250,0,2,100,292.29,1,21,1,2,1,2,2,2924852,              ,7997975,              ,              ,10922827
1046,4,9,2,3,20000,4,1,2,   ,1988,  ,8, ,         ,3,1,2,1,1,2,2,2,100,10,168,6,21,4,9,2,4,4,2,300,80,0,1,100,10.69,1,14,1,1,2,2,2,1587000,103826,              ,              ,              ,1690826
1047,1,1,2,2,90000,6,2, ,1,1988,  ,8, ,         ,14,1,1,1,1,1,2,2,99,1,80,4,70,5,70,5,5,3,3,143,143,0,3,90,317.91,2,21,1,2,1,2,2,1472803,              ,5439560,              ,              ,6912363
1048,3,5,2,3,50000,5,3, ,1,1959,  ,4,3,         ,2,1,2,1,1,2,2,1,100,100,168,6,100,6,100,6,5,4,3,     ,     , ,3,100,10.69,2,17,1,2,1,2,1,7718312,              ,0,              ,7739000,15457312
1049,1,2,2,3,3500,2,3, ,1,1920,  ,3,3,         ,21,1,2,1,1,2,2,2,100,50,75,4,10,3,6,2,5,3,2,60,20,2,1,100,1566.97,1,18,1,1,1,2,2,184627,84172,634229,              ,              ,903028
1050,3,7,2,5,8000,3,1,2,   ,1974,  ,6,1,2000,2,1,2,1,1,2,2,2,100,100,40,2,36,4,36,4,5,4,2,150,50,0,2,100,425.71,1,16,1,2,2,2,2,768338,              ,              ,              ,              ,768338
1051,2,3,2,1,20000,4,2, ,1,1957,  ,4,3,         ,2,1,1,1,1,2,2,2,100,100,48,2,66,5,66,5,1,4,3,     ,     , ,4,100,138.47,1,18,1,1,2,1,2,1031366,3579685,              ,1194000,              ,5805051
1052,2,3,2,1,250000,8,13, ,1,1967,  ,5,3,         ,18,1,2,1,1,2,2,1,100,5,168,6,36,4,29,4,4,4,3,     ,     , ,2,100,20.22,1,18,1,1,2,1,2,7218008,13761846,              ,299000,              ,21278854
1053,3,5,2,5,5000,2,1,2,   ,1972,  ,6,3,         ,2,1,2,1,1,2,2,2,80,90,55,3,19,3,19,3,5,4,2,175,50,0,2,100,300.02,2,12,1,2,2,2,2,352978,              ,              ,              ,              ,352978
1054,1,1,2,2,45000,5,2, ,0,1979,  ,6,3,         ,2,1,2,1,1,2,2,2,100,100,45,2,65,5,65,5,5,6,3,     ,     , ,3,100,12.03,1,6,1,1,2,2,2,1761991,3239704,              ,              ,              ,5001695
1055,3,5,1,4,2000,2,1,2,   ,1980,  ,7,3,         ,5,2,2,2,2,2,2,2,   ,   ,70,4,0,0,0,0,6,3,2,120,18,0,1,100,1880.68,2,3,1,2,2,2,2,129298,              ,              ,              ,              ,129298
1056,4,9,2,4,2000,2,1,2,   ,1928,  ,3,3,         ,2,1,2,2,2,2,2,2,100,   ,63,4,2,1,2,1,5,4,2,60,40,0,2,25,938.81,1,9,1,1,2,2,2,6995,10805,              ,              ,              ,17800
1057,3,6,1,3,20000,4,2, ,0,1990,  ,9, ,         ,5,1,2,1,1,2,2,2,50,50,53,3,6,2,6,2,3,5,3,     ,     , ,1,50,210.05,1,11,1,1,2,2,2,374658,80159,              ,              ,              ,454817
1058,2,4,1,2,4000,2,2, ,0,1978,  ,6,3,         ,3,1,2,2,1,2,2,2,80,   ,52,3,3,1,3,1,3,5,2,80,40,0,1,75,1923.38,2,16,1,2,2,2,2,36382,              ,              ,              ,              ,36382
1059,2,3,2,2,2500,2,1,2,   ,1964,  ,5,3,         ,13,2,2,2,1,2,2,2,   ,   ,84,4,13,3,7,2,5,3,3,60,24,0,1,100,1279.77,1,21,1,1,2,2,2,58574,893172,              ,              ,              ,951746
1060,1,2,2,2,1001,2,1,2,   ,1983,  ,7,3,         ,3,1,2,1,1,2,2,2,100,100,48,2,2,1,1,1,5,3,2,65,30,0,1,80,1605.92,1,18,1,1,2,2,2,24498,64210,              ,              ,              ,88708
1061,2,4,1,2,9000,3,2, ,1,1920,  ,3,3,         ,5,1,2,2,2,2,2,2,10,   ,39,1,1,1,1,1,5,4,2,90,50,0,2,20,2300.89,2,16,1,2,2,2,2,6889,              ,              ,              ,              ,6889
1062,2,3,2,2,250000,8,1,2,   ,1976,  ,6,3,         ,2,1,2,1,1,2,2,2,100,10,38,1,6,2,5,2,5,3,2,150,882,0,4,65,176.89,1,19,1,2,2,2,2,2444097,              ,              ,              ,              ,2444097
1063,3,7,2,5,3000,2,1,2,   ,1902,  ,2,3,         ,6,1,2,1,1,1,1,2,100,25,72,4,13,3,5,2,5,6,2,24,100,2,1,100,1262.19,2,16,1,1,2,2,2,285151,364163,              ,              ,              ,649314
1064,2,3,2,2,8000,3,1,2,   ,1979,  ,6,3,         ,3,1,2,1,1,1,2,2,100,100,83,4,11,3,4,1,5,3,2,50,150,0,1,100,608.66,1,20,1,1,2,2,2,135235,882676,              ,              ,              ,1017911
1065,3,6,2,4,3000,2,1,2,   ,1956,  ,4,3,         ,3,1,2,1,1,2,2,2,100,50,52,3,2,1,2,1,5,4,2,68,42,0,2,100,1711.39,2,9,1,1,2,2,2,52071,47128,              ,              ,              ,99199
1066,3,5,1,3,5000,2,1,2,   ,1966,  ,5,3,         ,13,1,2,2,1,2,2,2,100,   ,48,2,2,1,2,1,5,13,2,54,90,0,1,25,1880.68,1,3,1,2,2,2,1,26590,              ,              ,              ,345000,371590
1067,1,2,2,3,17500,4,3, ,1,1907,  ,2,3,         ,12,1,2,2,1,1,2,2,100,   ,168,6,5,2,5,2,5,2,3,     ,     , ,2,10,456.47,2,17,1,1,1,2,2,19994,8026,163932,              ,              ,191952
1068,2,4,1,3,2000,2,1,2,   ,1982,  ,7,3,         ,5,1,2,2,2,2,2,2,100,   ,995,0,1,1,1,1,3,5,2,44,40,0,1,991,4601.77,1,2,1,2,2,2,2,25894,              ,              ,              ,              ,25894
1069,3,5,2,5,3000,2,1,2,   ,1911,  ,2,3,         ,12,1,1,1,1,1,2,2,100,100,5,1,4,1,4,1,5,3,2,30,100,0,1,100,1426.16,1,6,1,2,2,2,2,39937,              ,              ,              ,              ,39937
1070,4,9,2,4,1500,2,1,2,   ,1950,  ,4,3,         ,15,1,2,1,1,1,2,2,100,50,84,4,3,1,3,1,6,6,2,60,25,0,2,100,1368.23,1,22,1,1,2,2,2,105970,98064,              ,              ,              ,204034
1071,4,9,2,4,1500,2,1,2,   ,1971,  ,6,3,         ,12,1,2,1,2,2,2,2,85,85,11,1,8,2,6,2,5,3,2,90,50,0,2,85,1525.12,2,4,1,1,2,2,2,26402,52788,              ,              ,              ,79190
1072,4,9,2,4,140000,7,1,2,   ,1954,  ,4,3,         ,5,1,2,1,1,2,2,2,15,15,45,2,70,5,70,5,5,4,3,     ,     , ,1,100,148.07,2,1,1,2,2,2,2,4371267,              ,              ,              ,              ,4371267
1073,2,3,1,3,160000,7,3, ,1,1983,  ,7,1,3000,14,1,2,1,1,1,2,1,100,25,78,4,95,5,80,5,5,3,2,594,150,0,1,100,92.63,1,2,1,1,2,2,2,3751886,5101062,              ,              ,              ,8852948
1074,2,4,2,3,8000,3,2, ,0,1984,  ,7,3,         ,3,1,2,1,1,2,2,2,100,50,75,4,50,5,50,5,5,4,2,100,60,0,1,100,517.24,2,12,1,1,2,2,2,1353714,566156,              ,              ,              ,1919870
1075,4,9,2,4,350000,8,6, ,1,1956,  ,4,3,         ,16,1,2,1,1,1,2,2,90,100,168,6,1400,8,800,8,5,4,3,400,250,0,1,100,20.39,2,13,1,1,2,1,2,88077402,18824526,              ,39465000,              ,146366928
1076,3,5,2,4,70000,6,1,2,   ,1967,  ,5,3,         ,14,1,2,1,1,1,2,2,100,100,58,3,48,4,48,4,5,6,2,320,150,0,2,100,293.72,1,9,1,2,2,2,2,3166251,              ,              ,              ,              ,3166251
1077,3,5,2,3,450000,8,10, ,3,1963,  ,5,3,         ,2,1,2,1,1,2,2,2,100,100,60,3,1059,9,1059,9,5,6,2,515,98,0,4,100,10.12,2,16,1,2,2,1,2,26185298,              ,              ,11044000,              ,37229298
1078,2,3,2,2,4000,2,1,2,   ,1962,  ,5,3,         ,4,1,1,1,1,2,2,2,100,29,45,2,3,1,3,1,5,3,2,81,40,1,1,85,423.48,2,17,1,1,2,2,2,42705,437634,              ,              ,              ,480339
1079,2,3,2,2,50000,5,2, ,0,1964,  ,5,3,         ,5,1,2,1,1,2,2,2,25,10,43,2,6,2,6,2,3,4,2,280,75,0,1,5,138.47,2,10,1,1,2,2,2,163940,382685,              ,              ,              ,546625
1080,2,4,1,2,1000000,9,2, ,0,1984,  ,7,3,         ,5,1,1,1,1,1,2,2,100,1,120,5,500,9,364,7,3,5,2,1500,700,0,1,100,19.48,1,16,1,1,2,2,2,39877385,26228901,              ,              ,              ,66106286
1081,1,2,2,3,600000,9,994, ,1,1916,  ,2,3,         ,2,1,2,1,1,1,2,2,85,80,120,5,2500,9,1400,9,5,6,3,     ,     , ,2,80,238.55,2,19,1,1,1,2,2,17978879,4847619,9010412,              ,              ,31836910
1082,3,5,2,4,4000,2,1,2,   ,1974,  ,6,3,         ,15,1,2,1,1,1,2,2,100,100,91,5,14,3,4,1,5,4,2,99,36,0,3,100,1485.95,1,9,1,2,2,2,2,1841774,              ,              ,              ,              ,1841774
1083,2,4,2,1,17500,4,2, ,0,1897,  ,1,3,         ,5,1,1,1,1,2,2,2,100,30,45,2,16,3,16,3,5,1,3,     ,     , ,1,30,415.45,1,12,1,1,1,2,2,1006185,76352,0,              ,              ,1082537
1084,3,7,2,5,25001,5,3, ,0,1954,  ,4,3,         ,18,1,2,1,1,2,2,2,100,100,168,6,1,1,1,1,5,4,2,220,50,0,2,60,291.23,2,16,1,1,2,2,2,1118471,218251,              ,              ,              ,1336722
1085,4,8,2,2,4000,2,2, ,0,1978,  ,6,1,188,8,1,2,1,1,2,2,2,100,100,40,2,12,3,12,3,5,3,2,90,65,0,2,80,1307.26,2,19,1,1,2,2,2,139465,78924,              ,              ,              ,218389
1086,3,7,1,5,1500,2,1,2,   ,1974,  ,6,3,         ,5,2,2,2,2,2,2,2,   ,   ,0,0,0,0,0,0,6,5,2,50,30,0,1,991,1882.46,2,19,2,2,2,2,2,              ,              ,              ,              ,              ,0
1087,3,7,2,5,10000,3,1,2,   ,1977,  ,6,3,         ,3,1,2,1,1,2,2,2,60,100,60,3,4,1,4,1,5,5,2,60,24,1,1,100,1711.39,2,12,1,1,2,2,2,296786,98475,              ,              ,              ,395261
1088,4,9,2,4,90000,6,3, ,1,1962,  ,5,3,         ,2,1,1,1,1,1,2,1,100,100,105,5,90,5,75,5,5,4,3,     ,     , ,3,100,76.36,2,22,1,1,2,2,2,4508620,6781213,              ,              ,              ,11289833
1089,3,5,2,4,500001,9,1,2,   ,1987,  ,8, ,         ,3,1,1,1,1,1,2,1,100,96,72,4,1500,9,500,8,5,6,3,     ,     , ,1,100,10.69,1,13,1,1,2,2,2,60495777,3035241,              ,              ,              ,63531018
1090,4,9,2,4,3500,2,1,2,   ,1969,  ,5,3,         ,18,1,2,1,1,2,2,2,33,33,168,6,1,1,1,1,5,3,3,     ,     , ,3,25,290.6,1,20,1,1,2,2,2,405001,180898,              ,              ,              ,585899
1091,2,4,2,3,2500,2,2, ,0,1928,  ,3,3,         ,3,1,2,1,1,2,2,2,100,95,45,2,4,1,4,1,5,3,2,40,30,0,1,100,2151.55,2,20,1,1,2,2,2,45526,190879,              ,              ,              ,236405
1092,3,6,1,3,3000,2,1,2,   ,1970,  ,6,3,         ,3,1,2,1,1,1,2,2,100,100,42,2,1,1,1,1,5,4,3,     ,     , ,2,100,583.71,1,11,1,2,1,2,2,73815,              ,13869,              ,              ,87684
1093,2,4,2,3,200000,7,3, ,1,1991,  ,9, ,         ,3,1,1,1,1,2,2,2,100,85,97,5,280,7,200,6,3,5,3,     ,     , ,2,100,10.17,2,8,1,1,2,2,2,9007284,1832340,              ,              ,              ,10839624
1094,1,2,2,3,4000,2,1,2,   ,1932,  ,3,3,         ,3,1,1,1,1,2,1,2,100,8,90,5,8,2,8,2,5,4,2,100,40,0,3,100,1580.41,2,4,1,1,1,2,2,37532,101048,109426,              ,              ,248006
1095,3,7,2,5,2500,2,1,2,   ,1970,  ,6,3,         ,15,1,2,1,1,1,2,2,75,75,106,5,4,1,4,1,5,4,2,60,40,1,2,75,1485.95,2,12,1,2,2,2,2,386150,              ,              ,              ,              ,386150
1096,4,9,2,4,500001,9,12, ,4,1981,  ,7,3,         ,1,2,2,1,2,2,2,2,   ,25,   , ,     ,  ,     ,  ,1,7,1,200,200,0,3,991,222.14,1,1,1,2,2,2,2,15239562,              ,              ,              ,              ,15239562
1097,1,2,2,2,15000,4,2, ,0,1978,  ,6,3,         ,5,1,2,1,1,2,2,2,100,5,40,2,4,1,4,1,5,6,3,     ,     , ,1,100,426.96,1,18,1,1,2,2,2,172886,1391311,              ,              ,              ,1564197
1098,2,3,2,2,1200000,10,6, ,1,1991,  ,9, ,         ,13,1,2,1,1,1,2,2,100,100,45,2,150,6,150,6,4,4,3,     ,     , ,3,10,5.19,1,17,1,1,2,1,2,56295554,21609,              ,48349000,              ,104666163
1099,3,6,1,4,3000,2,2, ,0,1936,  ,3,3,         ,2,1,2,1,1,2,2,2,100,100,50,3,14,3,14,3,5,4,3,     ,     , ,1,100,96.3,2,11,1,2,2,2,2,61419,              ,              ,              ,              ,61419
1100,2,3,2,2,90000,6,2, ,0,1951,  ,4,3,         ,1,1,2,1,1,2,2,1,100,100,55,3,7,2,5,2,5,4,3,     ,     , ,2,20,389.35,2,21,1,1,1,2,2,1718566,5826404,0,              ,              ,7544970
1101,4,9,2,4,100000,6,3, ,0,1983,  ,7,3,         ,2,1,2,1,1,1,2,2,100,100,50,3,340,7,250,7,1,4,3,350,125,0,4,100,10.29,2,22,1,1,2,2,2,6663800,34007112,              ,              ,              ,40670912
1102,3,5,2,4,6000,3,1,2,   ,1987,  ,8, ,         ,2,1,2,1,1,2,2,2,35,100,63,4,6,2,6,2,5,5,2,100,60,0,1,50,1496.57,1,9,1,1,2,2,2,113108,84687,              ,              ,              ,197795
1103,3,7,2,5,3500,2,1,2,   ,1989,  ,8, ,         ,3,1,2,1,1,2,2,2,100,100,74,4,4,1,4,1,5,5,2,62,60,0,2,100,1543.02,1,14,1,1,2,2,2,236557,200243,              ,              ,              ,436800
1104,4,9,2,4,25000,4,1,2,   ,1978,  ,6,3,         ,4,1,1,1,1,2,2,2,50,60,93,5,31,4,31,4,5,4,3,     ,     , ,3,100,321.96,1,22,1,1,2,2,2,338406,274434,              ,              ,              ,612840
1105,3,7,2,5,6000,3,1,2,   ,1955,  ,4,3,         ,3,1,2,1,2,2,1,2,25,25,52,3,5,2,5,2,3,5,2,100,60,0,1,50,489.1,2,16,1,2,2,2,2,261608,              ,              ,              ,              ,261608
1106,2,3,2,2,80000,6,2, ,0,1973,  ,6,3,         ,14,1,2,1,1,1,2,1,100,100,46,2,65,5,65,5,5,6,2,32,30,0,1,100,293.72,1,6,1,1,2,2,2,3197317,4939,              ,              ,              ,3202256
1107,4,9,1,5,3500,2,1,2,   ,1979,  ,6,3,         ,21,2,2,1,2,2,2,2,   ,20,168,6,0,0,0,0,5,3,2,72,16,0,1,100,1400.56,1,17,1,2,2,2,2,4500,              ,              ,              ,              ,4500
