PUBID7   ,REGION7  ,CENDIV7  ,SQFT7    ,SQFTC7   ,YRCONC7  ,PBA7     ,ELUSED7  ,NGUSED7  ,FKUSED7  ,PRUSED7  ,STUSED7  ,HWUSED7  ,CLIMATE7 ,NFLOOR7  ,YRCON7   ,MONCON7  ,GOVOWN7  ,GOVTYP7  ,NOCC7    ,NOCCAT7  ,OWNOCC7  ,OWNREP7  ,MONUSE7  ,PORVAC7  ,OPEN247  ,OPNMF7   ,OPNWE7   ,WKHRS7   ,WKHRSC7  ,NWKER7   ,NWKERC7  ,HT17     ,HT27     ,COOL7    ,WATR7    ,COOK7    ,MANU7    ,GENR7    ,HEATP7   ,HTLS507  ,COOLP7   ,LTOHRP7  ,ADJWT7   ,PAIR7    ,STRATUM7
00125,3,5,  37500.00,05,04,13,1,1,2,2,2,1,3,  3,1965,  ,2, ,    1,02,1, ,12,2,2,1,1, 70,5,    15,04,1,1,1,2,2,2,2, 80, , 80, 80,  182.58,1,33
00126,4,9,  30000.00,05,02,05,1,2,2,2,2,2,4,  1,1921,  ,2, ,    1,02,2,2,12,2,2,1,2, 50,4,    40,05,2,2,1,2,2,2,2,   , , 10,100,  185.69,2,36
00127,3,5, 120000.00,07,07,25,1,2,2,2,2,2,3,  1,1993,  ,2, ,    2,03,2,2,12,2,1, , ,168,7,   344,08,1,2,1,1,1,2,2,100, ,100,100,  141.67,1,14
00128,4,8,  15000.00,04,03,14,1,1,2,2,2,2,2,  3,1957,  ,2, ,    1,02,2,2,10,2,2,1,2, 40,3,     5,03,1,1,1,1,1,2,2,100, , 33, 33, 2898.57,2,35
00129,3,7, 110000.00,07,04,18,1,1,2,2,1,2,5,  4,1960,  ,2, ,    1,02,1, ,12,2,1, , ,168,7,   126,07,1,2,1,1,1,2,2,100, ,100,100,   31.41,2,42
00130,2,3,   9000.00,03,01,12,1,1,2,2,2,2,1,  2,1890,  ,2, ,    1,02,1, ,12,2,2,3,1,  3,2,     8,03,1,2,2,1,2,2,2,100, ,   , 90,  461.36,1,02
00131,1,1, 100001.00,07,07,25,1,1,2,2,2,2,2,  1,1995,  ,2, ,    1,02,2,2,12,2,2,1,1,113,6,   150,07,1,2,1,2,2,2,1,100, ,100,100,   34.55,2,20
00132,3,7,  15000.00,04,04,13,1,1,2,2,2,2,4,  1,1965,  ,2, ,    1,02,1, ,10,2,2,1,1, 40,3,     1,02,1,2,1,1,2,2,2,100, ,100, 80, 2741.21,2,03
00133,2,4,  13750.00,04,03,01,1,2,2,2,2,2,3,  1,1949,  ,2, ,    1,02,1, , 0,1, , , ,  0,1,     0,01,1,2,2,1,2,2,2, 30, ,   ,   ,  518.39,2,41
00134,4,9,  10000.00,03,05,13,1,1,2,2,2,2,4,  2,1977,  ,2, ,    1,02,2,2,12,2,2,1,1,103,6,     2,02,2,2,1,1,2,2,2,   , ,100,100,  709.42,1,41
00135,3,6,   5500.00,03,04,08,1,1,2,2,2,2,4,  1,1961,  ,2, ,    5,03,1, ,12,2,2,1,2, 45,3,    35,05,1,1,1,1,2,2,2,100, ,100,100,  352.83,1,39
00136,2,3,   5000.00,02,07,05,1,2,2,1,2,2,2,  1,1994,  ,2, ,    1,02,1, ,12,2,2,1,1,  5,2,     1,02,1,2,2,2,2,2,2, 10, ,   , 10,13279.23,1,26
00137,3,6,  18750.00,04,03,12,1,1,2,2,2,2,5,  2,1947,  ,2, ,    1,02,1, ,12,2,2,2,1, 10,2,     5,03,1,2,1,1,2,2,2,100, ,100,100,  449.97,2,02
00138,4,9, 300000.00,08,08,07,1,1,1,2,2,2,3,  4,1998,  ,1,3,    2,03,2,1,12,2,1, , ,168,7,   178,07,1,1,1,1,1,1,1,100, ,100,100,   28.25,1,29
00139,2,3, 300000.00,08,07,91,1,1,2,1,2,2,2,  3,1993,  ,2, ,    1,02,1, ,12,2,2,1,2,120,6,   160,07,2,2,2,2,2,1,2,   , ,   ,100,   91.57,1,21
00140,4,9, 300000.00,08,04,01,1,2,2,2,1,2,3,  4,1961,  ,2, ,    5,03,2,1,12,1,2,1,2, 22,2,     3,02,1,2,2,2,2,2,2,100, ,   , 25,   14.12,1,29
00141,2,3, 100001.00,07,08,14,1,1,2,2,2,2,2,  4,1998,  ,1,3,    1,02,1, ,10,2,2,1,2, 45,3,    65,06,1,2,1,1,1,2,2,100, , 75, 80,   29.17,1,38
00142,2,3,  22500.00,04,02,14,1,1,2,2,2,2,2,  3,1924,  ,2, ,    1,02,2,1,12,2,2,1,1, 60,4,    25,05,1,2,1,1,1,2,2, 90, , 54, 90,  205.09,1,07
00143,2,3,  20000.00,04,07,05,1,1,2,2,2,2,1,  1,1995,  ,1,2,    1,02,1, ,12,2,2,1,2, 40,3,     6,03,1,2,1,1,2,2,2, 90, , 50,100,  440.18,1,34
00144,2,3,   5500.00,03,02,25,1,1,2,2,2,2,2,  3,1928,  ,2, ,    1,02,2,2,12,2,2,2,1, 12,2,     3,02,1,2,1,1,2,2,2, 90, , 50, 90,  492.06,1,07
00145,1,2, 300000.00,08,05,24,1,1,2,2,2,2,3,  1,1970,  ,2, ,    1,02,2,2,12,2,9,9,9,126,6,    70,06,1,2,2,1,2,2,2,100, ,   ,100,   16.06,1,17
00146,4,8,   9500.00,03,04,13,1,1,2,2,2,2,5,  1,1964,  ,2, ,   33,06,1, ,12,2,2,1,1, 45,3,     0,01,1,2,1,1,1,2,2,100, ,100, 75, 5494.32,1,30
00147,4,8,  10001.00,04,02,14,1,2,2,2,2,2,2,  1,1943,  ,1,3,    1,02,1, , 9,2,2,1,2, 20,2,    16,04,1,2,1,1,2,2,2,100, ,100,100,  437.18,1,30
00148,1,1,  60000.00,06,04,02,1,2,1,1,2,2,2,  2,1960,  ,2, ,   25,06,2,1,12,2,2,1,1, 59,4,    50,06,1,2,2,2,2,2,1,100, ,   , 50,  551.87,1,30
00149,1,2,  85000.00,06,01,02,1,2,1,2,2,2,3, 12,1919,  ,2, ,   14,05,2,2,12,2,2,1,1, 62,5,    60,06,1,2,1,1,2,1,2,100, , 70,100,  188.42,1,34
00150,4,9,  12500.00,04,05,14,1,1,2,2,2,2,4,  1,1975,  ,1,2,    2,03,2,2,12,2,2,2,1, 60,4,    50,06,1,1,1,1,2,2,2, 20, ,  5, 30,  464.40,2,28
00151,3,5,   9500.00,03,02,15,1,1,2,2,2,2,4,  2,1923,  ,2, ,    1,02,1, ,12,2,2,1,1,112,6,    21,05,1,2,1,1,1,2,2, 80, , 80, 80, 3494.37,1,07
00152,2,3,  40000.00,05,03,15,1,2,2,2,1,1,3,  2,1946,  ,2, ,    1,02,1, ,12,2,2,1,1, 84,5,    20,05,1,2,1,1,1,2,2,100, ,100, 60,  157.06,1,22
00153,2,3, 100001.00,07,01,02,1,2,2,2,1,2,1,  3,1915,  ,1,2,    1,02,1, ,12,2,2,1,2, 80,5,   450,08,1,2,1,1,2,2,2,100, ,100,100,   26.67,2,34
00154,3,6,  45000.00,05,06,18,1,1,2,2,2,2,4,  6,1985,  ,2, ,    1,02,1, ,12,2,1, , ,168,7,    20,05,1,2,1,1,2,2,1, 80, , 80, 50,  350.45,2,24
00155,1,1, 130000.00,07,07,14,1,2,1,1,2,2,1,  3,1992,  ,1,3,    1,02,1, ,12,2,2,1,1, 85,6,   100,07,1,1,1,1,1,2,2,100, , 25,100,  145.77,1,25
00156,1,2,  13750.00,04,03,06,1,1,2,2,2,2,2,  1,1950,  ,2, ,    1,02,1, ,12,2,2,1,1, 86,6,    16,04,1,2,1,1,1,2,2,100, ,100,100, 2911.94,2,38
00157,4,8,   5001.00,03,03,12,1,1,2,2,2,2,2,  2,1956,  ,2, ,    1,02,1, ,12,2,2,1,1, 24,2,     4,02,1,1,1,1,2,2,2,100, , 80, 60,  464.40,1,30
00158,3,6,  12500.00,04,06,25,1,2,2,2,2,2,4,  2,1988,  ,2, ,    1,02,1, , 8,1,2,1,1, 84,5,     2,02,1,2,1,2,2,2,2,100, ,100,100,  478.12,1,39
00159,1,2, 325000.00,08,06,02,1,1,1,2,2,2,2,991,1983,  ,2, ,   14,05,2,2,12,1,2,1,1, 55,4,   990,09,1,2,1,1,1,2,1,100, , 99,100,   15.37,1,41
00160,3,6, 300000.00,08,03,02,1,2,1,2,1,2,4,  3,1957,  ,1,1,    7,04,1, ,12,2,2,1,2, 60,4,   461,08,1,2,1,1,2,2,1, 95, , 95,100,   18.10,2,39
00161,3,6, 110000.00,07,06,02,1,1,2,2,2,2,3,  1,1984,  ,2, ,    3,03,2,2,12,2,1, , ,168,7,    60,06,1,1,1,1,2,2,2,100, ,100,100,  193.71,1,24
00162,4,9, 200000.00,07,04,14,1,1,2,2,2,2,4,  2,1963,  ,2, ,    1,02,1, ,12,2,2,1,1, 53,4,    80,06,1,2,1,1,1,2,2, 70, ,100,100,  515.59,2,10
00163,2,3, 250000.00,08,03,05,1,1,2,1,2,2,2,  2,1959,  ,2, ,    1,02,2,2,12,1,2,1,2, 90,6,    35,05,1,2,1,1,2,2,2, 95, , 20, 55,  136.30,1,07
00164,3,6,  10000.00,03,06,02,1,1,2,2,2,2,4,  2,1987,  ,2, ,    2,03,1, ,12,2,2,1,2, 45,3,    30,05,1,1,1,1,2,2,2,100, ,100, 80, 2911.94,2,12
00165,4,9,  15000.00,04,03,05,1,1,2,2,2,2,4,  1,1959,  ,2, ,    1,02,2,2,12,2,2,1,1, 50,4,    30,05,1,2,1,1,2,1,2, 33, , 33,100,  216.49,2,36
00166,2,3, 800000.00,09,06,24,1,1,1,2,2,2,1,  1,1986,  ,2, ,  122,08,2,1,12,1,2,1,1, 73,5,  1500,10,1,1,1,1,1,2,1,100, ,100,100,   19.11,2,34
00167,3,6,  40000.00,05,04,14,1,1,2,2,2,2,5,  1,1961,  ,1,3,    1,02,1, , 9,2,2,1,2, 45,3,    44,05,1,1,1,1,1,2,2,100, ,100,100,  195.91,2,02
00168,3,7,  50000.00,05,04,18,1,2,2,2,1,2,5,  3,1960,  ,1,2,    1,02,2,1,12,2,1, , ,168,7,     3,02,1,2,1,1,2,2,2,100, ,100,100,  218.26,1,04
00169,2,3,  35000.00,05,03,14,1,1,2,2,2,2,3,  2,1948,  ,1,3,    1,02,1, ,10,2,2,1,1, 50,4,    24,05,1,2,1,1,1,2,2,100, ,  5,100,  388.22,2,16
00170,1,2, 550000.00,09,04,02,1,2,2,2,1,2,3,992,1966,  ,2, ,   70,07,2,1,12,1,1, , ,168,7,  1500,10,1,2,1,1,2,2,2,100, ,100, 90,   20.97,1,27
00171,3,7,   2250.00,02,01,02,1,1,2,2,2,2,4,  1,1915,  ,2, ,    1,02,2,2,12,2,2,1,2, 40,3,     2,02,1,2,1,2,2,2,2,100, ,100,100, 6765.32,1,03
00172,3,7,  65000.00,06,05,02,1,1,2,2,2,2,5,  1,1976,  ,2, ,    1,02,2,2,12,1,2,1,2, 45,3,    10,04,1,2,1,1,1,2,2, 25, ,100, 75,  419.28,1,25
00173,3,5,  32500.00,05,03,26,1,1,2,2,2,2,3,  3,1956,  ,2, ,    1,02,1, ,12,2,2,1,1, 85,6,    35,05,1,2,1,1,2,2,2, 90, , 90, 85,  133.68,2,44
00174,1,1, 425000.00,08,07,02,1,1,1,2,2,2,2,  5,1995,  ,1,2,    1,02,2,1,12,2,1, , ,168,7,  1500,10,1,1,1,1,1,2,1,100, ,100, 95,   18.93,1,36
00175,1,2, 250000.00,08,05,16,1,1,1,2,2,2,3,  8,1979,  ,2, ,    1,02,1, ,12,2,1, , ,168,7,  1000,10,1,2,1,1,2,2,1,100, , 90, 90,   14.37,1,12
00176,3,6,  12500.00,04,05,26,1,1,2,2,2,2,4,  1,1970,  ,1,1,    1,02,1, ,12,2,2,1,1, 84,5,    46,05,1,2,1,1,2,2,2,100, , 90, 80,  331.47,2,24
00177,4,9,  11250.00,04,05,02,1,1,2,2,2,2,4,  2,1971,  ,2, ,    7,04,2,2,12,2,2,1,1, 65,5,    50,06,1,2,1,1,2,2,2,100, ,100,100,  335.98,1,11
00178,1,2,1000000.00,09,05,16,1,1,1,2,2,2,3,  9,1972,  ,2, ,    1,02,1, ,12,2,1, , ,168,7,  3000,11,1,1,1,1,1,2,1,100, ,100,100,    8.37,2,03
00179,3,5,  45000.00,05,05,14,1,2,1,1,2,2,3,  1,1976,  ,1,3,    1,02,1, ,12,2,2,1,2, 40,3,    50,06,1,2,1,1,1,2,1,100, , 80,100,  215.22,1,14
00180,3,7,  12500.00,04,06,02,1,1,2,2,2,2,4,  1,1987,  ,2, ,    1,02,1, ,12,2,1, , ,168,7,    45,05,1,1,1,1,2,2,2,100, ,100,100, 5678.98,1,03
00181,1,2,   3750.00,02,01,01,2,2,2,2,2,2,3,  2,1810,  ,2, ,    0,01, , , 0,1, , , ,  0,1,     0,01,2,2,2,2,2,2,2,   , ,   ,   , 2911.94,2,33
00182,1,2,  90000.00,06,06,17,1,2,1,1,2,2,2,  3,1985,  ,1,3,    1,02,1, ,12,2,1, , ,168,7,   170,07,1,1,1,1,1,2,1,100, , 75,100,  147.14,1,37
00183,1,2,1800000.00,10,06,02,1,2,2,2,1,2,3,992,1986,  ,2, ,   45,06,2,1,12,2,1, , ,168,7,  4000,11,1,2,1,1,1,2,2,100, , 95, 98,    5.27,1,18
00184,3,5, 250000.00,08,04,23,1,1,2,2,2,2,5,  4,1964,  ,2, ,   26,06,2,2,12,2,9,9,1,120,6,  1500,10,1,1,1,2,2,2,2,100, ,100, 95,   32.21,1,40
00185,3,6, 120000.00,07,02,14,1,1,2,2,1,2,4,  6,1935,  ,1,2,    1,02,1, ,12,2,1, , ,168,7,   100,07,1,2,1,1,2,2,1,100, , 95, 90,   34.17,1,39
00186,3,7,  45000.00,05,02,05,1,2,2,2,2,2,5,  1,1938,  ,2, ,    1,02,1, ,12,2,2,1,2, 40,3,     2,02,2,2,1,2,2,2,2,   , ,  5,100,  185.69,1,12
00187,3,6,   3250.00,02,04,15,1,1,2,2,2,2,3,  2,1960,  ,2, ,    1,02,1, , 7,1,2,1,1, 65,5,     2,02,1,2,1,1,2,2,2, 50, , 50, 65,  524.16,1,24
00188,3,5,  12500.00,04,06,02,1,2,2,2,2,2,5,  1,1981,  ,2, ,    3,03,2,1,12,1,2,1,2, 40,3,    35,05,1,2,1,1,2,2,2,100, ,100, 90,  326.80,1,38
00189,1,1,  25000.00,04,08,25,1,1,2,2,2,2,1,  1,1997,  ,2, ,    1,02,2,2,12,2,2,1,1, 90,6,    24,05,1,2,1,1,2,2,2,100, ,100,100,  505.58,1,40
00190,3,7,   6500.00,03,03,23,1,1,2,2,2,2,5,  1,1958,  ,2, ,    4,03,2,2,12,1,2,1,1, 58,4,    18,04,1,2,1,1,2,2,2,100, ,100,100,  688.64,2,27
00191,4,9,   4000.00,02,03,02,1,1,2,2,2,2,4,  2,1954,  ,2, ,    2,03,1, ,12,2,2,1,1, 60,4,    10,04,1,1,1,1,2,2,2,100, ,100, 80, 5678.98,2,41
00192,2,3,  50000.00,05,07,25,1,1,2,2,2,2,2,  2,1994,  ,2, ,    1,02,2,2,12,2,2,1,1,130,6,    15,04,1,1,1,1,2,2,2, 80, , 80, 80,  168.35,1,09
00193,1,2,  75000.00,06,04,14,1,1,1,2,2,2,3,  2,1968,  ,1,2,    1,02,1, ,10,1,2,1,2, 40,3,    35,05,1,1,1,1,1,2,1,100, , 65, 75,  161.76,2,18
00194,3,6,  20000.00,04,03,13,1,1,2,2,2,2,4,  2,1959,  ,2, ,    1,02,1, ,12,2,2,1,1, 13,2,    12,04,1,1,1,1,1,2,2,100, , 75, 40,  464.40,2,24
00195,3,7,   2250.00,02,05,15,1,1,2,2,2,2,4,  1,1977,  ,2, ,    1,02,2,2,12,2,2,1,1,118,6,     9,03,1,2,1,1,1,2,2,100, , 50, 80, 3235.21,2,03
00196,2,3,  27500.00,05,06,05,1,1,2,2,2,2,2,  1,1988,  ,2, ,    1,02,2,1,12,2,2,1,1, 90,6,    18,04,1,1,1,2,2,2,2,100, ,  5,100,  235.13,1,16
00197,2,4,  70000.00,06,05,14,1,1,1,2,2,2,1,  2,1970,  ,1,2,    1,02,1, ,12,2,2,1,1, 60,4,    65,06,1,1,1,1,1,2,2,100, ,100, 80,  121.93,2,24
00198,2,3,1500000.00,10,06,02,1,1,1,2,2,2,2,992,1987,  ,2, ,   99,07,2,2,12,1,2,1,1, 79,5,  4500,11,1,2,1,1,1,2,1,100, , 98,100,    5.27,1,40
00199,1,2, 500000.00,08,02,16,1,1,1,2,2,2,3, 10,1926,  ,2, ,    1,02,1, ,12,1,1, , ,168,7,   300,08,1,2,1,1,1,2,1,100, ,100,100,    7.40,1,38
00200,3,7,   1500.00,02,06,06,1,2,2,2,2,2,5,  1,1980,  ,2, ,    1,02,1, ,12,2,2,1,1, 98,6,     1,02,1,2,1,1,2,2,2, 80, , 80, 80, 5494.32,2,04
00201,4,8,  45000.00,05,01,02,1,1,2,2,2,2,1,  3,1917,  ,2, ,    3,03,1, ,12,2,2,1,2, 45,3,    40,05,1,1,1,1,2,2,2, 70, , 70, 90,  151.01,1,22
00202,2,4,  95000.00,06,07,18,1,2,2,2,2,2,1,  1,1994,  ,2, ,    1,02,1, ,12,2,1, , ,168,7,     8,03,1,2,1,1,2,2,2,100, ,100,100,  157.98,1,18
00203,4,8,   4500.00,02,06,02,1,1,2,2,2,2,5,  1,1980,  ,2, ,    4,03,2,2,12,1,2,1,1, 45,3,    16,04,1,1,1,1,2,2,2,100, ,100,100,  352.83,1,30
00204,2,4,  40000.00,05,07,14,1,2,2,2,1,2,3,  3,1994,  ,2, ,    1,02,1, ,12,2,2,1,1, 85,6,    50,06,1,2,1,1,2,2,2,100, ,100,100,  147.14,2,08
00205,4,8,  55000.00,06,06,02,1,2,2,2,2,2,2,  3,1985,  ,2, ,    5,03,2,1,12,1,2,1,1, 87,6,   275,08,1,2,1,1,2,2,2,100, ,100, 70,  134.24,1,10
00206,2,4,  60000.00,06,03,01,1,1,2,1,2,2,3,  2,1950,  ,2, ,    3,03,2,2,12,1,2,1,2, 40,3,     2,02,1,1,2,2,2,2,2, 33, ,   , 33,  124.58,1,41
00207,3,5,   3750.00,02,06,25,1,2,1,2,2,2,3,  1,1983,  ,2, ,    1,02,1, ,12,2,2,1,1, 56,4,     3,02,1,1,1,2,1,1,2,100, , 60,100, 5764.94,1,43
00208,4,9,  12500.00,04,06,05,1,2,2,2,2,2,4,  1,1983,  ,2, ,    1,02,1, ,12,2,2,1,1, 84,5,     2,02,2,2,2,2,2,2,2,   , ,   ,  0,  519.51,1,41
00209,4,9,   8000.00,03,05,23,1,1,2,2,2,2,4,  1,1975,  ,2, ,    4,03,2,2,12,2,2,1,1, 84,5,    12,04,1,2,1,1,1,2,2, 90, , 90, 95,  585.03,1,41
00210,3,5,  10001.00,04,03,02,1,2,2,2,2,2,4,  2,1954,  ,2, ,    1,02,1, ,12,2,2,1,2, 55,4,    35,05,1,2,1,1,2,2,2,100, ,100, 90, 5678.98,1,31
00211,3,5,  40000.00,05,03,05,1,2,2,1,2,2,3,  2,1947,  ,2, ,    1,02,1, ,12,2,2,1,2, 40,3,     6,03,1,2,1,2,2,2,2,100, ,  1,100,  242.61,1,43
00212,1,2,1800000.00,10,04,01,1,1,1,2,2,2,2,  2,1965,  ,2, ,    1,02,2,1,12,1,1, , ,168,7,    12,04,1,2,2,2,2,2,1,100, ,   ,100,   19.93,2,27
00213,4,9,   1500.00,02,08,25,1,2,2,2,2,2,4,  1,1998,  ,2, ,    1,02,1, ,12,2,2,1,1, 76,5,     3,02,1,2,1,1,2,2,2,100, ,100,100,  775.15,2,04
00214,4,8,  60000.00,06,07,14,1,2,2,2,2,2,5,  1,1995,  ,1,2,    1,02,1, ,12,2,2,1,2, 40,3,    50,06,1,2,1,1,1,2,2,100, ,100,100,  468.72,2,32
00215,4,9,   3500.00,02,04,14,1,1,2,2,2,2,4,  1,1965,  ,1,3,    1,02,1, , 9,1,2,1,2, 35,2,     8,03,1,1,1,1,2,2,2,100, ,100,100, 5064.47,1,41
00216,2,3,  16250.00,04,04,05,1,2,2,2,2,2,2,  3,1960,  ,2, ,    0,01, , , 0,1, , , ,  0,1,     0,01,2,2,2,2,2,2,2,   , ,   ,   ,  224.74,1,26
00217,1,1, 110000.00,07,08,25,1,1,2,2,2,2,2,  1,1998,  ,2, ,    1,02,2,2,12,2,2,1,1,160,6,    70,06,1,1,1,2,2,2,2,100, ,100,100,   40.25,2,44
00218,3,5,  50001.00,06,06,02,1,2,2,2,2,2,5,  1,1988,  ,2, ,   11,05,2,2,12,1,1, , ,168,7,   155,07,1,2,1,1,2,1,2,100, , 98,100,  203.17,2,38
00219,2,3,   3000.00,02,01,26,1,1,2,2,2,2,3,  1,1890,  ,2, ,    1,02,2,2,12,2,2,2,1, 23,2,     2,02,1,1,1,1,2,2,2,100, ,100,100, 6068.36,2,16
00220,4,9,  27500.00,05,01,14,1,2,2,2,1,2,3,  3,1909,  ,1,2,    1,02,1, ,12,2,2,1,1, 68,5,   100,07,1,2,2,1,2,2,2,100, ,   ,100,  151.77,1,01
00221,1,2,   2500.00,02,03,26,1,2,1,2,2,2,2,  1,1956,  ,2, ,    2,03,1, ,12,1,2,1,2, 64,5,     5,03,1,2,1,1,2,2,2,100, , 50,  0, 6418.18,1,37
00222,3,5,   1750.00,02,07,06,1,2,2,2,2,2,3,  1,1990,  ,2, ,    1,02,1, ,12,2,2,1,1, 94,6,     4,02,1,2,1,1,1,2,2,100, ,100,100, 5049.79,2,14
00223,1,2,  22500.00,04,01,25,1,1,2,2,2,2,2,  3,1906,  ,2, ,    1,02,2,2,12,2,2,1,1, 57,4,     7,03,1,2,1,1,2,2,2, 95, , 85, 90,  503.54,2,27
00224,3,5, 500000.00,08,05,02,1,1,2,2,2,2,3, 13,1973,  ,2, ,    1,02,2,1,12,2,1, , ,168,7,  1800,10,1,2,1,1,1,2,1,100, ,100,100,   16.08,1,35
00225,1,1,  50001.00,06,01,02,1,2,1,2,2,2,1,  5,1900,  ,2, ,   18,05,2,1,12,1,2,1,1, 60,4,    54,06,1,2,1,1,2,2,2,100, , 50, 90,  173.79,2,25
00226,4,9, 450000.00,08,05,02,1,1,1,1,2,2,4,991,1975,  ,2, ,    1,02,1, ,12,1,2,1,2, 55,4,  1200,10,1,2,1,1,1,2,1, 80, , 80, 75,   14.49,2,09
00227,3,5,  21250.00,04,04,07,1,2,1,1,2,2,3,  2,1966,  ,2, ,    1,02,1, ,12,2,2,2,1, 20,2,    40,05,1,1,1,1,1,2,1,100, , 70, 50,  689.40,1,14
00228,3,5, 550000.00,09,04,02,1,1,1,1,2,2,4, 12,1965,  ,1,2,    1,02,2,1,12,2,2,1,1, 50,4,    53,06,1,1,1,1,2,2,1,100, ,100, 90,   16.05,1,39
00229,3,7,  12500.00,04,06,01,2,2,2,2,2,2,5,  2,1988,  ,2, ,    0,01, , , 0,1, , , ,  0,1,     0,01,2,2,2,2,2,2,2,   , ,   ,   ,  391.42,1,42
00230,2,3, 600000.00,09,06,16,1,1,1,2,2,2,1,  7,1989,  ,2, ,    1,02,1, ,12,1,1, , ,168,7,   970,09,1,2,2,1,1,2,1,100, ,   , 80,   14.27,1,34
00231,3,5, 190000.00,07,07,25,1,1,2,2,2,2,5,  1,1991,  ,2, ,    1,02,2,2,12,1,1, , ,168,7,   120,07,1,2,1,1,1,2,2,100, ,100,100,   45.59,2,38
00232,2,4,  16250.00,04,06,02,1,2,2,2,2,2,3,  2,1982,  ,2, ,    2,03,1, ,12,2,2,1,2, 40,3,    45,05,1,2,1,1,2,2,2,100, ,100, 95, 5678.98,2,08
00233,3,7,   8000.00,03,03,08,1,1,2,2,2,2,5,  1,1957,  ,2, ,    1,02,2,2,12,2,2,1,2, 45,3,     7,03,1,2,1,1,2,2,2,100, ,100,100,  688.64,1,25
00234,3,6,  12500.00,04,02,13,1,2,2,2,1,1,5,  2,1935,  ,1,1,    4,03,2,1,12,2,2,1,2, 40,3,    15,04,1,1,1,1,2,2,2,100, ,100,100,  439.77,2,02
00235,1,1,  50001.00,06,01,14,1,2,2,2,1,2,2,  3,1907,  ,1,2,    1,02,1, ,12,1,2,1,1, 87,6,   100,07,1,2,1,1,2,2,2,100, , 40, 90,  155.01,2,26
00236,2,3,  35000.00,05,06,02,1,1,2,2,2,2,2,  2,1987,  ,2, ,    1,02,2,2, 9,1,1, , ,168,7,    60,06,1,1,1,1,2,1,2,100, ,100, 85,  230.15,1,25
00237,3,5,   1750.00,02,02,25,1,2,2,2,2,2,5,  2,1930,  ,2, ,    1,02,2,2,12,2,2,1,2, 40,3,     2,02,2,2,1,1,2,2,2,   , ,100, 80,  194.74,2,40
00238,4,8, 130000.00,07,04,14,1,2,2,2,2,1,2,  3,1960,  ,2, ,    1,02,1, ,12,2,2,1,1,128,6,   500,09,1,2,1,1,2,2,2,100, ,100,100,   28.73,2,10
00239,2,4, 160000.00,07,08,08,1,1,1,2,2,2,1,  4,1997,  ,2, ,    3,03,1, ,12,2,2,1,1, 45,3,   170,07,1,1,1,1,2,2,1,100, ,100,100,   30.52,1,36
00240,1,1,  50001.00,06,06,02,1,2,2,2,2,2,2,  4,1984,  ,2, ,   12,05,2,1,12,2,2,1,1, 75,5,   175,07,1,2,1,1,2,2,1,100, ,100,100,  262.71,2,19
00241,2,4,  75000.00,06,05,05,1,1,2,2,2,2,3,  1,1979,  ,2, ,    1,02,1, ,12,2,2,1,2,100,6,    30,05,1,1,1,1,2,2,2,100, , 15,100,  168.85,1,08
00242,3,5, 550000.00,09,08,05,1,1,2,2,2,2,4,  2,1999,03,2, ,    1,02,2,2, 5,1,2,1,2, 90,6,    80,06,1,1,1,1,2,2,2,  4, ,  4, 50,    8.15,1,13
00243,4,8, 120000.00,07,06,25,1,2,2,2,2,2,5,  1,1980,  ,2, ,   12,05,2,2,12,2,2,1,2, 45,3,    65,06,1,2,1,2,2,1,2,100, ,100,100,  195.69,2,19
00244,3,5,   2000.00,02,06,02,1,2,1,2,2,2,3,  1,1988,  ,2, ,    1,02,2,2,12,2,2,1,2, 42,3,     4,02,1,2,1,1,2,2,2,100, ,100,100,  352.83,1,14
00245,4,9, 700000.00,09,08,05,1,2,2,2,2,2,4,  1,1999,01,2, ,    3,03,2,2, 7,1,2,1,2, 50,4,    60,06,1,2,1,1,2,2,2,  3, ,  3, 30,   16.30,2,22
00246,2,3, 200000.00,07,03,05,1,1,2,2,2,2,3,  1,1946,  ,1,3,    0,01, , , 0,1, , , ,  0,1,     0,01,1,2,2,2,2,2,2, 50, ,   ,   ,   98.20,2,34
00247,2,3, 250000.00,08,04,18,1,2,2,2,1,2,1, 11,1966,  ,1,2,    1,02,1, ,12,2,1, , ,168,7,    33,05,1,2,2,1,2,2,2,100, ,   ,100,   26.67,2,34
00248,2,3,  80000.00,06,02,02,1,2,2,2,2,2,2,  9,1920,  ,2, ,   10,04,2,1,12,2,2,1,1, 60,4,   200,07,1,2,1,1,2,2,2,100, ,100,100,  188.42,1,05
00249,4,8,  60000.00,06,08,05,1,1,2,2,2,2,2,  1,1997,  ,2, ,    4,03,2,2, 9,1,2,1,2, 50,4,    25,05,1,1,1,1,2,2,2, 54, , 18,100,   36.85,1,18
00250,4,9,  42500.00,05,06,13,1,1,2,2,2,2,4,  3,1980,  ,1,2,    1,02,1, ,12,2,2,1,1, 72,5,    25,05,1,2,1,1,2,2,2,100, ,100, 90,  481.72,2,30
00251,3,6,   8500.00,03,03,05,1,2,2,2,2,2,5,  1,1952,  ,1,1,    3,03,2,1,12,2,2,1,2, 40,3,    15,04,1,2,1,2,2,2,2, 20, , 20, 30, 6017.97,2,02
