# File: IMAGE_an_meat.csv
# Title: IMAGE animal production meat
# Units: Gg dm
# Author: XZ
# Source: IMAGE model (Jonathan Doelman)
# Column types: icnnnnnnnnnnnnnnnnnnnnnnnnnn
# ----------
year,commodity,Canada,USA,Mexico,Rest Central America,Brazil,Rest South America,Northern Africa,Western Africa,Eastern Africa,South Africa,OECD Europe,Eastern Europe,Turkey,Ukraine +,Asia-Stan,Russia +,Middle East,India,Korea,China +,South East Asia,Indonesia +,Japan,Oceania,Rest of S. Asia,Rest of S. Africa
2092,total,5183,46086,11410,5195,25028,24919,11123,13814,21769,5815,46752,9313,8506,5810,7472,13811,20289,47275,1903,77628,27717,3815,2978,12391,19315,5767
2093,beef,1001,7468,2001,912,9517,7229,1831,1527,4001,2285,5889,707,862,539,1593,1029,2282,5352,264,4248,1906,395,151,2680,2865,839
2093,milk,1467,15418,2001,1309,4659,5789,4058,2436,11383,815,20482,4289,4309,2983,3822,5890,5810,29096,261,3696,2185,262,686,6412,11462,1797
2093,pork,1336,5997,1550,570,1755,2473,1,2324,1388,254,10632,1748,0,681,225,2120,26,575,594,35183,9472,378,449,354,45,1695
2093,mutton & goat meat,16,99,103,43,280,303,1021,980,1870,394,969,152,597,44,552,300,2247,885,15,2842,220,78,0,1188,1004,211
2093,poultry & eggs,1349,17061,5795,2376,8799,9183,4259,6603,3222,2084,8757,2404,2777,1588,1306,4504,10024,11428,759,31266,14107,2689,1667,1773,3984,1267
2093,total,5170,46042,11452,5210,25010,24976,11170,13871,21864,5833,46728,9300,8545,5835,7499,13843,20388,47337,1893,77235,27890,3802,2953,12407,19360,5810
2094,beef,998,7457,2013,915,9536,7246,1838,1531,4008,2296,5872,706,864,542,1599,1028,2291,5385,264,4222,1919,396,149,2683,2873,841
2094,milk,1466,15415,2001,1314,4639,5799,4089,2442,11422,822,20506,4292,4343,3004,3830,5914,5850,29058,260,3666,2203,262,682,6420,11481,1804
2094,pork,1332,5981,1558,571,1751,2486,1,2332,1402,254,10615,1741,0,682,227,2123,26,580,590,35010,9527,377,445,353,46,1720
2094,mutton & goat meat,16,99,104,43,282,303,1024,982,1874,397,969,152,602,44,553,301,2257,891,15,2828,221,78,0,1191,1006,211
2094,poultry & eggs,1344,17044,5817,2381,8783,9199,4265,6641,3253,2082,8741,2396,2776,1588,1317,4511,10062,11486,754,31116,14193,2677,1652,1776,3998,1276
2094,total,5157,45997,11493,5225,24992,25033,11217,13928,21959,5852,46703,9286,8585,5860,7526,13876,20486,47399,1883,76842,28063,3789,2928,12423,19405,5852
2095,beef,996,7447,2025,918,9554,7263,1845,1535,4016,2308,5855,705,866,545,1604,1027,2301,5418,263,4196,1932,396,148,2685,2882,844
2095,milk,1465,15413,2001,1320,4619,5810,4119,2448,11460,828,20531,4294,4377,3026,3838,5937,5890,29019,260,3636,2221,262,678,6428,11501,1810
2095,pork,1327,5965,1566,573,1748,2498,1,2339,1416,254,10598,1734,0,682,229,2126,26,585,586,34838,9582,376,441,353,46,1745
2095,mutton & goat meat,16,100,104,43,284,304,1027,984,1877,400,969,152,606,45,554,302,2268,896,15,2813,222,78,0,1193,1009,212
2095,poultry & eggs,1339,17028,5838,2387,8768,9215,4271,6679,3284,2080,8726,2387,2775,1588,1327,4517,10100,11544,749,30966,14279,2665,1636,1779,4013,1284
2095,total,5144,45953,11535,5240,24974,25090,11264,13985,22054,5870,46679,9273,8624,5885,7553,13909,20584,47462,1873,76449,28237,3777,2903,12438,19450,5894
2096,beef,993,7436,2037,921,9572,7281,1852,1538,4024,2319,5839,705,868,548,1610,1026,2310,5451,263,4170,1946,396,146,2688,2890,846
2096,milk,1464,15411,2001,1325,4599,5820,4150,2454,11499,835,20555,4297,4411,3048,3846,5961,5931,28980,259,3606,2239,262,673,6435,11520,1816
2096,pork,1323,5950,1574,574,1745,2511,1,2346,1429,254,10581,1728,0,682,230,2129,26,590,582,34666,9637,376,438,353,46,1770
2096,mutton & goat meat,16,101,104,44,286,304,1030,986,1881,402,969,152,610,45,555,303,2278,902,15,2798,223,78,0,1196,1011,212
2096,poultry & eggs,1334,17012,5859,2392,8753,9231,4277,6717,3316,2078,8711,2379,2775,1587,1338,4524,10138,11601,744,30816,14365,2652,1621,1782,4028,1292
2096,total,5131,45909,11576,5255,24956,25147,11311,14042,22149,5889,46655,9260,8664,5911,7579,13942,20683,47524,1863,76056,28410,3764,2878,12454,19495,5937
2097,beef,991,7426,2049,924,9590,7298,1859,1542,4032,2330,5822,704,870,551,1615,1024,2319,5483,263,4145,1959,396,144,2691,2898,849
2097,milk,1462,15409,2001,1330,4580,5830,4181,2460,11537,842,20579,4299,4445,3069,3854,5984,5971,28942,258,3576,2257,262,669,6443,11539,1822
2097,pork,1319,5934,1582,576,1742,2523,1,2354,1443,253,10564,1721,0,682,232,2132,26,595,578,34493,9692,375,434,353,46,1794
2097,mutton & goat meat,16,101,104,44,288,304,1033,989,1884,405,969,152,614,46,557,303,2288,908,15,2783,224,78,0,1198,1014,213
2097,poultry & eggs,1329,16996,5881,2397,8738,9248,4282,6755,3347,2077,8696,2370,2774,1587,1348,4531,10176,11659,739,30666,14452,2640,1605,1785,4042,1301
2097,total,5117,45865,11617,5270,24938,25203,11357,14099,22244,5907,46630,9246,8703,5936,7606,13975,20781,47586,1853,75663,28584,3751,2853,12470,19539,5979
2098,beef,988,7415,2061,927,9609,7315,1866,1545,4040,2342,5805,704,872,554,1621,1023,2328,5516,263,4119,1972,397,142,2694,2906,851
2098,milk,1461,15406,2001,1335,4560,5840,4212,2466,11576,848,20604,4302,4479,3091,3862,6008,6012,28903,257,3546,2275,262,665,6451,11558,1828
2098,pork,1314,5918,1590,577,1739,2536,1,2361,1457,253,10546,1714,0,682,233,2135,26,599,574,34321,9748,374,430,353,46,1819
2098,mutton & goat meat,16,102,105,44,290,305,1036,991,1888,408,969,152,619,46,558,304,2299,914,15,2768,224,78,0,1201,1016,214
2098,poultry & eggs,1324,16979,5902,2402,8723,9264,4288,6793,3378,2075,8681,2361,2773,1587,1359,4538,10214,11717,734,30516,14538,2627,1590,1788,4057,1309
2098,total,5104,45821,11659,5285,24920,25260,11404,14156,22339,5926,46606,9233,8743,5961,7633,14007,20879,47649,1843,75271,28757,3739,2828,12486,19584,6021
2099,beef,986,7405,2073,930,9627,7333,1873,1549,4048,2353,5789,703,874,558,1626,1022,2338,5549,263,4093,1985,397,141,2696,2914,854
2099,milk,1460,15404,2001,1341,4540,5850,4243,2472,11615,855,20628,4304,4513,3113,3870,6031,6052,28864,257,3516,2293,263,661,6458,11578,1834
2099,pork,1310,5902,1598,579,1736,2549,1,2369,1470,253,10529,1707,0,683,235,2138,26,604,570,34149,9803,373,426,352,46,1844
2099,mutton & goat meat,17,102,105,44,292,305,1039,993,1891,410,969,152,623,46,559,305,2309,919,15,2753,225,78,0,1203,1019,214
2099,poultry & eggs,1319,16963,5924,2407,8708,9280,4294,6831,3409,2073,8666,2353,2772,1586,1370,4544,10253,11775,729,30366,14624,2615,1575,1791,4071,1317
2099,total,5091,45776,11700,5300,24902,25317,11451,14213,22433,5944,46581,9219,8782,5986,7660,14040,20978,47711,1833,74878,28931,3726,2803,12502,19629,6063
2015,poultry & eggs,881,13447,2834,1181,8091,4848,1890,791,329,1141,8209,2641,1511,1467,408,3328,2997,3791,864,24551,5296,1883,2392,849,1467,353
2050,poultry & eggs,1187,15851,4683,1988,9104,7815,3541,3574,1397,1730,8982,2760,2628,1523,979,4050,6932,8504,989,36687,9917,2971,2407,1392,3159,791
2100,poultry & eggs,1314,16947,5945,2412,8692,9297,4299,6869,3440,2071,8651,2344,2771,1586,1380,4551,10291,11833,724,30216,14710,2602,1559,1794,4086,1325
2015,total,3413,36462,5922,2546,18930,12531,4544,3056,4510,2320,39655,9386,4506,4719,3820,10232,6017,24782,1966,63837,10385,2595,4192,7082,8895,1698
2050,total,4526,42750,9321,4173,24095,20233,7900,8942,14319,3921,44460,9817,6831,4843,6565,12112,13711,40919,2243,91618,19471,4050,4137,10615,16317,3636
2100,total,5078,45732,11742,5316,24884,25374,11498,14270,22528,5963,46557,9206,8822,6011,7687,14073,21076,47773,1823,74485,29104,3713,2778,12517,19674,6106
