Commodity,Commodity_Code,Year,State,StFips,Planted All Purposes,Planted All Purposes(UNIT),Harvested,Harvested(UNIT),Yield,Yield(UNIT),Production,Production(UNIT),Price per Unit,Price per Unit(UNIT),Value of production,Value of production(UNIT)
Potatoes All,39199999,2006,Nevada,32,6.6,thousand acres,6.6,thousand acres,445,hundredweight,2937,thousand hundredweight,6.1,dols / cwt,17916,thousand dollars
Potatoes All,39199999,2006,New Jersey,34,2.5,thousand acres,2.5,thousand acres,240,hundredweight,600,thousand hundredweight,8.7,dols / cwt,5220,thousand dollars
Potatoes All,39199999,2006,New Mexico,35,5,thousand acres,5,thousand acres,420,hundredweight,2100,thousand hundredweight,6.5,dols / cwt,13650,thousand dollars
Potatoes All,39199999,2006,New York,36,20.6,thousand acres,19,thousand acres,300,hundredweight,5700,thousand hundredweight,12,dols / cwt,68400,thousand dollars
Potatoes All,39199999,2006,North Carolina,37,17.7,thousand acres,15.5,thousand acres,210,hundredweight,3255,thousand hundredweight,10,dols / cwt,32550,thousand dollars
Potatoes All,39199999,2006,North Dakota,38,100,thousand acres,98,thousand acres,260,hundredweight,25480,thousand hundredweight,6.45,dols / cwt,164346,thousand dollars
Potatoes All,39199999,2006,Ohio,39,3.3,thousand acres,3.1,thousand acres,325,hundredweight,1008,thousand hundredweight,8.9,dols / cwt,8967,thousand dollars
Potatoes All,39199999,2006,Oregon,41,35,thousand acres,35,thousand acres,530,hundredweight,18533,thousand hundredweight,6.45,dols / cwt,119535,thousand dollars
Potatoes All,39199999,2006,Pennsylvania,42,11,thousand acres,10.5,thousand acres,260,hundredweight,2730,thousand hundredweight,10.5,dols / cwt,28665,thousand dollars
Potatoes All,39199999,2006,Rhode Island,44,0.5,thousand acres,0.5,thousand acres,260,hundredweight,130,thousand hundredweight,10.4,dols / cwt,1352,thousand dollars
Potatoes All,39199999,2006,Texas,48,21.2,thousand acres,19.9,thousand acres,358,hundredweight,7124,thousand hundredweight,13.1,dols / cwt,93158,thousand dollars
Potatoes All,39199999,2006,Virginia,51,6,thousand acres,5.6,thousand acres,270,hundredweight,1512,thousand hundredweight,14.2,dols / cwt,21470,thousand dollars
Potatoes All,39199999,2006,Washington,53,156,thousand acres,155,thousand acres,580,hundredweight,89900,thousand hundredweight,6.25,dols / cwt,561875,thousand dollars
Potatoes All,39199999,2006,Wisconsin,55,66,thousand acres,66,thousand acres,445,hundredweight,29370,thousand hundredweight,7.8,dols / cwt,229086,thousand dollars
Potatoes All,39199999,2006,United States,99,1139.4,thousand acres,1120.2,thousand acres,393,hundredweight,440698,thousand hundredweight,7.31,dols / cwt,3208632,thousand dollars
Sweet Potatoes,39299999,2006,Alabama,1,2.4,thousand acres,2.3,thousand acres,160,hundredweight,368,thousand hundredweight,25.7,dols / cwt,9458,thousand dollars
Sweet Potatoes,39299999,2006,California,6,12.7,thousand acres,12.7,thousand acres,305,hundredweight,3874,thousand hundredweight,20.1,dols / cwt,77867,thousand dollars
Sweet Potatoes,39299999,2006,Louisiana,22,18,thousand acres,13.5,thousand acres,165,hundredweight,2228,thousand hundredweight,17.3,dols / cwt,38544,thousand dollars
Sweet Potatoes,39299999,2006,Mississippi,28,18,thousand acres,15.5,thousand acres,160,hundredweight,2480,thousand hundredweight,19.8,dols / cwt,49104,thousand dollars
Sweet Potatoes,39299999,2006,New Jersey,34,1.2,thousand acres,1.2,thousand acres,135,hundredweight,162,thousand hundredweight,27.7,dols / cwt,4487,thousand dollars
Sweet Potatoes,39299999,2006,North Carolina,37,40,thousand acres,39,thousand acres,180,hundredweight,7020,thousand hundredweight,16.2,dols / cwt,113724,thousand dollars
Sweet Potatoes,39299999,2006,South Carolina,45,0.7,thousand acres,0.6,thousand acres,140,hundredweight,84,thousand hundredweight,18.3,dols / cwt,1537,thousand dollars
Sweet Potatoes,39299999,2006,Texas,48,2.2,thousand acres,2.1,thousand acres,65,hundredweight,137,thousand hundredweight,22.7,dols / cwt,3110,thousand dollars
Sweet Potatoes,39299999,2006,Virginia,51,0.5,thousand acres,0.4,thousand acres,120,hundredweight,48,thousand hundredweight,11.6,dols / cwt,557,thousand dollars
Sweet Potatoes,39299999,2006,United States,99,95.7,thousand acres,87.3,thousand acres,188,hundredweight,16401,thousand hundredweight,18.2,dols / cwt,298388,thousand dollars
Ginger Root,80112299,2006,Hawaii,15,,,100,acre,43000,pounds,4300,thousand lbs,0.7,dols / lb,3010,thousand dollars
Ginger Root,80112299,2006,United States,99,,,100,acre,43000,pounds,4300,thousand lbs,0.7,dols / lb,3010,thousand dollars
Peppermint,80201899,2006,Idaho,16,,,14,thousand acres,95,pounds,1330,thousand lbs,12.5,dols / lb,16625,thousand dollars
Peppermint,80201899,2006,Indiana,18,,,12,thousand acres,51,pounds,612,thousand lbs,13.4,dols / lb,8201,thousand dollars
Peppermint,80201899,2006,Michigan,26,,,0.7,thousand acres,50,pounds,35,thousand lbs,13.5,dols / lb,473,thousand dollars
Peppermint,80201899,2006,Oregon,41,,,22,thousand acres,94,pounds,2068,thousand lbs,13,dols / lb,26884,thousand dollars
Peppermint,80201899,2006,Washington,53,,,24,thousand acres,115,pounds,2760,thousand lbs,12.3,dols / lb,33948,thousand dollars
Peppermint,80201899,2006,Wisconsin,55,,,5,thousand acres,60,pounds,300,thousand lbs,12.6,dols / lb,3780,thousand dollars
Peppermint,80201899,2006,United States,99,,,77.7,thousand acres,91,pounds,7105,thousand lbs,12.7,dols / lb,89911,thousand dollars
Spearmint,80202899,2006,Idaho,16,,,0.7,thousand acres,105,pounds,74,thousand lbs,11.6,dols / lb,858,thousand dollars
Spearmint,80202899,2006,Indiana,18,,,1.7,thousand acres,53,pounds,90,thousand lbs,12.1,dols / lb,1089,thousand dollars
Spearmint,80202899,2006,Michigan,26,,,1.6,thousand acres,60,pounds,96,thousand lbs,10,dols / lb,960,thousand dollars
Spearmint,80202899,2006,Oregon,41,,,2,thousand acres,115,pounds,230,thousand lbs,11.7,dols / lb,2691,thousand dollars
Spearmint,80202899,2006,Washington,53,,,11.5,thousand acres,130,pounds,1498,thousand lbs,11.2,dols / lb,16841,thousand dollars
Spearmint,80202899,2006,Wisconsin,55,,,1,thousand acres,50,pounds,50,thousand lbs,12.1,dols / lb,605,thousand dollars
Spearmint,80202899,2006,United States,99,,,18.5,thousand acres,110,pounds,2038,thousand lbs,11.3,dols / lb,23044,thousand dollars
Pea Seed Wrinkled,83161899,2006,Idaho,16,,,,,,,80,thousand hundredweight,20.2,dols / cwt,1616,thousand dollars
Pea Seed Wrinkled,83161899,2006,Washington,53,,,,,,,510,thousand hundredweight,14,dols / cwt,7140,thousand dollars
Pea Seed Wrinkled,83161899,2006,United States,99,,,,,,,590,thousand hundredweight,14.8,dols / cwt,8756,thousand dollars
Tobacco All  (All Classes),14999999,2006,North Carolina,37,,,158900,acre,2080,pounds,330580,thousand lbs,1.502,dols / lb,496599,thousand dollars
Tobacco All  (All Classes),14999999,2006,Connecticut,9,,,2500,acre,1549,pounds,3873,thousand lbs,,,,
Tobacco All  (All Classes),14999999,2006,Virginia,51,,,19650,acre,2408,pounds,47322,thousand lbs,1.526,dols / lb,72214,thousand dollars
Tobacco All  (All Classes),14999999,2006,South Carolina,45,,,23000,acre,2100,pounds,48300,thousand lbs,1.49,dols / lb,71967,thousand dollars
Tobacco All  (All Classes),14999999,2006,Florida,12,,,1100,acre,2600,pounds,2860,thousand lbs,1.51,dols / lb,4319,thousand dollars
Tobacco All  (All Classes),14999999,2006,Massachusetts,25,,,1150,acre,1558,pounds,1792,thousand lbs,,,,
Tobacco All  (All Classes),14999999,2006,Ohio,39,,,3500,acre,2000,pounds,7000,thousand lbs,1.58,dols / lb,11060,thousand dollars
Tobacco All  (All Classes),14999999,2006,Kentucky,21,,,83000,acre,2250,pounds,186780,thousand lbs,1.772,dols / lb,330941,thousand dollars
Tobacco All  (All Classes),14999999,2006,Pennsylvania,42,,,7900,acre,2125,pounds,16790,thousand lbs,1.616,dols / lb,27130,thousand dollars
Tobacco All  (All Classes),14999999,2006,Missouri,29,,,1500,acre,2250,pounds,3375,thousand lbs,1.6,dols / lb,5400,thousand dollars
Tobacco All  (All Classes),14999999,2006,United States,99,,,339000,acre,2147,pounds,727897,thousand lbs,1.665,dols / lb,1211885,thousand dollars
Tobacco All  (All Classes),14999999,2006,Tennessee,47,,,19800,acre,2482,pounds,49135,thousand lbs,1.893,dols / lb,93009,thousand dollars
Tobacco All  (All Classes),14999999,2006,Georgia,13,,,17000,acre,1770,pounds,30090,thousand lbs,1.44,dols / lb,43330,thousand dollars
